playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,241651,-1,-1,234378,-1,-1,251805,-1,-1,234378,235790,-1,-1,-1,225193,222665,-1,-1,248148,-1,246669,210697,-1,234378,235794,243715,246669,-1,-1,231936,-1,-1,271807,257711,-1,234378,251566,256197,-1,-1,-1,1,264846,-1,254796,-1,232580,222665,-1,234378,-1,-1,230666,206585,-1,-1,-1,241651,-1,234378,-1,278773,207421,-1,-1
-1,202811,216393,-1,-1,200458,-1,258932,227174,-1,-1,210881,246174,-1,-1,-1,199189,257057,-1,-1,236987,-1,260247,264209,-1,216393,226162,227678,200458,-1,-1,248465,-1,-1,82968,221660,-1,227174,231447,200458,-1,-1,-1,2,275468,76255,233049,-1,241464,210881,-1,216393,82350,-1,258444,200110,212419,-1,-1,221697,-1,200458,80652,80816,221697,-1,260129
71447,240595,270787,-1,-1,255855,-1,256358,260142,-1,278920,263678,245652,-1,-1,-1,193910,212099,-1,-1,218343,-1,255855,70114,-1,255855,73196,247913,218343,80555,-1,237211,-1,-1,263914,263654,-1,263678,225748,241534,-1,-1,-1,3,78123,242751,244626,-1,231540,241534,-1,255855,73427,75639,235770,74726,266095,-1,82835,245766,75948,255855,274959,270140,245766,-1,71956
-1,257126,244871,-1,-1,212366,-1,74910,229073,-1,-1,271743,238368,-1,-1,-1,233442,271668,-1,-1,212366,-1,268927,235807,-1,268927,244565,239540,265700,-1,-1,244240,-1,-1,266842,200778,-1,212366,277986,265700,-1,-1,-1,4,221705,270118,241523,-1,240912,212366,-1,268927,78230,-1,236528,231878,78298,-1,-1,265777,-1,212366,-1,252878,265777,-1,-1
-1,228789,257534,-1,-1,257534,-1,71997,238074,-1,229942,238616,71651,-1,-1,-1,263620,247090,-1,-1,256079,-1,268438,248695,-1,257534,76687,230918,238616,202652,-1,259307,-1,-1,242578,272978,-1,247090,266032,239231,-1,-1,-1,5,71998,269495,273018,-1,222104,238074,-1,257534,248158,-1,259031,258485,266605,-1,-1,257534,-1,257534,262859,278813,252042,-1,261530
-1,204935,237386,-1,-1,237386,-1,-1,253510,-1,-1,261188,74413,-1,-1,-1,266609,193474,-1,-1,243657,-1,206517,259714,-1,237386,256402,202695,237386,-1,-1,180216,-1,-1,270373,70448,-1,243657,279497,244380,-1,-1,-1,7,225650,268631,243282,-1,207599,204935,-1,243657,76507,-1,251892,232284,247649,-1,-1,261188,-1,243657,-1,257896,276295,-1,-1
-1,230670,221479,-1,-1,257191,-1,-1,244591,-1,-1,247361,247249,-1,-1,-1,237161,235735,-1,-1,236822,-1,257191,248384,-1,257191,236764,229266,257191,-1,-1,231554,-1,-1,74145,242663,-1,257191,258906,239360,-1,-1,-1,8,242656,203215,232080,-1,244238,235735,-1,257191,71814,-1,230084,193331,232104,-1,-1,221479,-1,257191,-1,208892,242530,-1,-1
-1,212831,236772,-1,-1,236772,-1,264299,264298,-1,-1,209331,80376,-1,-1,-1,232487,239837,-1,-1,246104,-1,256630,253149,-1,236772,242434,237678,236772,-1,-1,216267,-1,-1,271975,225100,-1,256630,242516,260908,-1,-1,-1,9,222514,252897,235805,-1,203376,203376,-1,236772,79922,-1,233731,262621,247601,-1,-1,209331,-1,236772,70824,279128,257289,-1,-1
-1,230621,239085,-1,-1,237692,-1,76969,253124,-1,-1,240638,256675,-1,-1,-1,203574,218667,-1,-1,255069,-1,251570,208920,-1,240638,231866,239818,237692,-1,-1,277031,-1,-1,81539,271574,-1,237692,270409,277427,-1,-1,-1,10,242641,200159,277295,-1,76250,218667,-1,237692,224081,-1,246420,263063,204246,-1,-1,239085,-1,237692,251517,241236,237692,-1,207410
-1,254803,260592,-1,-1,212198,-1,74142,234574,-1,-1,212198,235243,-1,-1,-1,269136,200145,-1,-1,277432,-1,243014,239301,-1,212198,253306,269087,243014,278121,-1,203263,-1,-1,268439,236401,-1,212198,233064,205988,-1,-1,-1,11,238041,163264,254088,-1,75087,212198,-1,212198,77354,-1,250961,243647,278124,-1,-1,212198,-1,212198,75439,269233,240243,-1,82853
