fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26720
-48,-21,-7,0,-14,-10,0,20,0,49,-12,70,35,26,25,1,-20,12,-65,-43,51,-31,-20,61,-18,-77,26,14,30,-6,1,63,-63,-25,27,14,16,-22,-51,23,-51,-84,12,19,22,-4,0,23,10,17,-41,-21,-12,-42,-58,65,-31,13,22,24,58,-51,56,48,18,0,29,-2,14,-38,0,13,41,42,-36,45,1,11,17,-3,-13,-7,14,-5,20,-45,-49,-67,-52,-34,51,29,93,-36,-27,-55,28,-14,11,-67,-2,58,-10,-9,-21,-33,-29,0,16,19,0,38,7,69,40,-73,-61,-21,0,-33,24,-4,0,30,-51,-9,-30,-50,-9,-5,-7,-6,25,-6,35,0,24,34,-54,-36,41,17,-52,39,-5,-2,35,20,13,21,-54,-9,11,0,0,23,8,46,52,21,-1,0,-6,-21,78,-20,-31,-12,-60,-61,-25,-66,55,10,-52,0,47,-3,-10,3,52,73,13,-7,0,-43,75,-14,60,0,-17,-23,-8,45,17,13,43,90,-23,-15,39,-69,-22,0,30,-33,33,17,14,40,27,-48,20,13,-39,13,5,-1,25,-49,-24,6,-21,30,-6,51,14,3,-42,-6,-34,0,69964
-44,-56,38,0,-6,3,31,28,-34,22,-68,80,34,51,14,-21,-44,-26,14,-30,11,0,20,42,-17,-33,-37,8,31,24,41,-43,-31,-12,51,18,68,-28,-28,39,-21,-33,2,-1,-43,11,-34,-11,-39,12,21,-27,-65,4,-24,-38,0,34,25,36,40,-34,60,79,47,-7,-4,22,21,0,-34,-26,-30,58,-34,17,0,-28,10,-7,-90,5,31,95,58,17,-29,-45,6,-8,4,5,78,-61,4,-22,8,-93,3,-58,20,21,-2,-43,-35,83,-43,-32,-20,60,-9,2,13,58,-46,-10,-55,8,83,-63,-27,-50,-22,54,-24,-21,-4,-49,17,-19,9,-5,-26,15,50,0,6,34,93,5,19,28,85,-19,13,-21,45,-30,-14,32,-52,-24,33,-21,28,13,-38,16,57,38,13,9,18,52,87,-56,25,-54,7,5,1,94,63,-37,5,85,36,-31,-38,-21,64,81,-12,-7,-34,-56,81,-39,-6,0,-12,-43,-28,17,-1,4,-33,77,-4,23,34,-8,9,0,25,-32,36,-39,-8,-31,2,-37,-14,-14,5,-4,-27,10,13,-74,0,-2,6,31,18,78,44,-8,-44,-11,-3,84,70198
-12,-36,36,0,-8,-57,30,3,0,29,-58,68,-42,45,17,-3,21,4,10,-58,32,-70,28,56,19,47,49,-1,7,37,28,2,-67,62,52,2,77,-20,-33,30,-9,30,12,46,-19,-24,0,1,-69,6,23,56,-58,-3,-71,0,-9,10,25,35,61,0,25,76,29,0,-26,63,43,24,0,22,-18,82,33,27,11,-55,17,16,-72,-56,-37,82,36,23,-16,-8,14,-5,31,15,96,-17,0,-30,48,-70,13,-23,14,37,-7,-44,39,52,-48,0,52,71,0,28,34,70,-7,-47,-26,-29,0,-16,44,41,0,41,-25,-36,-17,-45,-12,-19,-21,38,-25,4,43,0,47,15,100,-36,60,75,52,-30,60,-1,32,17,5,3,-11,-36,16,0,14,29,-33,34,38,0,6,10,-12,40,79,-45,-2,-44,27,4,-14,96,32,-32,12,0,20,2,-35,15,80,66,3,37,0,-100,76,-40,42,0,-13,-33,-41,45,52,-4,-21,92,14,-32,77,-46,5,0,40,-54,28,18,51,-28,19,-55,0,33,-34,19,6,-22,16,-68,15,15,-28,-37,3,73,35,45,-21,11,-10,80,70786
-3,-11,39,-35,0,-49,-3,47,-43,-13,-44,37,3,51,23,-22,3,26,5,-5,-25,-52,31,33,60,-8,35,1,-13,49,-2,-2,-25,31,-4,-3,-1,-13,5,79,-52,-1,3,-2,-40,-26,-38,0,-5,-1,-3,49,-43,-25,-25,-3,-28,-20,29,86,29,-50,-12,21,82,-48,-21,-67,6,-18,-37,9,-14,38,49,-12,-7,31,3,-16,-72,-51,-4,74,52,0,-12,-21,-34,-56,-28,8,36,-30,0,-50,4,-70,3,-18,30,67,-2,-11,60,-17,50,-37,19,10,-48,22,30,57,-40,-38,-14,5,67,-20,24,6,-25,-19,-44,17,-52,-60,-5,-22,-28,6,-33,-51,-10,-37,-3,34,-3,-46,41,19,-30,-47,-63,-17,-4,12,-29,48,-9,7,78,-23,-24,6,-28,57,34,26,-47,-7,0,-2,68,-47,-20,-39,-39,7,-37,-12,36,-33,18,68,26,-25,1,12,47,40,-28,1,-44,-88,72,-14,65,-34,-2,-16,14,52,-10,1,-37,43,56,11,19,-38,4,-37,38,36,1,2,13,-55,0,-8,2,14,-45,-14,17,-21,19,-54,10,-1,-39,5,5,23,4,33,2,18,-30,72,70971
-23,21,8,-8,-15,-54,41,45,-26,7,-17,18,9,26,6,-5,-16,34,-18,1,48,-36,-2,30,-1,-29,-7,2,3,15,41,6,-63,46,24,-4,30,-36,-14,10,-2,-36,15,35,15,-45,-26,12,10,-6,9,49,-12,-3,-65,18,-6,-54,55,31,27,4,56,24,-13,-20,7,-44,11,-2,-25,-14,1,24,12,8,0,3,-13,-35,-30,-49,12,77,47,14,-44,-49,-4,-8,41,6,46,-19,-44,-33,44,-34,-4,-43,-8,70,28,-12,17,33,-34,-25,38,44,-21,28,13,84,-23,-50,-43,-22,44,-18,-4,9,-7,20,-29,10,-10,-54,-11,7,-41,17,28,2,21,-12,31,32,22,-49,55,6,26,6,-24,-16,12,-5,-12,49,-22,18,21,-8,-61,13,-10,23,28,29,4,-10,-8,9,18,-32,3,-31,-15,-34,-49,24,22,-13,-11,49,51,-3,3,-15,16,15,-5,15,-27,-48,19,0,46,-8,-12,21,3,29,19,4,14,37,12,2,46,-62,-50,-11,42,-34,9,-25,45,-41,-3,0,12,16,-49,-5,29,6,1,-35,-22,-7,-43,14,6,37,32,41,-42,1,-3,62,71069
15,-15,81,-14,-15,-21,10,38,-49,0,-83,67,52,6,32,-30,28,-1,37,2,-6,-70,33,39,-69,17,2,22,90,80,24,-2,-33,-4,15,-7,22,-1,13,-5,-3,14,33,-5,-17,19,-46,-3,-7,1,9,-7,-82,32,-25,-6,-8,-4,-2,74,42,3,81,50,2,-20,0,-19,9,-76,-46,-12,10,37,11,0,21,-33,32,-10,-97,-35,24,20,8,4,-14,58,33,-45,-12,25,55,-40,77,-64,-27,-96,27,-56,17,30,-31,-38,3,45,17,-47,-19,23,-20,8,45,66,33,-34,-54,28,84,-36,-2,-18,-28,22,-62,-23,-50,-34,15,-25,8,21,-21,-81,21,-21,-1,-35,-21,-38,44,22,40,15,-33,-37,66,0,-36,35,11,-7,75,-24,-2,45,-38,46,71,-37,-90,-23,19,-45,41,-66,22,-69,26,11,21,-17,94,-36,38,84,32,-31,-7,-18,38,70,-30,22,-49,-61,44,-37,28,-13,-17,-10,-25,45,-13,20,27,63,-68,21,13,-26,57,-21,3,15,65,-5,-2,19,26,3,-2,-2,-43,27,-10,-11,29,-36,2,28,60,33,-23,49,-3,-10,0,4,1,30,71306
-8,8,81,-3,-6,-27,0,50,-35,-44,-55,82,9,3,18,-3,20,-29,37,20,-54,-28,-7,51,3,-2,-15,7,31,77,6,-38,-22,4,46,3,63,-17,-42,79,-31,-5,43,2,-50,27,-31,-4,-19,0,-23,1,-61,-29,-14,-36,-22,6,-23,51,55,-43,60,40,75,-19,4,-6,0,-20,-30,15,-6,51,58,-45,11,-7,30,-31,-94,-18,18,74,-15,-26,-30,1,17,-58,-58,24,73,-62,18,-46,3,-94,24,-6,9,88,13,-6,89,44,-39,-31,-37,48,-20,-24,45,58,-31,-14,-1,49,71,-61,-16,18,-16,39,-45,5,-58,-29,-14,-13,29,12,-32,-58,43,-7,5,3,22,1,43,22,39,-21,-2,-21,20,24,-67,55,-19,-17,46,-14,-3,44,-28,47,57,-10,-51,39,-11,-1,66,-47,-1,-37,28,44,-31,3,55,-30,48,73,27,-6,-11,12,60,82,-64,8,-36,-43,68,-19,58,-3,-9,-4,7,51,-42,5,-30,75,3,35,-18,2,35,-5,22,-39,17,12,-34,-19,25,11,-6,48,-2,35,-37,-18,17,-42,-9,33,-37,12,14,36,-1,-14,-36,6,-35,72,71781
-17,5,42,0,-15,-58,-38,60,0,7,-55,46,-2,77,13,-27,-9,48,4,6,23,-63,7,62,0,75,26,18,-28,48,-35,6,-85,47,26,-24,34,-20,-37,57,-47,79,6,40,-34,-39,0,1,-36,-22,6,52,-54,-2,-84,9,-25,25,45,100,65,-44,-44,65,58,0,-56,-42,58,-29,0,25,-45,46,93,5,-13,27,-9,-37,-85,-58,3,83,69,5,-34,-46,-44,-63,21,15,49,-18,-24,-41,35,-86,-11,-49,10,49,41,-4,100,22,1,0,57,30,0,13,32,87,0,-50,-41,52,0,-13,19,22,0,0,-38,10,-60,-22,-9,-15,-43,23,-18,-54,4,0,44,70,21,-74,71,14,21,-83,-44,-4,40,-22,-19,60,-20,-15,100,0,7,4,-32,69,61,71,-52,5,-9,19,84,-71,-3,-70,-41,-20,-51,13,62,-33,11,0,52,-28,-14,16,44,49,-16,20,0,-74,87,-8,45,0,-16,0,12,67,10,15,3,47,-16,48,43,-31,-25,0,44,-2,44,-35,61,-79,12,15,2,24,-74,-17,44,-30,10,-27,-7,-15,-45,-6,7,65,55,46,-30,12,-21,85,71910
-17,10,56,0,-7,-21,7,10,0,-27,-11,20,-22,31,9,0,-16,29,-4,15,12,-41,-5,20,1,39,-51,6,10,52,7,1,-48,52,6,-11,22,0,33,6,-22,33,9,22,14,-17,0,13,15,-11,-13,51,-11,-26,-46,1,-25,-11,92,31,18,-26,18,20,11,0,-14,3,14,3,0,12,-10,16,8,-26,3,-5,-3,-2,-14,-22,-24,13,27,-14,10,-29,0,-21,11,0,29,-20,-36,-3,30,-14,-4,-34,0,54,20,0,17,1,-57,0,27,20,0,58,7,47,20,-27,-37,43,0,-22,-49,7,0,-3,-4,6,-17,-5,-5,-10,-17,5,6,4,-5,0,24,51,25,-45,45,5,3,-20,0,0,27,-19,-69,11,-18,8,35,0,-13,11,-8,41,20,44,5,10,-6,17,6,-34,-22,-31,-3,-48,-64,24,22,-7,-1,0,38,-1,10,11,13,21,-70,4,0,-25,8,-3,42,0,-8,8,8,41,-4,6,19,34,14,36,79,-24,-35,0,18,-54,29,-18,23,-11,3,17,12,14,-45,5,30,-6,8,-6,-24,3,-65,-22,7,17,11,11,10,-3,-27,10,72006
