competitionid,goals,redcards,appearances,assists,cleansheets,artificialkey,playerid,yellowcards
1,2,0,15,4,0,0,70860,3
1,9,0,31,5,0,1,71110,6
1,3,1,28,5,0,2,71170,4
1,0,1,6,0,0,3,71342,1
1,0,0,27,1,0,4,73125,6
1,8,0,26,3,0,5,73298,3
1,1,1,28,3,0,6,73301,4
1,2,0,31,2,0,7,73364,6
1,7,1,27,1,0,8,73366,4
1,4,2,25,1,0,9,73645,4
1,2,0,2,0,0,10,78909,1
1,0,0,28,0,7,11,132740,0
1,0,0,10,0,2,12,172553,0
1,20,0,32,0,0,13,191083,2
1,4,0,24,3,0,14,193283,8
1,0,0,32,0,6,15,200209,0
1,3,0,19,4,0,16,201943,4
1,8,0,27,7,0,17,203362,1
1,0,0,33,0,6,18,204424,2
1,0,0,30,6,0,19,207886,3
1,3,0,29,4,0,20,208564,9
1,0,0,14,0,1,21,209957,1
1,2,0,23,1,0,22,210625,7
1,0,0,24,1,4,23,210642,2
1,1,0,31,2,0,24,210646,6
1,0,0,30,0,5,25,210715,0
1,2,0,22,0,0,26,212121,5
1,1,0,28,2,0,27,213530,6
1,3,0,26,0,0,28,215686,10
1,0,1,1,0,0,29,215693,0
1,1,0,15,4,0,30,224067,4
1,8,0,19,2,0,31,224389,4
1,12,0,24,1,0,32,224438,5
1,6,0,29,5,0,33,224483,1
1,0,1,16,0,0,34,225948,3
1,0,1,30,0,8,35,228505,0
1,1,0,24,2,0,36,229150,7
1,0,1,29,3,0,37,231233,2
1,1,0,2,0,0,38,231390,0
1,0,0,14,0,5,39,234658,1
1,5,1,31,3,0,40,235636,3
1,6,0,30,6,0,41,236883,5
1,0,0,17,0,4,42,238060,0
1,3,0,20,5,0,43,242612,1
1,2,1,15,3,0,44,243283,4
1,10,0,32,5,0,45,243371,0
1,15,0,30,2,0,46,243646,1
1,1,1,22,3,0,47,244181,5
1,0,1,17,3,0,48,246014,2
1,1,0,32,2,0,49,246434,7
1,0,0,22,0,5,50,246704,0
1,0,1,12,0,7,51,248478,2
1,0,0,14,0,2,52,248696,0
1,2,0,26,4,0,53,250853,7
1,1,0,24,1,0,54,251201,6
1,1,0,20,1,0,55,251629,6
1,12,0,32,4,0,56,255185,3
1,3,0,23,0,0,57,255211,5
1,14,0,32,12,0,58,255464,2
1,0,0,18,0,2,59,256742,0
1,8,1,30,2,0,60,256746,4
1,3,0,23,6,0,61,256933,0
1,17,0,29,5,0,62,257167,4
1,1,0,19,7,0,63,257259,1
1,9,0,28,3,0,64,257972,1
1,11,0,26,5,0,65,259130,3
1,13,0,25,1,0,66,260896,1
1,0,1,17,0,0,67,261670,0
1,0,0,31,0,5,68,262295,0
1,0,0,3,0,1,69,262516,0
1,10,0,25,7,0,70,262538,4
1,0,0,14,3,0,71,262541,5
1,3,0,16,4,0,72,262794,4
1,2,0,23,5,0,73,263672,5
1,1,0,19,2,0,74,263711,5
1,9,0,27,2,0,75,264263,1
1,2,0,31,2,0,76,264502,6
1,1,0,30,6,0,77,264822,1
1,2,1,22,2,0,78,270536,0
1,0,0,1,0,1,79,271112,0
1,15,0,33,4,0,80,271320,2
1,3,1,27,3,0,81,272932,4
1,11,0,28,3,0,82,277211,3
1,3,1,24,2,0,83,278012,5
1,2,1,29,3,0,84,278359,3
4,2,0,23,5,0,85,70427,2
4,1,1,7,0,0,86,71191,1
4,0,0,33,0,5,87,71641,3
4,0,1,8,0,0,88,72912,2
4,4,1,33,6,0,89,72954,1
4,19,0,34,4,0,90,73070,9
4,16,0,34,5,0,91,74896,3
4,2,0,27,1,0,92,74963,8
4,0,0,35,0,10,93,173426,2
