overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,76,75,76,76,76,74,8,75,75
1,80,81,80,82,80,80,11,82,82
-1,79,80,81,80,84,78,13,80,83
1,78,80,79,82,79,78,32,81,80
1,80,81,80,81,80,82,45,82,80
1,80,82,81,79,82,80,48,80,83
-1,73,72,73,71,72,72,50,69,72
-1,80,79,80,79,79,81,52,77,78
-1,76,76,77,78,77,75,65,78,77
-1,72,72,73,72,74,72,71,71,73
-2,74,74,76,76,76,73,74,74,75
1,75,76,75,73,75,77,78,73,76
1,79,78,77,76,77,80,106,76,78
-1,77,77,78,77,78,76,144,79,78
-1,74,75,76,76,77,71,189,74,75
-1,78,77,78,78,77,77,236,77,77
-2,74,73,75,75,75,72,246,73,74
1,76,78,77,77,78,78,247,77,81
1,78,81,80,82,80,79,325,83,80
-1,77,75,76,75,75,76,452,75,74
1,78,77,76,80,75,78,453,82,76
-1,77,78,79,80,80,76,483,81,79
-1,78,77,78,78,78,78,1824,77,77
-1,76,74,75,74,74,74,1831,71,74
2,74,76,74,74,75,75,1896,74,77
-1,72,72,73,74,72,71,1906,74,71
1,77,78,77,79,78,78,1925,79,78
3,75,76,73,72,73,77,2014,73,75
-1,73,74,75,74,75,73,111817,74,74
1,74,77,76,83,74,75,112139,86,75
-1,79,78,79,77,79,78,112172,77,79
1,77,80,79,77,78,76,115845,77,79
1,82,83,82,80,84,83,115995,80,84
1,75,77,76,77,75,75,115996,77,77
1,78,79,78,79,80,77,115997,80,80
-1,77,79,80,82,82,76,115998,83,82
1,83,85,84,83,84,86,116009,84,86
-1,83,83,84,82,83,82,116010,82,83
-1,75,75,76,77,76,75,116014,76,76
-1,78,76,77,78,75,77,116015,78,75
1,79,82,81,84,81,81,116017,84,82
1,84,85,84,86,84,85,116033,86,85
-1,79,79,80,77,81,78,116034,76,80
1,77,78,77,73,78,79,116035,73,80
1,76,77,76,65,76,76,116036,65,78
1,86,86,85,86,81,86,116325,86,82
-1,74,74,75,73,78,73,116336,72,77
-1,74,74,75,73,74,73,116343,73,73
1,77,82,81,84,81,78,131681,84,83
1,82,84,83,86,83,83,131682,87,83
