homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
14,5,19,3,12,7,40,0,0,0,0,0,1,1,0,22000,10,5,0,18,269,10,5,0,31,0,3,0,2,0,4,0,1,53
13,9,10,10,12,23,13,0,0,0,0,0,1,1,10,1010,5,3,1,18,270,4,2,0,19,0,4,0,2,0,5,2,2,33
7,3,15,1,21,11,66,0,0,0,0,0,1,1,0,10222,0,6,2,18,271,0,6,0,40,0,2,0,0,1,0,3,1,76
18,8,17,6,15,19,73,0,0,0,0,0,1,1,10,21122,8,4,3,18,272,5,3,0,26,0,3,0,0,0,3,3,2,60
12,1,13,5,17,14,40,0,0,0,0,1,1,1,0,20200,8,3,4,18,819,10,5,0,28,0,2,0,2,0,4,0,4,40
13,11,13,12,7,22,40,0,0,0,0,0,1,1,3,2002,4,3,5,18,822,4,0,0,13,0,4,0,0,0,7,2,2,26
18,4,20,7,11,11,73,0,0,0,0,0,1,1,10,22211,3,4,6,18,1443,3,3,0,24,0,4,0,1,0,4,2,1,50
10,12,16,4,14,15,86,0,0,0,0,0,1,1,0,22212,10,5,7,18,1447,3,3,0,29,0,2,0,0,0,3,3,2,63
13,7,32,2,16,8,53,0,0,0,0,0,1,1,0,12021,10,6,8,18,1516,10,4,0,36,0,0,1,1,0,2,3,3,70
12,6,8,9,9,12,13,0,0,0,0,0,1,1,10,110,5,3,9,18,1786,8,2,0,19,0,4,0,2,0,5,2,2,30
10,2,17,8,12,22,40,0,0,0,0,0,1,1,10,202,3,5,10,18,1788,8,3,0,24,0,4,0,0,0,6,0,0,40
20,13,8,11,14,24,20,0,0,0,0,0,1,1,8,20,4,2,11,18,15006,5,2,0,14,0,6,0,2,0,6,1,1,10
10,11,18,4,12,18,13,0,0,0,0,0,4,4,0,10010,10,7,12,23,229,10,3,0,36,0,2,0,2,0,5,3,3,46
15,3,19,9,9,9,46,0,0,0,0,1,4,4,0,12002,3,5,13,23,230,8,3,0,30,0,4,0,0,0,5,3,3,63
15,4,23,3,19,14,60,0,0,0,0,0,4,4,0,22020,10,8,14,23,231,10,6,0,44,0,2,0,2,0,5,1,1,50
16,6,12,8,8,13,40,0,0,0,0,0,4,4,0,20002,8,4,15,23,232,8,5,0,30,0,5,0,0,0,6,0,3,43
19,1,8,16,10,17,33,0,0,0,0,0,4,4,10,1210,4,1,16,23,537,4,2,0,17,0,7,0,2,0,5,4,4,43
10,9,14,6,15,16,86,0,0,0,0,0,4,4,0,12222,10,4,17,23,670,3,5,0,33,0,2,0,0,0,6,1,5,60
17,1,15,10,16,18,33,0,0,0,0,0,4,4,0,10012,3,3,18,23,673,3,4,0,29,0,4,0,0,0,4,4,4,33
12,5,21,5,16,20,66,0,0,0,0,0,4,4,0,2221,10,6,19,23,674,10,3,0,33,0,3,0,1,0,5,4,2,43
13,12,17,2,16,13,80,0,0,0,0,0,4,4,0,22220,10,8,20,23,680,10,6,0,45,0,3,0,2,0,3,2,1,80
9,7,14,11,16,24,46,0,0,0,0,0,4,4,0,20012,3,5,21,23,681,3,2,0,28,0,4,0,0,0,5,5,2,43
26,8,17,15,11,9,53,0,0,0,0,0,4,4,10,21210,4,1,22,23,1750,4,3,0,21,0,7,0,2,0,3,5,4,30
2,2,24,1,14,10,73,0,0,0,0,0,4,4,0,21212,0,10,23,23,2014,0,4,0,49,0,0,1,0,0,2,6,1,56
14,1,15,12,16,21,20,0,0,0,0,0,4,4,10,200,3,4,24,23,15005,3,2,0,26,0,4,0,2,0,5,5,3,26
15,10,14,14,7,17,20,0,0,0,0,0,4,4,10,1011,5,2,25,23,100087,5,3,0,22,0,5,0,1,0,6,2,5,33
12,13,12,7,16,14,20,0,0,0,0,0,4,4,0,1011,8,3,26,23,110724,10,5,0,33,0,2,0,1,0,4,3,6,43
9,1,7,13,13,17,33,0,0,0,0,0,4,4,10,1201,5,3,27,23,132231,5,2,0,24,0,4,0,1,0,5,4,5,23
9,3,19,4,22,19,60,0,0,0,0,0,10,10,0,12121,10,7,28,21,245,10,3,0,38,0,2,0,1,0,1,6,2,60
18,1,29,2,22,14,33,0,0,0,0,1,10,10,0,11020,10,7,29,21,246,10,5,0,39,0,3,0,2,0,3,2,1,36
16,2,36,1,28,9,86,0,0,0,0,0,10,10,0,22212,0,8,30,21,247,0,10,0,56,0,1,0,0,1,0,0,2,93
15,13,17,11,14,21,46,0,0,0,0,0,10,10,0,21020,3,5,31,21,634,3,2,0,25,0,3,0,2,0,7,2,2,40
14,14,17,15,5,22,26,0,0,0,0,0,10,10,0,201,3,4,32,21,645,3,0,0,18,0,3,0,1,0,8,2,4,26
10,7,18,12,12,17,13,0,0,0,0,0,10,10,0,10001,3,5,33,20,1903,3,1,0,24,0,3,0,1,0,5,4,2,36
16,18,14,17,9,18,20,0,0,0,0,0,10,10,10,1011,4,3,34,21,1904,4,0,0,16,0,5,0,1,0,6,4,3,13
19,4,21,6,15,16,46,0,0,0,0,0,10,10,0,20120,8,4,35,21,1906,8,5,0,32,0,2,0,2,0,5,1,4,26
11,5,13,7,18,13,46,0,0,0,0,0,10,10,0,11211,8,4,36,21,1908,8,3,0,31,0,2,0,1,0,2,6,4,53
13,12,25,3,27,21,73,0,0,0,0,0,10,10,0,11222,10,6,37,20,1910,10,5,0,38,0,1,0,0,0,3,3,2,76
19,8,18,10,14,12,53,0,0,0,0,0,10,10,0,22101,3,3,38,20,1913,3,3,0,25,0,3,0,1,0,4,2,5,40
13,17,14,9,16,30,46,0,0,0,0,0,10,10,0,1202,3,6,39,21,1914,3,1,0,26,0,3,0,0,0,6,4,1,56
9,12,15,8,13,17,33,0,0,0,0,0,10,10,0,11200,8,4,40,21,1915,8,5,0,31,0,3,0,2,0,5,1,3,40
14,15,12,13,10,23,26,0,0,0,0,0,10,10,0,1111,3,4,41,21,1971,3,2,0,23,0,5,0,1,0,5,3,2,43
12,11,15,14,16,22,26,0,0,0,0,0,10,10,0,1111,3,3,42,20,100632,3,1,0,22,0,1,0,1,0,5,5,5,30
24,16,20,16,10,29,20,0,0,0,0,0,10,10,0,2,5,4,43,21,100634,4,1,0,17,0,5,0,0,0,9,1,1,36
23,19,17,18,8,14,26,0,0,0,0,0,10,10,10,20100,4,1,44,21,100638,5,2,0,16,0,6,0,2,0,5,3,4,26
18,6,13,5,14,16,100,0,0,0,0,0,10,10,0,22222,8,5,45,21,100646,8,6,0,35,0,4,0,0,0,4,0,2,63
8,2,28,1,18,9,53,0,0,0,0,0,13,13,0,21102,0,9,46,24,1,0,7,0,53,0,1,0,0,0,2,3,2,66
10,7,18,3,17,16,46,0,0,0,0,0,13,13,0,21020,1,8,47,24,2,1,6,0,46,0,3,0,2,0,3,3,1,63
13,12,20,5,22,14,66,0,0,0,0,0,13,13,0,10222,2,6,48,24,5,2,5,0,40,0,3,0,0,0,3,4,3,53
16,17,15,10,11,11,40,0,0,0,0,0,13,13,0,1211,3,4,49,24,7,3,5,0,34,0,4,0,1,0,4,3,4,43
17,18,19,16,12,25,33,0,0,0,0,1,13,14,0,10210,5,5,50,24,8,5,1,0,26,0,3,0,2,0,7,4,4,40
12,5,20,6,19,21,40,0,0,0,0,1,13,13,0,11102,3,7,51,24,9,3,4,0,39,0,2,0,0,0,5,3,3,56
8,1,29,2,20,15,40,0,0,0,0,0,13,13,0,11021,1,9,52,24,10,1,5,0,47,0,1,0,1,0,4,3,2,63
15,3,23,4,21,21,73,0,0,0,0,0,13,13,0,11222,1,7,53,24,11,1,4,0,41,0,2,0,0,0,3,5,3,63
17,4,22,11,11,16,46,0,0,0,0,0,13,13,0,22100,3,7,54,24,13,3,2,0,33,0,3,0,2,0,6,4,2,46
18,16,13,17,11,17,53,0,0,0,0,0,13,13,0,2121,5,3,55,24,14,5,4,0,26,0,6,0,1,0,6,2,3,36
16,8,15,14,20,17,20,0,0,0,0,0,13,13,0,10011,3,2,56,24,18,3,5,0,29,0,6,0,1,0,3,4,4,33
26,14,16,18,13,22,40,0,0,0,0,0,13,13,0,220,4,3,57,24,19,4,2,0,20,0,8,0,2,0,6,4,1,26
9,6,21,8,6,17,46,0,0,0,0,0,13,14,0,10202,3,7,58,24,106,3,2,0,36,0,0,1,0,0,6,4,5,43
25,13,10,20,5,20,33,0,0,0,0,0,13,13,1,21100,4,1,59,24,110,4,0,0,8,0,9,0,2,0,9,3,2,20
14,10,21,9,13,21,46,0,0,0,0,0,13,13,0,12020,3,7,60,24,144,3,3,0,34,0,3,0,2,0,7,2,2,56
17,1,12,19,13,30,20,0,0,0,0,0,13,14,0,1110,4,2,61,24,1796,4,1,0,15,0,6,0,2,0,9,2,4,16
15,11,11,15,14,14,13,0,0,0,0,0,13,13,0,1001,5,2,62,24,1799,5,5,0,29,0,4,0,1,0,5,2,6,20
13,6,20,13,14,19,40,0,0,0,0,0,13,13,0,21101,3,5,63,24,1808,3,2,0,31,0,1,0,1,0,6,4,6,30
12,9,23,7,13,20,60,0,0,0,0,0,13,13,0,22002,3,7,64,24,1925,3,4,0,36,0,2,0,0,0,8,0,3,56
13,15,19,12,21,30,66,0,0,0,0,0,13,13,0,2122,3,6,65,24,1943,3,2,0,33,0,2,0,0,0,5,5,4,46
22,7,15,21,12,16,26,0,0,0,0,0,14,14,6,102,5,3,66,30,3,4,5,0,32,0,8,0,0,0,6,3,5,33
11,4,25,2,22,18,100,0,0,0,0,0,14,14,6,22222,6,10,67,30,12,6,7,0,58,0,2,0,0,0,4,4,3,63
21,20,28,11,14,22,53,0,0,0,0,0,14,14,6,21102,3,8,68,30,15,3,4,0,43,0,5,0,0,0,6,5,2,40
13,20,19,14,24,28,46,0,0,0,0,0,14,13,6,212,3,6,69,30,17,3,4,0,40,0,3,0,0,0,7,5,5,33
14,17,28,13,13,24,73,0,0,0,0,1,14,60,6,21212,3,7,70,30,88,3,4,0,42,0,1,0,0,0,9,3,6,46
14,10,15,18,14,24,46,0,0,0,0,0,14,60,6,20021,5,6,71,29,89,5,3,0,35,0,4,0,1,0,8,5,3,40
21,7,18,7,26,16,66,0,0,0,0,0,14,14,6,2212,8,4,72,30,91,8,8,0,45,0,5,0,0,0,4,3,6,60
12,2,30,4,19,16,66,0,0,0,0,0,14,13,6,22201,7,10,73,29,94,7,4,0,51,0,1,0,1,0,5,4,5,66
19,19,20,17,20,26,26,0,0,0,0,0,14,13,6,20100,5,6,74,30,95,3,4,0,38,0,5,0,2,0,7,4,4,33
18,8,22,5,15,18,66,0,0,0,0,0,14,14,6,22021,7,9,75,30,97,7,5,0,50,0,4,0,1,0,4,5,3,50
19,9,18,22,14,28,6,0,0,0,0,0,14,14,6,10,4,6,76,30,109,5,3,0,32,0,4,0,2,0,12,1,4,23
15,8,18,20,9,22,60,0,0,0,0,0,14,14,6,21121,5,6,77,28,1790,5,2,0,33,0,5,0,1,0,6,5,4,56
20,13,14,19,23,22,60,0,0,0,0,0,14,14,6,2220,5,4,78,30,1792,5,5,0,33,0,9,0,2,0,6,5,1,63
15,2,24,15,19,28,46,0,0,0,0,0,14,14,6,212,3,7,79,30,1794,5,5,0,39,0,5,0,0,0,10,1,2,53
17,11,24,8,15,18,20,0,0,0,0,0,14,14,6,1101,8,8,80,30,1795,3,3,0,44,0,3,0,1,0,5,6,5,53
11,5,31,1,32,24,40,0,0,0,0,0,14,14,6,2200,6,11,81,30,1800,6,6,0,58,0,1,0,2,0,5,5,2,46
16,12,19,9,18,18,26,0,0,0,0,0,14,14,6,20001,3,6,82,30,1801,8,5,0,44,0,4,0,1,0,4,6,5,40
14,16,19,12,15,14,33,0,0,0,0,0,14,14,6,21010,3,6,83,30,1806,3,6,0,42,0,6,0,2,0,6,3,3,40
33,3,7,24,11,25,0,0,0,0,0,0,14,14,3,0,4,0,84,30,1807,4,1,0,0,0,12,0,2,0,9,4,4,6
20,14,25,10,15,16,26,0,0,0,0,0,14,14,6,1020,3,7,85,30,1919,3,5,0,43,0,6,0,2,0,5,4,3,43
22,23,26,6,18,15,66,0,0,0,0,0,14,60,6,20122,7,6,86,30,1947,7,6,0,47,0,3,0,0,0,4,5,6,66
19,19,13,23,15,22,33,0,0,0,0,0,14,14,6,11200,4,3,87,30,1951,4,3,0,27,0,6,0,2,0,9,3,6,26
20,15,21,3,27,20,86,0,0,0,0,0,14,14,6,22221,7,8,88,30,1952,7,8,0,54,0,4,0,1,0,4,3,3,76
18,10,20,16,14,19,46,0,0,0,0,0,14,14,6,1202,3,7,89,30,1960,3,4,0,39,0,4,0,0,0,9,2,4,53
12,17,10,17,4,17,6,0,0,0,0,0,16,16,0,1,4,3,90,20,57,4,0,0,13,0,6,0,1,0,7,3,1,20
4,2,18,2,16,12,80,0,0,0,0,0,16,16,0,22202,1,9,91,20,64,1,6,0,46,0,1,0,0,0,3,1,0,90
12,5,17,5,17,18,20,0,0,0,0,0,16,16,0,20000,2,6,92,20,65,2,4,0,32,0,3,0,2,0,5,1,1,50
7,7,17,4,16,13,100,0,0,0,0,0,16,16,0,22222,2,8,93,20,66,2,4,0,39,0,2,0,0,0,3,3,0,66
15,2,9,18,12,31,6,0,0,0,0,0,16,17,0,1000,4,2,94,20,68,4,1,0,12,0,5,0,2,0,9,1,2,23
18,6,22,10,10,15,26,0,0,0,0,0,16,16,0,12,3,6,95,20,69,3,2,0,27,0,4,0,0,0,5,2,1,23
21,16,10,16,9,15,20,0,0,0,0,0,16,16,0,2000,5,1,96,20,71,5,2,0,14,0,7,0,2,0,5,3,2,16
14,9,14,13,13,24,33,0,0,0,0,0,16,16,0,1021,3,4,97,20,72,3,2,0,22,0,3,0,1,0,7,1,3,16
4,1,22,1,21,12,100,0,0,0,0,1,16,16,0,22222,0,8,98,20,73,0,7,0,48,0,0,1,0,0,2,2,1,90
11,4,19,6,11,20,46,0,0,0,0,0,16,16,0,22100,3,5,99,20,74,3,3,0,31,0,2,0,2,0,3,4,3,63
7,15,17,7,16,18,53,0,0,0,0,0,16,16,0,11220,3,6,100,20,76,3,3,0,30,0,3,0,2,0,5,2,1,36
16,10,20,9,7,15,73,0,0,0,0,0,16,16,0,11222,3,5,101,20,217,3,2,0,28,0,1,0,0,0,5,3,4,63
11,3,27,3,19,11,66,0,0,0,0,0,16,16,0,20221,1,7,102,20,219,1,5,0,39,0,1,0,1,0,4,1,2,66
13,14,14,12,12,20,26,0,0,0,0,0,16,16,0,2001,3,4,103,20,378,3,2,0,23,0,3,0,1,0,6,2,3,46
12,20,15,11,6,13,46,0,0,0,0,0,16,16,0,20012,3,5,104,20,1530,3,2,0,26,0,3,0,0,0,5,3,2,53
9,1,11,15,5,16,33,0,0,0,0,1,16,17,0,2110,5,3,105,20,1738,5,1,0,20,0,2,0,2,0,6,3,5,26
15,13,19,8,12,8,66,0,0,0,0,0,16,16,0,20221,3,4,106,20,1809,3,4,0,30,0,3,0,1,0,3,2,4,53
17,7,14,14,12,17,33,0,0,0,0,0,16,17,0,211,5,2,107,20,111817,5,3,0,21,0,4,0,1,0,5,2,4,33
