ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
-56,5,26,0,40,0,4,71,0,0,31,18,-100,20,44,9,24,-34,-81,64,-14,17,-70,1,-87,9,39,-6,-100,5,-83,0,41,-20,-3,-12,-7,100,-56,28,40,-22,-69,-19,14,32,-59,69,41,9,-70,-14,9,-11,57,12,42,0,-17,-4,-100,-100,-100,2,-40,100,9,1,22,22,11,-63,-10,15,-60,24,37,21,77,33,-1,42,37,-41,61,-1,-100,21,-35,-1,-31,-17,18,21,54,62,25,26,-28,-100,-100,18,100,-100,-67,-100,57,22,100,22,31,51,29,-100,51,0,16,0,57,7,-16,-33,-20,31,-46,-37,83,0,-12,27,-71,59,-89,51,27,45,0,-33,97,44,-47,27,-40,-28,-16,92,100,0,-12,15,-18,14,23,79,17,2,36,66,7,100,-65,100,30,-98,79,14,-29,15,65,-100,-26,100,100,-1,25,0,83,-100,-100,-100,-65,-54,47,5,70193
6,22,-6,-44,-27,-34,37,20,10,9,56,41,35,-8,30,26,-36,22,-17,25,16,42,72,39,20,-13,11,-38,-73,4,-36,31,-4,29,-25,25,17,13,-18,-6,-100,12,-12,73,1,46,-27,13,28,8,-19,18,29,-86,-22,-9,-28,-31,30,8,-16,-23,-23,32,-7,58,-38,16,66,45,55,8,-1,18,-39,16,-2,5,-9,-21,23,64,-5,22,27,19,50,15,26,1,-8,38,-19,48,46,22,-10,-2,-48,13,-51,1,-76,-41,-26,26,7,22,35,55,41,43,0,-29,7,-16,-37,21,16,27,-91,18,10,21,27,-3,68,-45,86,-13,-6,-11,-31,33,-12,17,-17,23,5,34,-8,28,24,-7,86,-18,100,9,25,46,23,-49,27,30,33,27,-2,37,24,63,-17,-74,34,27,33,-51,19,32,100,-33,-27,58,2,-17,71,21,3,47,-39,48,12,-32,58,-16,70198
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70437
22,72,12,-11,-14,8,-64,-4,15,5,56,26,42,-3,70,3,-44,6,41,7,2,60,81,39,34,-15,15,-57,-15,-55,6,29,-4,-63,35,38,-41,58,11,33,-1,-53,13,2,35,31,21,19,64,-44,23,27,23,-51,-36,-72,-11,6,17,-6,18,-62,9,57,3,80,-60,17,35,42,76,52,-55,-11,52,38,-6,-20,66,-8,-6,55,-43,62,60,-3,43,-16,11,1,0,-42,-20,52,-22,56,13,-59,42,6,14,8,-64,17,9,0,-61,0,93,-26,-48,51,18,9,16,-19,-18,28,-40,-51,-56,18,7,-5,5,-11,0,-11,62,16,-76,-12,20,48,16,-5,-17,9,18,41,-5,1,6,26,64,-76,30,4,7,33,2,32,33,49,-81,38,-71,64,-51,-5,4,-60,-42,35,8,42,1,66,32,2,-33,83,18,-20,12,28,-53,43,-3,41,49,6,52,22,70971
-36,77,62,-5,-52,-2,100,46,52,81,45,100,94,25,55,11,-51,20,65,36,-27,56,85,29,-24,-7,-3,-34,-69,-29,-3,58,-16,-91,100,17,-34,-8,-23,-9,-79,76,-15,37,-17,2,72,-25,14,-28,26,11,54,-87,-47,12,-62,0,49,-10,24,-40,-42,100,-5,82,-30,-24,10,21,88,-35,72,40,10,40,26,-12,77,-54,-1,88,-22,69,-8,6,82,-56,44,52,-50,-58,14,49,-9,-22,7,-60,-1,100,-2,41,17,-7,47,100,-39,-22,90,-3,-34,42,6,-2,9,15,-2,-41,-46,15,-84,-2,-36,60,-19,52,22,-3,38,36,-29,4,-35,-11,-11,14,-13,-39,-7,-22,-52,60,17,16,36,-65,27,82,-24,70,41,69,31,-21,97,24,-66,44,-42,15,-11,12,-69,-20,49,86,-30,27,26,1,-87,93,-6,-17,45,-41,-21,95,-47,84,-23,-5,100,100,71306
-6,75,52,-16,-13,10,-50,47,-19,45,-31,43,52,-38,36,5,7,1,-12,-18,-16,30,67,58,36,-5,24,-28,-40,-31,-58,44,34,-19,1,21,0,7,60,-27,18,-2,57,69,-26,19,-8,27,88,-27,-9,95,34,-81,-22,-24,-18,9,-2,-8,-19,-19,-29,86,9,62,-27,29,33,55,70,12,-7,46,65,-31,-3,8,76,-15,-10,54,12,28,-26,-10,3,-42,-5,-15,33,-10,-4,16,-29,-10,-27,-28,65,43,-33,-58,20,-20,1,36,-56,-46,71,-20,-49,51,-29,-28,32,2,4,-12,-17,-19,-81,98,-2,9,35,-6,36,-16,67,52,-22,-24,-30,44,-24,8,-38,-16,37,43,30,14,5,25,65,0,66,45,51,73,-16,0,3,9,-52,24,-33,38,0,45,-34,26,-3,38,-16,-1,-18,84,74,-26,-88,69,33,-41,74,-10,-58,58,27,4,11,-37,100,-3,71781
-8,-9,86,-14,6,-3,-16,56,-14,41,61,79,17,26,15,11,19,-36,-83,-1,-31,44,65,75,20,-25,53,-8,-40,-52,-27,54,-11,-21,9,19,-21,0,14,34,-38,-17,21,91,28,41,-75,15,74,-45,-4,77,46,-92,6,39,0,-2,43,-6,-7,-1,-81,75,22,94,-7,17,37,76,59,-5,-25,45,-26,31,-44,24,-20,12,4,81,36,18,27,8,25,-2,37,-16,4,-33,35,40,16,25,29,-29,-35,47,-27,8,-6,-45,9,57,-80,-20,97,22,-4,42,-27,-18,66,32,-12,-11,16,37,-95,70,15,42,52,-10,16,-16,73,43,17,18,-78,34,-26,24,-11,14,30,33,6,43,13,38,73,-19,28,42,51,84,-10,11,30,-14,-22,22,-36,48,-29,3,-20,-3,-38,25,7,18,-31,78,41,-16,-57,91,29,-17,96,-10,-73,14,-25,24,-2,-14,75,11,72054
19,-19,70,-28,-23,-2,-11,-9,21,46,-65,45,75,1,72,19,3,-62,15,-12,-2,69,36,38,14,21,-13,-16,-73,-71,-11,25,19,30,-47,22,51,69,-11,18,-84,-39,-12,100,16,77,12,26,72,-64,-2,60,21,-90,57,80,22,-1,32,-16,-5,-32,-13,49,-31,58,-14,23,83,42,42,25,-46,-11,-32,-54,-59,-22,-37,-24,-8,52,-3,73,18,-6,20,13,33,19,11,25,24,62,46,16,8,15,-36,4,-93,-65,-2,-98,-1,7,-23,-1,100,51,-64,13,12,-7,-7,13,16,13,57,93,-93,64,-85,47,-13,-7,45,-27,63,-43,-34,4,-13,49,13,32,30,-78,17,48,11,52,26,-37,62,-67,36,47,-8,39,0,-2,41,74,-13,24,13,10,52,40,0,-6,25,12,-13,-4,-1,69,48,-5,-38,100,17,19,100,13,-18,67,12,22,23,0,45,-55,72108
37,17,12,-27,-37,-31,-20,-20,1,5,59,56,22,-2,55,21,-31,-71,-8,-15,3,42,34,48,3,-11,-8,-42,-28,34,-46,24,41,30,-18,28,-32,50,-20,-21,-57,-16,-18,51,-29,0,-9,0,65,37,-8,42,26,-60,-16,-37,-16,-32,22,0,-10,-100,29,-11,-48,69,-39,-1,-3,42,32,0,-17,-25,-64,29,-72,-38,15,-41,3,69,-35,40,14,6,29,-34,20,-4,-4,28,-8,45,52,22,-3,-11,-71,7,-93,14,-27,-93,-22,10,16,20,97,50,47,4,18,-10,-4,-13,-14,30,-16,-28,-56,45,-27,39,0,16,36,-23,77,-45,-87,39,31,41,-22,3,-50,-38,8,40,-11,42,28,-35,78,-39,-59,5,2,58,22,14,24,51,3,27,-13,-2,-27,37,-15,-25,25,3,-11,15,2,65,-42,-13,-24,100,8,-50,54,29,12,24,0,29,-3,-9,-1,-25,72599
13,81,36,-16,36,17,97,71,25,64,48,63,16,-49,46,-6,-5,38,80,20,-75,23,75,28,-29,95,75,0,-20,-83,22,34,11,-68,73,44,2,65,-8,79,-86,-46,-1,45,80,-9,69,-57,22,-69,-25,-5,35,-49,33,-11,-25,16,80,-10,-25,-92,4,-10,-37,52,-2,-62,-7,25,72,26,-50,58,42,23,34,-38,87,36,-4,46,-13,48,35,-22,63,-49,73,25,-1,-92,11,22,-36,47,-45,-25,38,6,-81,-9,-16,-75,-16,8,89,50,75,-42,-39,36,2,20,65,19,86,-21,35,5,-45,-15,-79,4,58,49,-43,-15,15,-38,-97,0,5,27,-29,-11,30,-81,5,24,-9,8,0,-38,15,5,11,64,52,86,38,63,49,69,86,42,-31,41,-1,-42,-17,-14,-91,-28,25,65,-71,26,8,13,-8,77,3,28,55,-20,84,19,-67,66,29,-6,-5,67,73139
