bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-24,-63,45,49,8,8,0,-8,-18,2,-20,100,0,25,0,-37,6,4,0,79,35,-2,0,-99,0,100,-12,7,-34,0,0,0,3,0,6,68,0,-66,0,0,-34,0,0,2,0,0,0,52,39,-14,100,0,93,0,0,-31,48,0,0,-7,100,100,2,0,12,-23,0,-3,0,-43,0,48,-3,0,-26,23,0,26,0,0,-100,22,0,100,0,0,70,63,0,11,-99,-17,-44,33,56,38,18,0,-4,-28,13,0,-36,-20,62,48,-8,31,-5,-98,0,-3,0,24,0,0,-84,67,0,-2,0,0,0,0,12,-2,-56,76,-1,76,0,-3,0,99,43,-15,-17,-21,16,-13,-97,-57,0,-75,0,3,31,-3,1,-1,67,0,-40,-12,0,-52,33,100,-19,18,0,52,0,0,0,-41,96,46,0,3,-100,84,0,0,0,-1,0,30,-3,-2,61,-69,82,-92,13,-49,64,0,-26,-20,66,-1,0,68,0,0,-11,0,4,-11,0,0,6,2,0,0,24,-30,-24,1,64,-51,0,-38,-7,13,18,2,-15,1,0,80,25,0,0,3,0,25,-93,76,70193,0,100
-14,23,36,-100,13,-7,-33,0,-39,26,-75,71,-12,-27,3,-62,43,11,-48,-5,29,14,32,-42,-34,-1,7,-27,4,-32,3,2,4,-23,35,18,-2,-72,-24,-32,-32,6,-2,-14,31,6,-33,-82,-13,30,-46,3,-1,-4,5,36,26,33,-13,14,21,43,27,17,-44,-52,-33,-28,0,-51,32,54,-18,33,23,-9,3,-13,0,31,-49,-5,-32,79,-24,-24,-13,-5,0,-78,-35,-82,-64,-39,-26,-4,-25,-32,-40,-93,4,4,-48,-88,-7,57,1,-36,-91,-72,2,-16,-3,67,41,0,-47,19,32,72,2,-1,-28,6,-26,45,4,0,21,17,-33,39,0,73,-58,5,-50,9,24,23,3,-37,0,-64,3,-55,-89,-4,2,12,-58,-8,0,-57,3,28,-44,1,54,-5,0,43,-24,1,0,-84,4,-45,0,0,-52,0,-47,28,3,0,54,-9,-1,44,35,20,-52,21,24,-37,-3,-27,-69,-62,-58,-100,0,64,3,-8,-20,32,-64,-1,2,1,-14,44,-25,0,-4,-11,-29,11,58,29,0,0,-61,21,50,-18,-36,50,32,-30,-29,3,10,-3,0,36,-23,3,70198,0,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70437,0,100
26,37,-6,-74,3,-4,-35,-4,-29,18,-3,0,1,51,-6,-74,-38,36,-28,46,26,15,36,-92,-35,-16,43,-44,51,-37,1,-4,-15,-30,24,-12,8,-14,-32,-34,-18,1,-5,7,36,3,-35,-78,0,17,-11,0,0,7,0,36,27,36,27,34,46,0,26,12,-20,-44,-34,-42,0,-26,0,-10,-30,36,40,-65,1,-4,0,37,-29,-61,-35,21,-31,-30,-55,50,-1,-20,24,5,-67,-69,-64,0,-54,-36,-1,-35,-7,1,-24,-7,-57,4,1,55,-14,-17,0,19,5,62,14,0,-64,-9,36,82,0,-1,-26,0,-28,8,-32,-1,15,1,-36,13,9,29,-65,-13,-18,40,-6,-9,-3,-48,0,-55,-46,4,-76,-9,7,8,-28,-16,-10,-9,-3,37,-77,2,13,7,13,2,-32,0,0,-47,24,-23,-6,0,-79,43,-54,30,2,13,69,5,60,-8,0,51,-51,64,-6,-69,-41,7,-47,-34,-41,-84,-5,-1,-1,-4,-27,36,27,33,-5,0,-42,42,-33,8,8,26,5,30,0,19,12,0,-54,-1,66,-7,-57,16,37,-18,-52,-4,5,-1,0,14,17,2,70971,0,100
11,-30,-14,-50,24,39,-19,40,34,67,26,64,12,-27,0,-2,38,-10,46,15,37,-16,22,7,-18,16,-9,-69,-15,-43,2,5,5,-26,58,0,-1,-96,-27,-18,-61,7,1,-35,23,7,-17,-87,-38,26,-55,8,0,-2,3,70,38,22,-78,24,63,64,77,13,17,58,-17,61,0,44,28,-15,15,21,58,-58,7,43,4,22,-52,-46,-18,-56,-27,-26,-51,6,2,-42,54,-17,-21,-79,-24,-1,-7,-19,-40,-62,32,6,-2,-17,-16,80,-9,-18,-18,-26,6,-8,0,100,33,0,-20,1,22,23,6,1,-12,3,-74,19,-24,39,4,40,-19,10,3,-30,46,0,-9,-1,-35,8,-20,-58,0,-11,-26,-19,-71,-12,4,3,10,-1,-32,14,0,-31,46,2,84,-11,3,15,-28,4,0,-97,1,-31,-1,62,-31,0,7,9,4,34,82,-15,29,24,27,-5,-22,57,-43,-4,-35,-16,-90,37,8,-61,3,69,6,-1,0,22,46,-14,-1,6,-29,-1,-28,0,15,-69,-18,-9,69,-18,16,0,-85,31,100,3,-4,28,22,58,7,4,6,-10,3,46,58,5,71306,0,100
12,26,2,-2,7,-11,-29,-20,-10,44,9,24,12,2,-1,-70,-4,-7,20,-46,-6,-33,31,-58,-31,-27,7,-18,-5,-29,3,3,-2,-23,43,-14,1,-55,-24,-28,-52,4,0,-10,31,6,-28,-46,-18,21,-30,4,-6,0,1,31,0,31,-52,43,29,34,51,14,-16,18,-27,-2,0,16,20,15,-24,30,23,-47,3,2,0,31,48,-37,-28,75,-24,-24,-27,-63,2,-22,33,-12,-29,-65,-7,0,-27,-29,-28,-72,-5,3,9,-21,-1,40,21,0,23,33,7,-23,0,73,41,0,-34,-14,31,100,7,2,-23,3,-27,12,26,-13,1,-33,-30,3,3,29,-38,0,0,19,41,-11,33,-9,0,-37,-15,-18,-47,57,2,7,17,5,6,28,0,27,-26,-26,69,10,4,-45,-26,1,0,-67,8,3,-3,63,-58,17,-38,17,2,4,68,12,-10,-10,-44,41,-77,2,33,-83,-16,-21,-13,-13,2,1,0,51,3,-4,21,31,-4,-1,-3,2,-27,12,-25,3,8,-42,-31,-5,-49,-34,20,0,-57,-41,71,3,-39,16,32,0,-27,1,8,-21,1,43,39,-20,71781,0,100
22,-15,42,-86,22,-9,-27,38,-47,22,17,-1,21,23,-2,-70,27,-20,25,33,-8,-33,32,-30,-29,-5,-1,-60,24,-29,7,5,4,-23,59,-6,-2,-96,-25,-27,-38,4,3,-41,31,6,-28,-38,-33,6,-74,5,-1,-2,1,16,5,33,-30,42,44,11,33,1,4,56,-27,-27,0,55,44,53,3,32,17,-47,1,-8,4,32,44,-45,-27,58,-26,-24,0,54,3,16,48,-11,-3,-62,-7,-1,-13,-28,-56,-39,16,5,-67,-21,5,60,-6,26,-55,47,8,-13,-4,70,47,0,-35,-2,31,7,5,2,-33,3,-58,39,22,-16,17,-17,-29,30,-1,51,-64,-2,-18,52,-14,3,9,-35,0,-45,-13,-75,-43,16,2,2,0,-16,10,-34,-1,-12,-61,-18,99,18,0,-18,-25,2,0,-98,16,-10,-2,0,-24,20,-47,23,5,-8,94,18,16,20,-14,63,-77,46,-22,-54,14,2,-39,-59,-28,-81,3,64,4,-3,-38,31,89,-11,-1,3,-19,6,-26,0,10,-27,0,-22,16,-31,6,0,-62,30,66,-1,-52,61,32,89,-2,4,7,-19,2,58,49,-16,72054,0,100
-48,42,43,-55,-4,-18,-29,-13,18,47,-41,0,67,0,-2,-44,-5,-10,9,12,47,-1,29,-49,-28,-14,1,-72,-52,-29,2,5,-2,-25,50,-7,-4,-34,-27,-28,-9,2,1,-52,30,3,-28,-37,-53,45,-59,4,-8,-2,0,55,53,29,-32,37,18,-2,47,22,-51,-40,-28,-46,0,-47,25,49,-22,31,52,-37,3,-11,3,30,-51,-39,-29,63,-27,-25,9,20,1,-18,-19,0,-71,11,-45,-3,-8,-29,-43,-90,46,4,-53,-7,-35,55,-1,33,-18,-48,5,-11,-2,-3,51,0,-13,-7,31,67,2,0,-27,1,-82,64,-16,-25,-24,-28,-29,65,0,56,-71,-2,-57,63,-17,-21,21,-25,0,-15,5,-8,-44,-14,9,4,-42,-7,13,1,-1,40,-74,-18,90,2,2,-34,-27,1,0,-20,6,-28,-4,0,-51,10,-41,7,4,21,53,3,-8,-30,-25,71,-38,17,-19,-32,13,-29,-73,21,-46,-59,1,53,2,-5,-30,31,26,-9,-5,3,0,5,-27,-1,1,-29,-24,-11,-82,-1,-5,0,-67,-28,6,20,-41,53,31,19,-9,6,6,-8,1,46,-14,-19,72108,0,100
-10,36,19,-47,-5,-1,-26,4,35,27,-39,19,1,31,0,-50,17,10,10,33,10,12,27,-18,-27,-34,30,-41,-17,-37,-1,0,-7,-24,32,-3,0,-31,-25,-28,-46,3,-1,-49,27,3,-27,-31,-46,0,10,2,-11,0,3,0,14,27,-35,32,45,25,24,24,-32,-32,-26,-57,0,-34,11,31,-11,28,7,-39,2,1,0,28,-50,-34,-29,45,-27,-24,-6,35,0,-28,-28,0,-61,-23,-63,-3,-15,-27,-18,-84,26,2,-54,-2,-54,55,-10,26,-16,-42,1,-8,1,12,65,0,-9,-4,27,6,3,-2,-29,6,-42,83,30,-1,-47,-5,-28,86,4,88,-27,-5,-59,46,-6,-11,-7,-46,0,-11,-35,-29,-29,-25,8,0,-15,-9,-7,-25,0,33,-28,1,61,9,7,20,-26,1,0,-49,-25,-29,0,66,-24,-33,-35,15,1,40,72,9,41,-15,21,47,-45,26,-11,-46,-3,-46,-73,45,-27,-43,-1,56,2,-7,-61,28,-13,31,0,1,-35,6,-26,1,1,-31,-45,9,-13,15,5,0,12,2,10,26,-37,65,28,-13,-16,0,5,16,-1,36,-33,-3,72599,0,100
-40,-10,51,-13,14,-3,-35,65,45,71,17,-71,19,19,-5,1,3,-48,81,96,-20,50,40,-77,-36,-8,22,51,-25,-46,1,12,-13,-36,82,49,2,1,-40,-35,2,6,1,-6,38,8,-34,-38,-7,7,-41,4,-16,-1,0,-73,-30,39,-1,68,35,-67,71,-3,7,69,-33,-16,0,75,0,47,-19,39,-42,-25,7,-14,4,38,-35,-22,-35,-34,-37,-37,39,92,2,-40,56,-1,-6,-50,-89,0,-55,-36,-54,-100,17,7,-69,4,-81,22,-2,39,34,-40,5,-39,0,-19,0,0,-73,42,39,38,3,1,-56,-2,61,-65,-33,15,42,14,-35,-54,3,-46,-26,5,-66,-32,-25,-19,11,-61,0,-80,6,-10,-27,98,1,-21,-82,-31,10,-25,-4,-8,-6,-91,79,50,5,-48,-39,5,0,-3,-19,-89,-6,56,-75,-16,58,-29,6,-10,94,52,100,-26,-50,-42,-72,30,-28,2,38,-40,-6,60,-90,-14,0,39,2,-3,-78,39,15,14,-5,4,-1,-42,-41,3,7,1,-39,-48,-56,50,-3,0,-80,58,-17,-58,45,21,38,11,-55,13,2,23,2,86,57,-84,73139,0,100
