homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
7,5,8,4,3,2,60,0,0,0,0,0,1,1,0,22002,10,3,0,8,269,10,2,0,15,0,2,0,0,0,1,0,0,62
7,9,6,10,5,10,60,0,0,0,0,0,1,1,0,22002,5,2,1,8,270,3,1,0,9,0,2,0,0,0,3,0,0,37
3,3,6,1,11,5,100,0,0,0,0,0,1,1,0,22222,0,2,2,8,271,5,3,0,17,0,1,0,0,1,0,1,1,70
10,8,8,11,5,10,26,0,0,0,0,0,1,1,0,20100,4,2,3,8,272,8,0,0,8,0,2,0,2,0,2,2,0,33
4,1,5,2,14,6,46,0,0,0,0,1,1,1,0,2120,10,1,4,8,819,0,4,0,16,0,1,0,2,0,1,0,1,66
5,11,6,12,2,6,6,0,0,0,0,0,1,1,0,1,4,1,5,8,822,5,0,0,5,0,2,0,1,0,3,1,1,20
8,4,6,9,5,5,40,0,0,0,0,0,1,1,0,20020,5,1,6,8,1443,3,2,0,9,0,3,0,2,0,2,0,0,37
4,12,6,7,6,10,40,0,0,0,0,0,1,1,0,220,3,2,7,8,1447,4,1,0,10,0,1,0,2,0,3,0,1,41
10,7,16,3,5,2,66,0,0,0,0,0,1,1,0,12220,10,2,8,8,1516,10,2,0,15,0,0,1,2,0,1,1,2,62
7,6,2,8,6,6,20,0,0,0,0,0,1,1,0,2,3,1,9,8,1786,8,2,0,10,0,2,0,0,0,2,1,0,41
4,2,3,5,9,10,60,0,0,0,0,0,1,1,0,222,8,2,10,8,1788,4,2,0,12,0,2,0,0,0,2,0,0,50
8,13,7,6,6,7,53,0,0,0,0,0,1,1,0,12201,8,2,11,8,15006,10,1,0,11,0,2,0,1,0,1,1,1,45
6,11,8,4,4,2,46,0,0,0,0,0,4,4,0,20201,10,1,12,6,229,10,2,0,10,0,1,0,1,0,1,0,1,55
5,3,7,8,2,4,46,0,0,0,0,1,4,4,0,21200,3,2,13,7,230,10,0,0,9,0,1,0,2,0,1,2,1,42
1,4,4,5,3,4,46,0,0,0,0,0,4,4,0,2210,10,2,14,6,231,10,1,0,10,0,0,1,2,0,2,1,0,55
6,6,4,12,2,4,26,0,0,0,0,0,4,4,0,20001,3,1,15,7,232,8,1,0,8,0,1,0,1,0,2,0,2,38
4,1,0,16,2,6,0,0,1,0,0,0,4,4,0,0,4,0,16,7,537,4,0,0,2,0,3,0,2,0,2,1,1,9
3,9,5,7,5,5,53,0,0,0,0,0,4,4,0,10122,8,1,17,6,670,4,1,0,9,0,0,1,0,0,1,1,2,50
3,1,4,10,5,6,53,0,0,0,0,0,4,4,0,10221,8,1,18,6,673,3,1,0,8,0,0,1,1,0,2,1,1,44
4,5,4,11,4,5,53,0,0,0,0,0,4,4,0,20112,3,1,19,6,674,3,1,0,8,0,1,0,0,0,1,1,1,44
5,12,7,2,4,2,66,0,0,0,0,0,4,4,0,22210,10,3,20,7,680,0,1,0,14,0,1,0,2,1,0,2,0,66
2,7,5,6,6,9,60,0,0,0,0,0,4,4,0,20022,10,2,21,6,681,5,1,0,9,0,1,0,0,0,2,0,0,50
7,8,7,9,3,2,46,0,0,0,0,0,4,4,0,2210,3,1,22,7,1750,8,1,0,8,0,2,0,2,0,1,1,1,38
0,2,10,1,5,3,86,0,0,0,1,0,4,4,0,22122,0,3,23,7,2014,10,2,0,17,0,0,1,0,1,0,2,0,80
4,1,3,13,6,8,40,0,0,0,0,0,4,4,0,20002,5,1,24,7,15005,3,1,0,7,0,2,0,0,0,2,0,1,33
