overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
3,85,82,2,221697
-1,84,85,5,239231
-1,81,82,5,252042
2,88,86,5,257534
1,90,89,9,209331
1,87,86,9,236772
-1,81,82,10,203574
-1,81,82,10,208920
-2,85,87,10,239818
-2,83,85,10,240638
2,90,88,11,212198
2,87,85,11,243014
-1,85,86,13,247851
3,86,83,19,224371
-2,82,84,45,222077
2,89,87,48,192985
2,85,83,48,217870
3,88,85,52,211110
3,87,84,52,230872
-1,82,83,240,216549
-3,82,85,240,226161
-1,82,83,240,230899
-1,82,83,241,186153
2,88,86,241,188545
-1,81,82,241,231677
-1,83,84,241,244260
-2,88,90,243,192119
2,86,84,243,204963
2,91,89,243,252371
-1,83,84,449,197781
-1,81,82,479,188335
2,87,85,605,224293
-1,81,82,1799,237646
-2,80,82,111974,210935
2,87,85,112139,20801
3,85,82,112139,213345
3,89,86,112893,158023
-1,82,83,112893,212616
2,92,90,116325,227102
1,90,89,116325,241846
2,86,84,116325,269404
2,88,86,116326,245879
2,87,85,116326,273153
3,85,82,116336,261843
-2,83,85,131681,210008
-1,84,85,131681,227796
-2,81,83,131682,192883
-2,86,88,131682,224232
1,87,86,131682,226268
-1,87,88,131682,231478
