offset6x,offset5y,offset10x,offset2x,offset2y,offset6y,offset7x,offset3x,offset8x,offset10y,offset3y,offset4x,offset7y,offset0x,offset8y,offset9x,offset5x,offset0y,offset1x,offset4y,offset9y,offset1y,pos0role,pos6role,pos8role,pos4role,pos7role,pos2role,pos1role,pos10role,pos3role,pos9role,pos5role,tactic_name,playerid0,playerid9,position10,defensivedepth,playerid1,position6,playerid7,position8,playerid6,buildupplay,playerid5,sourceformationid,playerid8,playerid2,position5,formationaudioid,playerid4,teamid,position2,playerid3,position4,position3,formationfullnameid,mentalityid,playerid10,position0,position9,position7,position1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
0.3499999940395355,0.3499999940395355,0.5,0.6499999761581421,0.15000000596046448,0.3499999940395355,0.8999999761581421,0.3499999940395355,0.10000000149011612,0.8700000047683716,0.15000000596046448,0.10000000149011612,0.6000000238418579,0.5,0.6000000238418579,0.5,0.6499999761581421,0.019999999552965164,0.8999999761581421,0.2199999988079071,0.6700000166893005,0.2199999988079071,5827,18306,25794,8394,25605,12865,8450,38404,12865,29570,17153,,220901,235794,25,65,251805,11,246669,16,234378,1,248148,0,207421,243715,9,14,256197,1,4,232580,7,6,3,2,241651,0,18,12,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1
0.3499999940395355,0.3499999940395355,0.5,0.6499999761581421,0.15000000596046448,0.3499999940395355,0.8999999761581421,0.3499999940395355,0.10000000149011612,0.8700000047683716,0.15000000596046448,0.10000000149011612,0.6000000238418579,0.5,0.6000000238418579,0.5,0.6499999761581421,0.019999999552965164,0.8999999761581421,0.2199999988079071,0.6700000166893005,0.2199999988079071,4161,17155,25669,8450,25731,12865,8450,38405,12865,29576,18306,,202811,260247,25,50,227174,11,210881,16,236499,1,257057,0,226162,227678,9,14,200458,2,4,241464,7,6,3,7,221697,0,18,12,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1
