offset6x,offset5y,offset10x,offset2x,defenders,offset2y,offset6y,offset7x,offset3x,offset8x,offset10y,offset3y,offset4x,offset7y,offset0x,offset8y,attackers,offset9x,midfielders,offset5x,offset0y,offset1x,offset4y,offset9y,offset1y,pos0role,pos6role,pos8role,pos4role,pos7role,pos2role,pos1role,pos10role,pos3role,pos9role,pos5role,formationname,position10,position6,offensiverating,position8,position5,formationaudioid,teamid,position2,formationid,relativeformationid,position4,position3,formationfullnameid,position0,position9,position7,position1
0.949999988079071,0.3199999928474426,0.38999998569488525,0.6499999761581421,4.5,0.15000000596046448,0.5600000023841858,0.5,0.3499999940395355,0.05000000074505806,0.875,0.15000000596046448,0.054999999701976776,0.550000011920929,0.5,0.5616999864578247,2.0,0.6000000238418579,3.5,0.5,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.875,0.22499999403953552,4161,25602,25602,8386,21314,12737,8386,38405,12737,38405,17089,4-1-3-2,26,12,2,16,10,12,-1,4,1,1,7,6,30,0,24,14,3
0.949999988079071,0.3700000047683716,0.49950000643730164,0.6499999761581421,4.5,0.15000000596046448,0.608299970626831,0.6499999761581421,0.3499999940395355,0.3499999940395355,0.875,0.15000000596046448,0.054999999701976776,0.512499988079071,0.5,0.512499988079071,1.0,0.05000000074505806,4.5,0.5,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.608299970626831,0.22499999403953552,4161,25602,21314,8386,21314,12737,8386,38405,12737,25602,17089,4-1-4-1,25,12,2,15,10,15,-1,4,2,2,7,6,31,0,16,13,3
0.3499999940395355,0.3375000059604645,0.49950000643730164,0.6499999761581421,5.0,0.15000000596046448,0.3375000059604645,0.8500000238418579,0.3499999940395355,0.5,0.875,0.15000000596046448,0.054999999701976776,0.6600000262260437,0.5,0.6600000262260437,1.0,0.15000000596046448,4.0,0.6499999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.6600000262260437,0.22499999403953552,4161,17089,29570,8386,29570,12737,8386,38405,12737,29570,17089,4-2-3-1,25,11,2,18,9,14,-1,4,3,3,7,6,16,0,19,17,3
0.3499999940395355,0.3375000059604645,0.49950000643730164,0.6499999761581421,5.0,0.15000000596046448,0.3375000059604645,0.9100000262260437,0.3499999940395355,0.09000000357627869,0.875,0.15000000596046448,0.054999999701976776,0.5600000023841858,0.5,0.5600000023841858,1.0,0.5,4.0,0.6499999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.6600000262260437,0.22499999403953552,4161,17089,25602,8386,25602,12737,8386,38405,12737,29570,17089,4-2-3-1,25,11,2,16,9,14,-1,4,4,4,7,6,3,0,18,12,3
0.3499999940395355,0.512499988079071,0.10000000149011612,0.6499999761581421,4.0,0.15000000596046448,0.512499988079071,0.8999999761581421,0.3499999940395355,0.6000000238418579,0.8324999809265137,0.15000000596046448,0.054999999701976776,0.8324999809265137,0.5,0.875,4.0,0.38999998569488525,2.0,0.6499999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.875,0.22499999403953552,4161,21314,38405,8386,33794,12737,8386,33794,12737,38405,21314,4-2-4,27,15,4,24,13,2,-1,4,5,5,7,6,33,0,26,23,3
0.5,0.512499988079071,0.38999998569488525,0.6499999761581421,4.0,0.15000000596046448,0.4749999940395355,0.3499999940395355,0.3499999940395355,0.5,0.875,0.15000000596046448,0.054999999701976776,0.512499988079071,0.5,0.6800000071525574,2.5,0.6000000238418579,3.5,0.6499999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.875,0.22499999403953552,4161,21314,29570,8386,21314,12737,8386,38405,12737,38405,21314,4-3-1-2,26,14,2,18,13,9,-1,4,6,6,7,6,34,0,24,15,3
0.5,0.512499988079071,0.49950000643730164,0.6499999761581421,4.0,0.15000000596046448,0.4749999940395355,0.3499999940395355,0.3499999940395355,0.675000011920929,0.875,0.15000000596046448,0.054999999701976776,0.512499988079071,0.5,0.6499999761581421,2.5,0.32499998807907104,3.5,0.6499999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.6499999761581421,0.22499999403953552,4161,21314,29570,8386,21314,12737,8386,38405,12737,29570,21314,4-3-2-1,25,14,2,17,13,8,-1,4,7,7,7,6,20,0,19,15,3
0.5,0.512499988079071,0.10000000149011612,0.6499999761581421,4.0,0.15000000596046448,0.4749999940395355,0.3499999940395355,0.3499999940395355,0.8999999761581421,0.8500000238418579,0.15000000596046448,0.10000000149011612,0.512499988079071,0.5,0.8478999733924866,3.0,0.49950000643730164,3.0,0.6499999761581421,0.014999999664723873,0.8999999761581421,0.22499999403953552,0.875,0.22499999403953552,4161,21314,33794,8386,21314,12737,8386,33794,12737,38405,21314,4-3-3,27,14,3,23,13,6,-1,4,8,8,7,6,17,0,25,15,3
0.6499999761581421,0.375,0.10000000149011612,0.6499999761581421,4.0,0.15000000596046448,0.512499988079071,0.3499999940395355,0.3499999940395355,0.8999999761581421,0.8414999842643738,0.15000000596046448,0.10000000149011612,0.512499988079071,0.5,0.8521000146865845,3.0,0.49950000643730164,3.0,0.5,0.014999999664723873,0.8999999761581421,0.22499999403953552,0.875,0.22499999403953552,4161,21314,33794,8386,21314,12737,8386,33794,12737,38405,17089,4-3-3,27,13,3,23,10,6,-1,4,9,9,7,6,7,0,25,15,3
0.3499999940395355,0.3375000059604645,0.10000000149011612,0.6499999761581421,4.0,0.1550000011920929,0.3375000059604645,0.5,0.3499999940395355,0.8999999761581421,0.8500000238418579,0.15000000596046448,0.10000000149011612,0.5299999713897705,0.5,0.8585000038146973,3.0,0.49950000643730164,3.0,0.6499999761581421,0.014999999664723873,0.8999999761581421,0.22499999403953552,0.875,0.22499999403953552,4161,17089,33794,8386,21314,12737,8386,33794,12737,38405,17089,4-3-3,27,11,3,23,9,6,-1,4,10,10,7,6,5,0,25,14,3
