bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-100,25,11,-71,0,-14,0,27,0,12,-57,-10,33,-27,-1,69,1,73,58,7,27,43,0,4,0,9,-18,30,-100,0,4,-1,-3,0,86,-12,1,0,0,0,36,0,1,-77,0,0,0,-37,-76,16,46,4,3,-1,1,57,36,0,-18,42,39,-4,20,-20,-58,-30,0,-3,5,-38,41,19,-18,0,58,54,1,-12,0,0,51,52,0,22,0,0,-21,4,0,-39,-54,-12,-28,-46,-20,3,-52,0,-12,-43,38,0,-4,-12,-20,52,1,-13,-8,41,0,-27,-2,48,0,8,-15,-16,0,35,2,0,-69,0,28,-18,-21,-9,42,-6,0,-17,1,46,-26,-1,-24,17,-51,-21,-2,-30,7,-12,-28,18,-37,-4,0,5,-85,-3,-6,9,3,29,-15,19,65,-76,3,23,0,2,4,23,35,-16,0,0,20,33,-14,-10,1,-19,44,-75,76,-28,23,30,-37,58,-48,64,-20,3,-73,4,-93,-62,-2,55,0,-6,-9,0,-35,-28,2,0,-29,-18,0,0,5,-17,6,75,45,42,0,-1,-41,23,41,14,-22,18,0,-26,-54,-2,3,26,1,86,-52,20,49472,0,100
-47,5,-14,-87,4,-34,0,5,36,79,-90,-51,83,61,-4,43,-27,22,61,66,-9,70,0,16,0,16,14,22,-41,0,4,6,-14,0,55,13,3,31,0,0,42,4,0,-90,0,3,0,-15,-86,22,-4,7,-28,4,-2,-21,-5,0,-2,40,73,-45,76,15,-84,-22,0,-54,3,-10,59,-26,17,0,4,-21,8,-40,-2,0,-2,-18,0,9,0,0,-19,72,0,-77,-18,-38,-45,0,-75,-3,-68,0,-26,-100,67,6,-72,-52,-68,-68,-19,35,-45,3,0,22,6,-2,0,7,-58,22,0,0,6,3,-38,-2,38,63,-30,72,54,77,0,59,5,54,-36,-1,-95,100,-21,-59,58,-61,5,-58,-48,-2,-22,-26,17,9,-74,-9,49,15,-8,3,-33,7,100,-22,8,-46,0,3,3,-42,-12,-79,-6,0,47,-12,-78,-2,6,-3,69,-31,49,-29,-47,84,-52,36,-21,47,-11,-25,-42,45,-92,-100,1,-67,4,-1,-87,0,-67,17,-6,7,-44,2,0,4,0,4,-33,18,12,70,12,19,-25,10,9,0,-77,62,0,-90,-64,8,2,47,2,50,-20,19,78928,0,100
-24,63,-72,-27,-4,-1,0,-10,-1,4,-31,-14,-18,-15,0,30,12,16,0,-47,12,-24,0,-1,0,2,-19,16,-19,0,0,0,2,0,25,-93,0,-64,0,0,-7,0,0,7,0,0,0,0,7,-1,3,0,12,0,0,-21,20,0,-41,-12,-76,-25,4,0,-32,-24,0,-26,0,-27,0,-70,4,0,-10,13,0,12,0,0,-34,22,0,-73,0,0,-31,-64,0,4,-22,-26,-65,24,-3,15,51,0,-4,-64,-10,0,24,-27,-3,-67,2,-15,-2,-37,0,0,0,38,0,0,-53,-97,0,-3,0,0,0,0,15,0,29,-88,0,-88,0,1,0,-100,-77,0,-93,16,-14,16,86,-6,0,-56,-23,0,9,-3,0,0,73,0,85,-58,0,69,-83,71,-81,20,0,5,0,0,0,-64,74,39,0,0,-11,63,-71,0,0,-2,70,20,-5,-2,1,23,-100,-100,-12,21,-23,23,-59,-14,86,-35,0,-62,0,0,22,0,100,-20,0,0,-64,1,0,0,-21,-46,22,21,-63,-14,0,-49,67,-2,39,2,-91,100,0,100,67,0,0,-44,0,39,-31,65,79429,0,100
-7,-1,67,-100,-17,0,0,100,0,3,-16,100,0,16,0,-69,8,-15,0,-51,94,-16,0,1,0,82,-15,9,-6,0,0,0,0,0,41,30,0,-66,0,0,-67,0,0,-3,0,0,0,-56,-4,0,-4,0,100,0,0,-27,94,0,98,-9,48,100,3,0,-16,-17,0,96,0,-18,0,67,4,0,-26,100,0,-1,0,0,-100,100,0,73,0,0,-36,-51,0,72,-78,-23,-29,17,59,-67,87,0,-1,-46,-13,0,-38,-23,58,53,0,14,-6,-100,0,3,0,34,0,0,-11,33,0,-2,0,0,0,0,10,-6,27,-88,4,-88,0,-6,0,-100,84,-7,100,100,34,0,100,-82,0,-12,-80,1,-53,-2,0,0,66,0,100,-1,0,-2,84,-68,74,-16,0,49,0,0,0,-66,100,72,0,2,5,100,-100,0,0,-2,23,-23,-2,-6,49,100,-29,-33,31,-69,-33,52,-34,-8,69,-100,0,52,0,0,-39,0,100,-16,0,0,-75,4,0,0,-69,96,50,-15,-21,-9,0,-32,-15,100,34,3,-100,34,0,100,90,0,0,-2,0,40,-81,-70,79718,0,100
71,-18,-11,-33,33,-6,0,43,15,0,27,26,19,-22,-2,-6,7,-11,15,71,-32,-9,0,-71,0,-18,-10,-35,48,0,4,0,47,0,25,27,3,-68,0,0,-48,5,0,-46,0,3,0,-61,-48,51,51,4,8,1,0,16,-20,0,-11,39,61,36,24,22,-55,55,0,12,7,37,8,-1,-58,0,4,-49,6,12,0,0,1,-41,0,-11,0,0,16,72,1,-83,40,34,12,-73,-84,0,-16,0,-41,-20,43,5,-96,13,-64,60,42,-9,-41,-7,3,10,3,77,0,11,-45,28,0,61,4,2,-40,0,-58,10,10,49,32,35,0,1,3,-14,-100,-5,-19,58,-25,49,8,-73,19,-35,-37,-43,-32,-22,-1,60,-40,42,-35,-4,-6,-4,-97,-34,66,45,4,-44,0,2,12,-37,67,-65,-6,0,-71,63,-75,14,6,22,66,49,32,45,-5,100,-69,49,-36,-26,26,-27,-46,29,-66,-31,0,46,4,-11,-72,0,97,-29,-2,7,-54,6,0,0,13,-4,-19,-7,-42,-13,38,5,-41,19,72,17,-95,9,0,100,-24,2,15,-32,2,19,50,-30,79738,0,100
-67,35,-78,-77,-3,0,0,7,-63,5,-25,11,53,-11,0,-37,10,0,0,44,27,2,0,-3,0,-31,-17,9,-57,0,0,0,1,0,22,44,0,-58,0,0,12,0,0,4,0,0,0,-100,4,0,-56,0,35,0,0,-6,34,0,-11,-10,12,31,7,0,-39,0,0,-10,0,2,0,-75,-4,0,32,84,0,-1,0,0,-29,93,0,73,0,0,0,6,0,45,-59,-23,25,-47,23,18,29,0,0,-46,46,0,-12,-24,26,36,4,-11,-5,-25,0,3,0,37,0,0,-18,35,0,-3,0,0,0,0,10,-1,16,-88,0,-88,0,-2,0,55,-49,5,-35,-22,17,9,100,-18,0,-22,-21,1,-94,-1,0,0,37,1,100,-18,0,47,-52,-12,-13,35,0,14,0,0,0,-57,36,53,0,1,-6,34,-57,0,0,-2,0,38,-5,-7,15,-14,100,-100,17,-37,0,-22,-48,-69,40,-100,0,36,0,0,-31,0,87,-17,0,0,-21,4,0,0,-21,-18,-21,2,-31,0,0,0,100,8,38,2,-68,74,0,81,33,0,0,80,0,-1,-51,-36,247571,0,100
-33,-2,100,-100,9,1,0,71,-10,5,-67,19,23,7,0,-58,9,8,0,80,100,-1,0,0,0,13,-7,19,-32,0,0,0,1,0,25,100,0,-71,0,0,-34,0,0,0,0,0,0,-100,0,-13,0,0,100,0,0,16,100,0,94,-9,100,21,6,0,-66,-33,0,-39,0,-37,0,100,-4,0,18,100,0,-3,0,0,-100,100,0,100,0,0,-5,78,0,73,-80,-28,-98,-43,74,-23,73,0,-3,-92,0,0,-31,-28,74,86,1,7,-6,-100,0,0,0,33,0,0,-50,100,0,-2,0,0,0,0,24,-4,79,-88,0,-88,0,-5,0,8,75,0,0,4,-7,1,100,-56,0,-51,-92,1,-100,-4,0,0,55,0,100,-3,0,0,76,-100,-15,-22,0,27,0,0,0,-69,93,94,0,2,0,93,-48,0,0,-2,72,-33,-2,0,28,5,-86,-100,-8,-58,-3,11,-87,-15,57,-100,0,84,0,0,-34,0,100,-8,0,0,-91,0,0,0,-26,93,19,15,-89,-3,0,-6,100,71,33,3,-49,100,0,100,76,0,0,-8,0,25,-72,-100,258055,0,100
-67,35,-78,-77,-3,0,0,7,-63,5,-25,11,53,-11,0,-37,10,0,0,44,27,2,0,-3,0,-31,-17,9,-57,0,0,0,1,0,22,44,0,-58,0,0,12,0,0,4,0,0,0,-100,4,0,-56,0,35,0,0,-6,34,0,-11,-10,12,31,7,0,-39,0,0,-10,0,2,0,-75,-4,0,32,84,0,-1,0,0,-29,93,0,73,0,0,0,6,0,45,-59,-23,25,-47,23,18,29,0,0,-46,46,0,-12,-24,26,36,4,-11,-5,-25,0,3,0,37,0,0,-18,35,0,-3,0,0,0,0,10,-1,16,-88,0,-88,0,-2,0,55,-49,5,-35,-22,17,9,100,-18,0,-22,-21,1,-94,-1,0,0,37,1,100,-18,0,47,-52,-12,-13,35,0,14,0,0,0,-57,36,53,0,1,-6,34,-57,0,0,-2,0,38,-5,-7,15,-14,100,-100,17,-37,0,-22,-48,-69,40,-100,0,36,0,0,-31,0,87,-17,0,0,-21,4,0,0,-21,-18,-21,2,-31,0,0,0,100,8,38,2,-68,74,0,81,33,0,0,80,0,-1,-51,-36,258062,0,100
-36,6,-41,-86,30,4,0,17,-13,7,0,-35,-42,-25,0,-68,-1,-26,0,14,87,-37,0,-80,0,0,18,-10,-33,0,0,0,-1,0,-35,34,0,3,0,0,-66,0,0,-17,0,0,0,-35,-12,-16,2,0,-9,0,0,3,100,0,14,3,-28,-79,5,0,-14,-42,0,-34,0,-39,0,-36,23,0,-24,27,0,-6,0,0,-76,-71,0,97,0,0,-1,63,0,18,31,-22,-43,-2,39,67,22,0,-1,-23,-1,0,16,-13,42,37,3,-30,-2,-100,0,42,0,-31,0,0,-17,7,0,2,0,0,0,0,-19,8,35,-88,4,-88,0,10,0,-70,-29,2,-52,40,-23,1,0,-18,0,-9,-45,1,-22,-2,2,5,36,-3,19,-14,0,2,-29,-2,-61,2,0,48,0,0,0,-43,-14,78,0,3,-36,2,-29,0,0,0,34,-1,2,35,50,8,-9,-68,-26,-65,10,0,39,-21,17,-58,0,46,0,0,4,0,42,17,0,0,-72,0,0,0,43,4,-6,-26,-19,-48,-4,8,36,8,-25,1,-48,26,0,33,7,0,0,-16,0,-38,25,-16,258069,0,100
0,-30,19,-88,-8,9,0,87,-37,3,-30,40,10,-19,0,-35,11,-5,0,57,98,-17,0,8,0,35,-12,13,-1,0,0,0,0,0,-22,36,0,-66,0,0,-12,0,0,1,0,0,0,-49,0,0,-54,0,100,0,0,-50,100,0,99,-10,88,58,3,0,-27,-17,0,-23,0,-17,0,19,5,0,-47,100,0,18,0,0,-100,100,0,100,0,0,-1,11,0,43,-52,-23,-41,-30,33,-33,48,0,0,-31,-8,0,-36,-24,35,22,-3,-20,-2,-100,0,0,0,41,0,0,9,40,0,-3,0,0,0,0,15,-1,38,-88,2,-88,0,-2,0,-100,-4,0,15,84,-7,10,100,-82,0,8,-99,0,-46,-1,1,0,100,0,100,-22,0,-27,-6,47,46,-17,0,19,0,0,0,-65,63,83,0,1,7,64,-80,0,0,-2,6,-10,0,47,18,74,48,-36,-6,-33,-1,23,-62,-37,100,-78,0,22,0,0,-31,0,84,-13,0,0,-72,0,0,0,-35,100,32,-5,-50,-15,0,-8,59,92,41,1,-84,21,0,89,42,0,0,76,0,-22,-53,32,258072,0,100
