isloantobuy,teamidloanedfrom,playerid,loandateend
0,101085,69957,161881
0,101083,69969,161881
0,1809,70014,162062
0,32,70037,162062
0,1842,70049,162062
0,165,70092,162062
0,110580,70136,162246
0,111710,70198,161881
0,308,70268,162062
0,110093,70441,161881
0,191,70511,162062
0,110556,70524,162062
0,1745,70650,162062
0,101083,70697,161881
0,22,70728,162062
0,73,70766,162062
0,417,70953,161881
0,112828,71191,162062
0,1013,71260,161881
0,1477,71325,161881
0,111974,71401,162062
0,110396,71457,161881
0,112172,72376,162062
0,111138,72555,161881
0,483,72572,162062
0,116328,72705,162062
0,1874,72918,162032
0,100757,72979,162062
0,165,73160,162062
0,116328,73231,162062
0,171,73306,162062
0,111710,73359,161881
0,1809,73487,162062
0,36,73585,162062
0,111928,73671,161881
0,17,73864,162062
0,31,74003,162062
0,1516,74006,162062
0,280,74122,162062
0,2,74207,162062
0,1917,74303,162062
0,1806,74359,161850
0,10029,74464,162062
0,72,74480,162062
0,463,74548,162062
0,32,74749,162062
0,111706,74816,161881
0,418,74966,162062
0,111701,74997,162062
0,116327,75041,162062
0,73,75057,162062
0,379,75058,161881
0,112670,75117,161697
0,10,75148,162062
0,700,75198,161725
0,112996,75236,161881
0,110062,75437,162062
0,95,76053,162062
0,112260,76137,161850
0,18,76571,162062
0,112670,76785,161881
0,175,76968,162062
0,1876,76991,161881
0,11,77147,162062
0,1801,77438,161850
0,1960,77439,161850
0,10030,77764,162062
0,100759,78696,162062
0,64,78934,162062
0,71,79175,162062
0,14,79201,162062
0,1943,79268,162062
0,1903,79319,162062
0,280,79363,162062
0,171,79378,162062
0,1919,79434,162062
0,325,198717,161898
0,131681,201153,161901
0,310,202886,162062
0,111674,213761,161881
0,1877,214665,161881
0,1947,214896,162062
0,674,216334,162062
0,1877,220148,161880
0,110395,220624,161881
0,1473,221567,161881
0,111708,221990,161881
0,101085,222693,161881
0,111022,223335,161881
0,21,223885,162062
0,1831,225533,162062
0,111710,225858,161881
0,111019,226616,161881
0,110580,226798,161881
0,1477,227788,161881
0,101085,227903,161881
0,1951,227945,162062
0,112115,228487,162160
0,320,229263,161881
