overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,68,69,68,67,68,71,298,68,70
-2,67,66,68,70,68,65,300,68,65
1,67,68,67,68,67,66,308,68,68
1,67,68,67,65,68,69,310,65,70
1,71,71,70,71,70,71,320,71,71
-1,63,62,63,63,62,60,321,61,60
-2,67,67,69,70,69,65,417,68,67
3,64,67,64,66,64,68,418,67,67
1,68,69,68,65,70,69,433,66,72
-1,59,59,60,62,61,56,445,61,61
-1,69,68,69,65,69,68,687,65,69
-1,67,67,68,69,68,65,695,67,68
-2,66,67,69,71,68,64,696,69,68
-1,68,67,68,67,68,67,700,66,70
-2,69,66,68,65,68,66,708,63,67
-1,68,67,68,66,68,66,710,66,67
1,66,69,68,67,67,66,711,69,68
2,70,72,70,69,73,73,918,70,73
-1,65,64,65,64,66,63,920,61,65
-1,65,64,65,64,64,64,922,63,63
-1,63,62,63,64,64,63,1463,64,63
-1,67,67,68,65,69,66,1473,64,67
3,62,66,63,63,63,65,1523,64,66
-2,64,62,64,63,64,64,1756,61,62
-1,63,62,63,64,64,63,1757,62,63
-1,63,62,63,64,62,61,1870,62,62
-1,66,65,66,65,65,65,2041,64,65
-2,68,68,70,72,70,66,101112,71,69
1,63,65,64,64,63,67,110072,64,64
1,66,68,67,66,67,65,110751,69,69
-1,64,64,65,64,65,63,110752,62,65
1,66,69,68,64,70,66,111065,64,71
-1,67,68,69,69,70,66,111138,67,70
1,64,66,65,66,65,63,111139,67,64
1,64,65,64,65,64,64,111594,67,65
2,65,70,68,61,70,68,111651,61,71
3,64,67,64,63,65,67,111705,63,68
1,67,67,66,66,65,68,112072,66,65
2,63,66,64,63,65,66,112126,67,66
2,65,67,65,65,66,69,112199,64,68
2,66,69,67,69,68,67,112828,72,69
2,70,73,71,72,70,72,112996,73,71
2,68,73,71,77,71,70,113149,77,74
-2,64,61,63,63,64,62,113892,62,63
1,66,66,65,67,64,68,114147,67,65
1,67,70,69,71,68,67,114161,73,72
2,69,71,69,74,69,72,114162,76,71
-1,62,60,61,60,59,61,114546,60,59
-1,68,68,69,72,70,67,131439,72,68
-1,62,62,63,63,63,61,131459,63,63
