playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,225193,-1,-1,234378,-1,-1,251805,-1,-1,234378,231448,-1,-1,-1,256958,222665,-1,-1,248148,-1,246669,231936,-1,234378,210697,243715,246669,-1,-1,257711,-1,-1,248732,265693,-1,234378,207421,278773,-1,-1,-1,1,227813,230666,271807,-1,232580,222665,-1,234378,-1,-1,235790,206585,-1,-1,-1,222665,-1,234378,-1,241928,251566,-1,-1
-1,202811,210881,-1,-1,200458,-1,264039,227174,-1,267849,260247,217036,-1,-1,-1,264209,216393,-1,-1,236987,-1,246923,248465,-1,216393,199189,227678,200458,271808,-1,212419,-1,-1,212501,275468,-1,216393,229906,200458,-1,-1,-1,2,246871,272379,257057,-1,241464,210881,-1,216393,258932,-1,231447,243917,271362,-1,-1,221697,72027,200458,268583,226162,221697,-1,271411
-1,240595,245766,-1,-1,225748,-1,259226,232185,-1,-1,218343,73196,-1,-1,-1,212099,242749,-1,-1,234319,-1,225748,193910,-1,225748,264746,221281,225748,-1,-1,231540,-1,-1,256358,235770,-1,225748,270140,237211,-1,-1,-1,3,260142,279225,244626,-1,242751,234319,-1,225748,274959,-1,75639,74726,73987,-1,-1,245652,-1,225748,-1,263654,245652,-1,-1
-1,257126,225867,-1,-1,229073,-1,74910,239540,-1,-1,239377,236528,-1,-1,-1,233442,255913,-1,-1,235807,-1,251311,221705,-1,239377,244871,244240,239377,-1,-1,244559,-1,-1,252878,254522,-1,229073,78230,229073,-1,-1,-1,4,271743,265700,212366,-1,240912,255913,-1,229073,236321,-1,78298,252895,75265,-1,-1,255913,-1,229073,-1,271668,238368,-1,-1
229984,228789,257534,-1,275507,257534,-1,273906,238074,-1,202652,238616,242578,-1,-1,-1,237386,247090,-1,261530,256079,-1,254796,248695,-1,257534,263620,230918,257534,252042,-1,259307,-1,-1,259356,222104,-1,247090,71998,239231,-1,-1,-1,5,278813,278455,273018,-1,262859,238074,-1,257534,257084,266032,232411,258485,269626,-1,229942,257534,259031,257534,242444,71651,259197,-1,270821
-1,204935,256402,-1,-1,243282,-1,-1,253510,-1,-1,243282,74634,-1,-1,-1,207599,193474,-1,-1,243657,-1,261188,257896,-1,243657,74413,202695,243282,-1,-1,180216,-1,-1,-1,270373,-1,243282,74635,244380,-1,-1,-1,7,268632,-1,266609,-1,247649,204935,-1,243282,-1,-1,270866,268631,-1,-1,-1,251892,-1,243282,-1,279625,251892,-1,-1
-1,242656,247361,-1,-1,247361,-1,-1,244591,-1,-1,232104,246053,-1,-1,-1,243134,235735,-1,-1,236764,-1,258906,248384,-1,247361,232080,229266,247361,-1,-1,244238,-1,-1,203215,242663,-1,247361,270206,256776,-1,-1,-1,8,236822,74145,230084,-1,239360,235735,-1,247361,270209,-1,206534,193331,71814,-1,-1,247249,-1,247361,-1,253407,247249,-1,-1
247601,212831,236772,-1,71347,236772,-1,70994,264298,-1,279128,209331,253149,-1,-1,-1,232487,239837,-1,278104,246104,-1,242516,246174,-1,236772,242434,237678,216267,278030,-1,225100,-1,-1,265459,232223,-1,239837,253072,216267,-1,-1,-1,9,271975,222514,235805,-1,203376,203376,-1,236772,266815,71227,256630,262621,264299,-1,278292,209331,260406,236772,271976,260908,241084,-1,252897
264681,210257,237692,-1,277961,237692,-1,251570,253124,-1,253052,218667,277031,-1,-1,-1,186942,207410,-1,279624,231866,-1,256675,255069,-1,237692,240638,239818,237692,224081,-1,208920,-1,-1,276528,271574,-1,237692,206517,251517,-1,-1,-1,10,264349,277295,246420,-1,229237,239818,-1,237692,76624,263390,270409,200159,75577,-1,204246,239085,267991,237692,203574,277427,239085,-1,242641
76575,226753,250961,-1,268442,212198,-1,269233,236401,-1,268434,277432,273599,-1,-1,-1,254088,212198,-1,268444,253306,-1,268438,269136,-1,212198,200145,203263,212198,269694,-1,235243,-1,-1,255475,205988,-1,212198,233064,234574,-1,-1,-1,11,268439,163264,240243,-1,269087,212198,-1,212198,231677,268445,77354,243647,239301,-1,71973,212198,268443,212198,233049,75087,259399,-1,238041
-1,239358,252796,-1,-1,253054,-1,-1,186156,-1,-1,241523,242853,-1,-1,-1,243619,255145,-1,-1,253054,-1,252066,70035,-1,253054,227806,228888,252066,-1,-1,229682,-1,-1,268409,74323,-1,253054,211009,242181,-1,-1,-1,12,260402,71162,233487,-1,259442,186156,-1,253054,251176,-1,262255,232110,-1,-1,-1,261283,-1,253054,-1,279251,261283,-1,-1
-1,203841,233731,-1,-1,186345,-1,258805,186345,-1,270357,223334,211990,-1,-1,-1,237161,247851,-1,-1,241096,-1,206085,274246,-1,247851,237329,210047,186345,73611,-1,207650,-1,-1,198039,218659,-1,186345,74209,262118,-1,-1,-1,13,257470,206115,234742,-1,198032,247851,-1,186345,203487,-1,270519,220407,266127,-1,-1,233731,-1,186345,270617,251809,242964,-1,254135
-1,199641,236015,-1,-1,236015,-1,237809,224656,-1,74242,269421,79629,-1,-1,-1,273106,254243,-1,-1,237819,-1,240740,71634,-1,236015,235642,238095,236015,70228,-1,256008,-1,-1,235026,202750,-1,236015,79402,243057,-1,-1,-1,14,233267,236530,235173,-1,278016,236015,-1,236015,239015,-1,230978,73239,259680,-1,-1,192123,266208,236015,70229,251616,192123,-1,265468
-1,206218,243223,-1,-1,238490,-1,242787,235156,-1,77070,246682,265412,-1,-1,-1,241075,233957,-1,-1,262072,-1,238490,75093,-1,238490,262290,275297,238490,73383,-1,276561,-1,-1,264437,78095,-1,243223,230774,257105,-1,-1,-1,15,246604,276412,277658,-1,193011,193011,-1,238490,243393,-1,240317,250804,279543,-1,-1,243223,279870,238490,274931,251028,208159,-1,70024
-1,233934,279497,-1,-1,270857,-1,276695,252793,-1,271530,226012,278203,-1,-1,-1,237916,231044,-1,-1,240097,-1,270857,247497,-1,270857,78184,220570,270857,266312,-1,222156,-1,-1,233795,245153,-1,270857,207807,242916,-1,-1,-1,17,243585,221841,244319,-1,202697,202697,-1,270857,274944,272868,265993,189324,263953,-1,-1,258930,276120,270857,258167,204760,258930,-1,272497
74862,240091,225539,-1,259596,243576,-1,272926,243576,-1,264180,220697,72159,-1,-1,-1,270208,247394,-1,268905,227535,-1,251421,259583,-1,243576,236480,232488,247394,264731,-1,237985,-1,-1,246791,205923,-1,243576,270579,243702,-1,-1,-1,18,246785,236568,259868,-1,264453,200104,-1,243576,261025,264702,268421,73580,275192,-1,278557,200104,71106,243576,245155,231943,200104,-1,260105
-1,193105,224371,-1,-1,205569,-1,278284,245388,-1,-1,233927,215798,-1,-1,-1,72754,236792,-1,-1,229880,-1,210736,242271,-1,205569,225659,245336,205569,-1,-1,242000,-1,-1,264579,274102,-1,205569,251954,205569,-1,-1,-1,19,278097,272936,235844,-1,244749,224371,-1,205569,278102,-1,278101,193182,272542,-1,-1,224371,-1,205569,70446,70230,205431,-1,278098
79317,167495,256790,-1,-1,247827,-1,275160,225375,-1,70448,247827,234205,-1,-1,-1,263765,275298,-1,-1,212622,-1,213345,237086,-1,212622,209658,229558,247827,266245,-1,250955,-1,-1,186569,248266,-1,212622,229391,209889,-1,-1,-1,21,277823,271916,206113,-1,213331,167495,-1,247827,78063,71109,266237,263887,278578,-1,277669,247827,269497,247827,276004,234396,202126,-1,76337
-1,235073,251852,-1,-1,190765,-1,75600,212190,-1,258550,259716,247819,-1,-1,-1,245541,190765,-1,-1,246863,-1,212194,208333,-1,190765,204923,229476,259716,264440,-1,259075,-1,-1,266906,73016,-1,259716,270964,229891,-1,-1,-1,22,235407,73057,254117,-1,224196,235073,-1,190765,205693,-1,262105,241050,278854,-1,-1,215441,-1,190765,76107,210772,215441,-1,248478
-1,223550,206467,-1,-1,206467,-1,235018,243133,-1,276358,220876,70149,-1,-1,-1,243354,222028,-1,-1,257919,-1,239367,222493,-1,239367,234943,233152,220876,265518,-1,224841,-1,-1,76033,256781,-1,220876,264763,271119,-1,-1,-1,23,76031,269952,204497,-1,221491,223550,-1,206467,275263,-1,246919,70904,78540,-1,-1,214096,-1,206467,250724,177475,214096,-1,264194
-1,262659,259714,-1,-1,212096,-1,244112,260930,-1,74431,232639,239696,-1,-1,-1,199897,250931,-1,-1,226168,-1,212096,208335,-1,212096,258316,207862,212096,255185,-1,263022,-1,-1,262666,262668,-1,212096,259750,209846,-1,-1,-1,25,276694,229692,240451,-1,231366,209846,-1,212096,257877,276697,199439,234833,279045,-1,-1,212096,269705,212096,262672,216497,234875,-1,207897
-1,206145,269318,-1,-1,251107,-1,276330,262635,-1,-1,270110,279246,-1,-1,-1,251482,223680,-1,-1,270111,-1,251107,276319,-1,251107,73994,245252,251107,-1,-1,245750,-1,-1,243344,275211,-1,251107,79401,269513,-1,-1,-1,27,269916,262297,244109,-1,266109,262635,-1,251107,211982,-1,247123,211827,243893,-1,-1,251107,-1,251107,273885,75952,211891,-1,73993
-1,212197,207791,-1,-1,232839,-1,262869,262045,-1,76979,246301,279213,-1,-1,-1,243904,246885,-1,-1,212321,-1,263056,263310,-1,232839,74102,269962,232839,276183,-1,214948,-1,-1,72319,231108,-1,224970,236533,232839,-1,-1,-1,28,246666,71611,251961,-1,236947,212321,-1,224970,234640,-1,255036,77589,73554,-1,-1,224970,-1,224970,213134,276119,224970,-1,279101
-1,244417,248434,-1,-1,73135,-1,269942,256705,-1,-1,229171,243735,-1,-1,-1,264409,223755,-1,-1,251429,-1,269307,73136,-1,73135,242744,73135,73135,-1,-1,263089,-1,-1,276312,250993,-1,73135,271395,242850,-1,-1,-1,29,257190,73137,252710,-1,262903,223755,-1,73135,247721,-1,229925,272787,230047,-1,-1,262800,-1,73135,73134,210304,262800,-1,-1
