competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
65,9,10,422,65,0,0,0,34,161722,173105,71100,563,0,65
65,2,3,445,65,0,0,0,34,161722,173106,71100,305,0,65
65,7,8,1571,65,0,0,0,34,161722,173108,71100,753,0,65
65,4,2,305,65,0,0,0,34,161729,173110,71100,1572,0,65
65,3,1,306,65,0,0,0,34,161731,173112,68400,445,0,65
65,5,9,563,65,0,0,0,34,161730,173113,71100,834,0,65
65,6,7,753,65,0,0,0,33,161729,173114,71100,423,0,65
41,8,14,1756,41,0,0,0,178,161717,173509,69300,2041,0,41
41,15,13,417,41,0,0,0,178,161716,173510,57600,922,0,41
41,9,7,1757,41,0,0,0,34,161717,173511,61200,113459,0,41
41,10,3,418,41,0,0,0,34,161717,173512,61200,1523,0,41
41,16,12,920,41,0,0,0,180,161717,173513,52200,1463,0,41
41,4,1,300,41,0,0,0,249,161716,173514,64800,918,0,41
41,5,6,112199,41,0,0,0,228,161715,173515,64800,298,0,41
41,2,11,131491,41,0,0,0,34,161716,173516,50400,919,0,41
56,4,10,710,56,0,0,0,261,161716,173765,54000,700,0,56
56,8,11,321,56,0,0,0,34,161717,173766,59400,711,0,56
56,9,2,708,56,0,0,0,261,161717,173767,59400,111705,0,56
56,16,12,702,56,0,0,0,249,161718,173768,68400,112126,0,56
56,5,15,1870,56,0,0,0,178,161716,173769,54000,320,0,56
56,3,1,112072,56,0,0,0,228,161717,173770,50400,433,0,56
56,7,13,113458,56,0,0,0,34,161717,173771,50400,319,0,56
56,6,14,113892,56,0,0,0,34,161716,173772,63000,111594,0,56
83,6,7,982,83,0,0,0,261,161717,174011,68400,1473,0,83
83,1,4,1474,83,0,0,0,196,161716,174012,68400,1477,0,83
83,9,10,1478,83,0,0,0,158,161716,174013,68400,112555,0,83
83,3,12,2056,83,0,0,0,178,161715,174014,70200,2055,0,83
83,2,8,112115,83,0,0,0,33,161716,174015,68400,980,0,83
83,5,11,112558,83,0,0,0,182,161715,174016,70200,112258,0,83
39,17,26,112885,39,122,22,23,402,161716,174406,70200,114640,111,39
39,27,7,687,39,100,23,23,178,161716,174407,70200,688,22120,39
39,28,25,695,39,10002,22,22,32,161716,174408,70200,113018,1,39
39,1,21,698,39,20022,23,23,178,161716,174409,70200,112134,2200,39
39,13,23,696,39,20202,22,22,178,161716,174410,70200,112828,2120,39
39,29,8,112996,39,1220,20,23,458,161716,174411,70200,697,20222,39
39,19,30,111139,39,2001,23,22,249,161716,174412,70200,693,0,39
