competitionid,artificialkey,adsponserid,isapproved,dynamicimageid
-1,1,0,0,0
-1,2,0,0,0
-1,3,0,0,0
-1,4,0,0,0
-1,5,0,0,0
-1,6,0,0,0
1,7,81,1,7
10,8,38,1,0
10,9,38,1,0
10,10,38,1,0
10,11,38,1,0
10,12,38,1,0
10,13,38,1,0
10,14,38,1,0
10,15,38,1,0
10,16,38,1,0
10,17,38,1,0
10,18,38,1,0
13,19,38,1,0
13,20,38,1,0
13,21,38,1,0
13,22,38,1,0
13,23,38,1,0
13,24,38,1,0
13,25,38,1,0
13,26,38,1,0
13,27,38,1,0
13,28,38,1,0
13,29,38,1,0
14,30,38,1,0
14,31,38,1,0
14,32,38,1,0
14,33,38,1,0
14,34,38,1,0
14,35,38,1,0
14,36,38,1,0
14,37,38,1,0
14,38,38,1,0
14,39,38,1,0
-1,40,0,1,433
16,41,0,1,0
16,42,38,1,0
16,43,38,1,0
16,44,38,1,0
16,45,38,1,0
16,46,38,1,0
16,47,38,1,0
16,48,38,1,0
16,49,38,1,0
16,50,38,1,0
16,51,81,1,63
-1,52,0,1,0
-1,53,0,1,0
17,54,0,1,0
17,55,38,1,0
17,56,38,1,0
17,57,38,1,0
17,58,38,1,0
17,59,38,1,0
17,60,38,1,0
17,61,38,1,0
17,62,38,1,0
17,63,38,1,0
17,64,81,1,64
-1,65,0,1,0
19,66,38,1,0
19,67,38,1,0
19,68,38,1,0
19,69,38,1,0
19,70,38,1,0
19,71,38,1,0
19,72,38,1,0
19,73,38,1,0
19,74,38,1,0
19,75,38,1,0
19,76,38,1,0
20,77,38,1,0
20,78,38,1,0
20,79,38,1,0
20,80,38,1,0
20,81,38,1,0
20,82,38,1,0
20,83,38,1,0
20,84,38,1,0
20,85,38,1,0
20,86,38,1,0
20,87,38,1,0
21,88,38,1,0
21,89,38,1,0
21,90,38,1,0
21,91,38,1,0
21,92,38,1,0
21,93,38,1,0
21,94,38,1,0
21,95,38,1,0
21,96,38,1,0
21,97,38,1,0
21,98,38,1,0
21,99,81,1,211
31,100,38,1,0
31,101,38,1,0
31,102,38,1,0
31,103,38,1,0
31,104,38,1,0
31,105,38,1,0
31,106,38,1,0
31,107,38,1,0
31,108,38,1,0
31,109,38,1,0
32,110,38,1,0
32,111,38,1,0
32,112,38,1,0
32,113,38,1,0
32,114,38,1,0
32,115,38,1,0
32,116,38,1,0
32,117,38,1,0
32,118,38,1,0
32,119,81,1,130
39,120,38,1,0
39,121,38,1,0
39,122,38,1,0
39,123,38,1,0
39,124,38,1,0
39,125,38,1,0
39,126,38,1,0
39,127,38,1,0
39,128,38,1,0
39,129,38,1,0
53,130,38,1,0
53,131,38,1,0
53,132,38,1,0
53,133,38,1,0
53,134,38,1,0
53,135,38,1,0
53,136,38,1,0
53,137,38,1,0
53,138,38,1,0
53,139,38,1,0
53,140,81,1,1025
-1,141,0,1,0
54,142,38,1,0
54,143,38,1,0
54,144,38,1,0
54,145,38,1,0
54,146,38,1,0
54,147,38,1,0
54,148,38,1,0
54,149,38,1,0
54,150,38,1,0
54,151,38,1,0
54,152,81,1,1026
-1,153,0,1,0
56,154,38,1,0
56,155,38,1,0
56,156,38,1,0
56,157,38,1,0
56,158,38,1,0
56,159,38,1,0
56,160,38,1,0
56,161,38,1,0
56,162,38,1,0
56,163,81,1,823
60,164,38,1,0
60,165,38,1,0
60,166,38,1,0
60,167,38,1,0
60,168,38,1,0
60,169,38,1,0
60,170,38,1,0
60,171,38,1,0
60,172,38,1,0
60,173,38,1,0
61,174,38,1,0
61,175,38,1,0
61,176,38,1,0
61,177,38,1,0
61,178,38,1,0
61,179,38,1,0
61,180,38,1,0
61,181,38,1,0
61,182,38,1,0
61,183,38,1,0
66,184,81,1,13
189,185,81,1,1
201,186,38,1,0
201,187,38,1,0
201,188,38,1,0
201,189,38,1,0
201,190,38,1,0
201,191,38,1,0
201,192,38,1,0
201,193,38,1,0
201,194,38,1,0
201,195,38,1,0
206,196,81,1,71
206,197,38,1,0
206,198,38,1,0
206,199,38,1,0
206,200,38,1,0
206,201,38,1,0
206,202,38,1,0
206,203,38,1,0
206,204,38,1,0
206,205,38,1,0
206,206,38,1,0
-1,207,0,1,0
207,208,38,1,0
207,209,38,1,0
207,210,38,1,0
207,211,38,1,0
207,212,38,1,0
207,213,38,1,0
207,214,38,1,0
207,215,38,1,0
207,216,38,1,0
207,217,81,1,41
217,218,81,1,34
223,219,38,1,0
223,220,38,1,0
223,221,38,1,0
223,222,38,1,0
223,223,38,1,0
223,224,38,1,0
223,225,38,1,0
223,226,38,1,0
223,227,38,1,0
223,228,38,1,0
224,229,38,1,0
224,230,38,1,0
224,231,38,1,0
224,232,38,1,0
224,233,38,1,0
224,234,38,1,0
224,235,38,1,0
224,236,81,1,16
224,237,38,1,0
-1,238,0,1,0
-1,239,0,1,0
226,240,38,1,0
226,241,38,1,0
226,242,38,1,0
226,243,38,1,0
226,244,38,1,0
226,245,38,1,0
226,246,38,1,0
226,247,81,1,569
226,248,38,1,0
-1,249,0,1,0
-1,250,0,1,0
232,251,38,1,0
232,252,38,1,0
232,253,38,1,0
232,254,38,1,0
232,255,38,1,0
232,256,38,1,0
232,257,38,1,0
232,258,38,1,0
232,259,38,1,0
232,260,81,1,17
-1,261,0,1,0
233,262,38,1,0
233,263,38,1,0
233,264,38,1,0
233,265,38,1,0
233,266,38,1,0
233,267,38,1,0
233,268,38,1,0
233,269,38,1,0
233,270,38,1,0
233,271,38,1,0
233,272,81,1,47
308,273,38,1,0
308,274,38,1,0
308,275,38,1,0
308,276,38,1,0
308,277,38,1,0
308,278,38,1,0
308,279,38,1,0
308,280,38,1,0
308,281,38,1,0
