ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
11,46,45,-6,-16,41,5,-34,18,5,39,58,100,1,6,8,-70,6,-29,-11,-1,27,44,54,-18,-3,-22,-3,34,-52,-27,27,-19,21,-43,0,-100,63,-18,40,38,-52,-14,43,43,54,-31,2,9,-49,-31,35,22,-79,21,27,2,42,26,-13,-33,-6,17,-27,-25,12,-2,2,48,54,35,15,-60,-41,-4,80,-3,-15,32,-15,-13,-3,-71,9,1,-15,-11,2,21,27,50,0,-16,24,28,8,0,66,-14,19,-8,65,18,-17,47,23,-22,46,10,31,-70,43,-13,-9,-21,-5,-10,-7,17,26,-79,30,-19,46,40,0,-9,-9,26,8,-5,64,22,-7,0,33,-41,-12,10,-9,52,45,10,-7,25,8,34,5,35,65,-3,12,65,63,0,0,58,49,-100,-10,31,20,0,-15,-3,12,1,12,15,-9,22,9,8,-51,44,-6,-19,99,31,-7,19,24,-37,-45,49472
65,95,33,-18,-19,-7,73,22,-22,27,23,89,71,-74,59,33,-51,30,-78,7,-29,40,96,-23,7,-51,10,-46,18,-32,-33,54,50,28,-23,39,-48,66,2,47,-34,-19,3,84,36,28,-61,13,98,-28,-15,55,42,-100,-55,70,-28,-10,48,-39,-26,-39,29,38,-1,35,-46,-1,43,-17,100,54,-30,16,16,31,39,-3,87,-11,-16,57,-44,52,43,-10,47,-47,43,-29,-1,16,-37,19,4,32,-65,29,20,54,0,33,-97,6,3,53,-17,74,70,1,-52,34,-4,6,10,-43,-53,17,-43,80,-100,39,-77,51,0,-52,0,-18,68,17,-40,69,39,30,-44,47,-57,-78,24,23,0,52,42,31,70,-40,-4,27,-6,100,-32,-72,29,55,62,44,22,53,-61,-2,6,-89,17,5,9,-73,-28,92,18,7,33,77,26,-64,94,17,-13,75,6,49,48,12,75,-45,78928
-35,100,-96,0,-25,0,-2,-100,67,0,41,36,1,-6,8,-44,-30,-34,-87,-2,0,100,-22,-13,-2,-25,-59,0,-54,11,4,-1,-94,37,-32,0,-16,12,-100,-16,38,-1,-77,-46,-11,60,-88,100,-28,9,-1,86,-100,-3,-1,-7,90,0,-3,23,-22,17,-100,-11,-38,37,-2,100,35,-13,-19,-100,-1,-100,-54,21,-34,-38,100,-23,13,36,-23,7,37,16,0,76,8,69,-40,-20,0,98,4,39,-6,-93,-54,21,9,22,70,8,-53,20,45,100,25,6,10,-62,-22,-100,-51,11,-25,0,0,6,-2,45,19,1,-37,-15,-10,0,-15,-20,18,84,-100,-70,-53,64,-50,19,23,-54,-48,0,-71,-21,-13,43,58,0,-37,39,-19,22,-20,14,0,-45,-90,-61,-16,-23,0,78,-17,4,34,23,0,27,58,-100,1,26,32,-50,-45,0,44,2,0,39,-90,0,-8,11,79429
-69,100,26,0,41,0,43,83,88,0,49,46,-28,-33,26,97,25,-63,-30,22,-36,38,-100,-96,27,44,27,10,-61,12,-61,-58,0,54,76,56,55,44,71,53,56,-44,72,-18,54,33,-28,25,67,14,1,18,-55,-10,66,100,82,0,-11,0,1,-27,4,0,-17,100,10,36,28,-95,-100,100,-43,91,-74,27,-62,-15,100,37,1,100,25,24,48,0,3,82,-12,85,95,86,0,31,24,49,-37,100,-74,-41,-26,25,81,-25,53,-46,94,24,86,23,6,11,-100,-100,31,0,45,0,67,100,-11,25,0,5,-70,-67,78,0,2,-1,-31,100,6,22,29,53,-50,0,42,25,94,4,95,-5,1,100,100,0,-67,43,-62,25,70,43,40,53,100,13,53,78,28,83,84,47,19,26,-32,69,100,-100,-11,93,32,-50,-18,0,95,-28,100,4,100,28,4,86,79718
9,54,19,-36,39,1,-7,22,30,17,10,77,60,-13,52,6,-60,8,45,20,16,90,79,-37,16,52,32,-73,-45,-74,-2,24,-18,-71,88,51,-45,3,4,58,43,40,5,14,66,5,54,1,52,-76,63,37,14,-72,45,-19,29,4,39,21,57,-96,-15,17,-18,82,-68,5,16,-25,72,17,40,32,18,33,-4,-12,71,32,16,74,-49,61,76,16,61,43,42,46,-47,-52,-57,82,25,76,-23,-71,8,25,-48,26,-23,-60,6,34,-75,-5,100,25,-77,37,20,10,37,-33,60,2,41,-4,-72,58,-63,25,18,13,-9,-33,84,26,-83,0,-14,23,45,55,-9,-50,20,30,-44,33,5,15,81,-62,39,17,20,63,-28,50,52,3,2,52,-66,40,-46,-12,32,-28,-58,18,29,44,18,58,26,23,-19,99,22,26,15,2,-70,61,-10,65,19,13,2,92,79738
74,100,3,0,-48,0,2,-52,-61,0,47,2,4,14,10,100,10,-36,-84,-56,-55,73,-24,-14,-3,-26,45,0,-35,5,19,5,-56,17,-37,82,-100,0,-25,26,59,-1,-26,-17,19,-40,-85,100,21,5,58,9,-8,-7,10,-51,100,0,-16,24,55,18,-61,-1,-37,38,0,100,-68,-14,-23,-35,-1,-58,-59,11,-36,-37,100,-40,-2,38,7,10,67,-9,88,100,-45,-51,12,37,-2,19,6,69,-5,61,-60,23,12,0,78,12,-61,23,42,100,27,13,-3,6,54,-100,47,0,-26,0,0,-21,-6,8,20,-97,-41,-32,-2,0,-9,-26,18,56,-57,55,100,-20,-50,20,2,100,8,-80,60,-27,-9,-48,60,0,-41,1,-36,19,60,0,0,76,40,2,-94,2,60,86,37,-9,-100,19,-60,20,60,-100,13,27,0,-50,-17,0,39,4,24,76,-33,42,-1,-36,247571
-3,100,-29,0,-2,0,-100,95,34,0,47,50,0,-19,7,4,21,-11,-53,0,-49,13,20,-29,53,-19,37,-1,-100,19,-13,-100,-46,3,43,-19,-87,0,43,72,82,0,43,-93,75,-34,-51,-31,27,21,5,-21,-100,-23,64,32,98,0,-89,0,6,31,-100,-14,-24,85,1,-33,-34,-29,20,85,-1,93,-25,25,-10,-25,100,-2,0,88,19,5,67,0,62,96,-88,32,23,13,8,10,55,68,-23,78,-25,29,5,21,81,6,96,28,16,81,47,54,18,-11,-16,-100,41,0,-18,0,59,31,-24,-23,35,57,-28,-84,2,0,3,-17,30,69,-100,-13,4,-11,-50,34,100,-13,22,56,5,-15,4,100,90,0,-27,49,-83,20,100,-2,-100,-15,78,-10,-87,4,3,91,11,42,0,21,-48,26,91,-100,19,47,100,-50,-90,0,17,-1,39,61,82,3,-7,40,258055
74,100,3,0,-48,0,2,-52,-61,0,47,2,4,14,10,100,10,-36,-84,-56,-55,73,-24,-14,-3,-26,45,0,-35,5,19,5,-56,17,-37,82,-100,0,-25,26,59,-1,-26,-17,19,-40,-85,100,21,5,58,9,-8,-7,10,-51,100,0,-16,24,55,18,-61,-1,-37,38,0,100,-68,-14,-23,-35,-1,-58,-59,11,-36,-37,100,-40,-2,38,7,10,67,-9,88,100,-45,-51,12,37,-2,19,6,69,-5,61,-60,23,12,0,78,12,-61,23,42,100,27,13,-3,6,54,-100,47,0,-26,0,0,-21,-6,8,20,-97,-41,-32,-2,0,-9,-26,18,56,-57,55,100,-20,-50,20,2,100,8,-80,60,-27,-9,-48,60,0,-41,1,-36,19,60,0,0,76,40,2,-94,2,60,86,37,-9,-100,19,-60,20,60,-100,13,27,0,-50,-17,0,39,4,24,76,-33,42,-1,-36,258062
-1,46,-46,0,-47,0,-45,-86,21,0,22,6,-20,20,-43,-39,19,52,11,-13,-24,96,65,35,21,-66,-17,2,-87,11,34,-71,-58,60,-90,25,-22,-43,-24,18,89,-27,2,-100,23,-31,0,100,5,16,5,37,-53,16,0,-25,28,0,-27,-30,0,-85,-90,100,0,6,-44,100,-11,38,65,-1,-17,-75,25,-2,50,0,47,-13,6,5,-7,-33,36,18,100,11,-38,21,-16,61,-10,75,70,30,46,35,22,-100,-65,11,-61,-73,19,-100,39,13,42,69,7,-27,35,-100,-29,-16,-65,0,-47,-14,24,20,-37,-27,40,-20,-55,0,-23,-52,-81,35,-27,26,-26,-4,-50,-34,57,-4,-41,-22,-8,-48,-26,12,-8,0,38,12,-31,19,75,-48,-63,66,-25,-9,-30,-37,25,-68,10,86,23,19,-18,12,16,-100,15,52,-13,-50,-64,0,40,-36,13,50,0,27,100,-93,258069
30,100,-13,0,83,0,-52,82,38,0,53,9,17,-30,-9,10,0,-56,-46,-46,-49,-34,-26,-65,9,-24,38,8,-7,12,31,-48,29,23,-31,0,5,70,50,41,65,11,53,-25,42,-38,-45,-3,26,13,28,-52,-34,-14,96,-20,99,0,-19,21,26,51,66,-11,-31,39,9,0,-39,-66,-23,56,13,77,-48,19,-55,-31,100,90,-5,41,0,-11,69,-26,46,95,-46,43,65,5,0,-71,8,65,-31,76,-47,50,48,14,68,48,41,49,1,80,-31,10,7,-2,52,-93,38,0,-24,0,97,-17,-17,-27,46,-36,-52,-51,0,0,-10,-15,50,39,74,24,9,-23,-50,45,86,43,79,-25,11,-14,2,100,76,0,-51,10,-45,6,60,69,0,38,85,-13,4,-11,-29,72,5,-2,-52,7,-44,31,76,-100,50,-29,36,-50,-47,0,0,19,-10,68,34,-41,-3,-25,258072
