overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,80,80,81,82,79,78,2,81,78
1,80,82,81,81,82,80,5,84,83
1,77,79,78,76,78,79,7,76,79
-1,81,80,81,80,80,80,18,80,80
1,77,78,77,76,78,78,19,76,78
1,83,85,84,90,85,84,21,90,86
1,81,82,81,82,81,82,22,83,81
-2,75,73,75,77,74,72,23,76,72
2,76,77,75,73,75,78,25,75,77
1,73,76,75,73,76,73,38,74,78
1,80,81,80,81,80,80,45,80,81
-1,80,79,80,78,79,79,52,78,77
1,75,77,76,76,77,76,64,77,79
1,77,79,78,77,76,78,69,77,77
-1,75,74,75,74,75,73,72,74,73
-1,86,84,85,85,85,85,73,84,84
1,75,77,76,77,75,76,74,77,76
-1,75,74,75,77,75,73,76,77,74
1,75,76,75,73,75,76,78,73,75
-1,72,71,72,74,72,71,88,71,71
1,78,78,77,76,77,79,106,76,77
1,74,76,75,74,75,75,110,74,76
1,75,76,75,73,78,75,169,73,79
-1,75,75,76,76,78,74,189,75,77
1,74,75,74,71,76,74,231,72,77
1,78,79,78,75,78,79,236,73,79
-1,78,78,79,78,80,77,237,78,79
-1,70,70,71,70,72,69,242,69,72
-1,74,74,75,74,73,72,245,73,72
1,76,78,77,77,78,77,247,79,78
-1,77,78,79,80,78,77,449,80,77
1,76,78,77,82,77,76,457,84,77
-1,76,76,77,81,77,75,479,83,76
1,74,79,78,80,81,75,605,81,81
-1,74,72,73,71,73,74,673,73,72
-1,69,70,71,69,72,65,896,67,71
-1,70,71,72,72,71,70,1738,70,70
-1,71,71,72,71,72,71,1794,67,71
-1,75,74,75,75,75,73,1796,74,74
-1,73,72,73,72,72,73,1809,72,71
-1,75,74,75,74,74,75,1831,71,73
-1,73,73,74,74,72,72,1853,74,72
1,74,76,75,74,76,75,1860,75,77
1,77,79,78,80,77,79,1943,80,78
1,75,77,76,75,77,75,10029,77,79
-1,76,76,77,76,77,76,110062,76,76
-1,75,75,76,77,74,76,110374,75,73
-1,72,71,72,74,72,71,111235,72,72
1,75,77,76,74,77,75,112139,73,78
1,77,82,81,84,81,78,131681,84,82
