ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
10,-32,-18,-14,-9,-4,-66,-39,17,37,-29,87,50,-77,17,19,-11,-76,-70,13,-40,38,17,-32,28,-37,32,-15,-72,-28,-46,31,-42,22,-13,39,-13,15,-17,25,-43,34,-8,63,31,16,-62,21,36,-29,-1,50,34,-87,-34,-5,-47,-1,37,23,4,-38,-30,84,-10,-27,-11,19,18,-31,17,-10,37,-54,-58,-40,-76,4,-40,-20,25,-42,-9,24,-87,21,34,-48,30,23,-5,5,-23,50,24,-87,-78,28,-61,-5,-15,-49,-7,-17,7,0,10,66,84,30,-63,46,30,-41,35,-17,-41,31,-24,-3,-92,47,-86,6,0,-14,-26,-12,65,12,-28,55,-28,24,-37,4,-40,-84,16,27,-12,11,24,4,62,-31,23,38,0,85,-15,-28,33,18,-64,37,27,39,-12,-31,-5,-11,0,31,21,-24,-37,45,24,-43,13,78,16,-38,64,31,15,46,5,35,-4,-6,67,-9,8842
8,17,60,-30,3,-18,60,7,31,12,15,78,45,-2,92,42,19,-34,-72,9,-1,48,36,-1,30,-25,27,-31,-84,-34,-23,30,6,44,-1,45,12,0,-2,-9,-100,-73,-7,84,-12,46,-66,26,72,-15,12,45,30,-70,14,6,0,-20,13,-4,11,-97,-20,13,71,46,-29,27,72,0,34,29,-77,4,-43,60,-40,54,22,11,7,44,6,96,34,11,55,-13,6,41,-32,55,22,40,45,33,-9,34,-52,-10,-93,10,-12,-92,27,-12,-17,54,93,48,11,51,17,-32,23,2,-38,21,4,31,-72,39,-100,32,-41,-20,68,-29,70,17,-97,3,-13,30,-1,20,1,-100,14,24,-43,37,39,3,71,-75,99,12,-38,82,0,-3,19,-1,44,40,22,62,-3,70,-7,-12,60,31,1,-1,-5,69,100,-35,-29,96,12,-19,91,20,-24,47,0,53,21,-1,27,-13,70193
6,22,-6,-44,-27,-34,37,20,10,9,56,41,35,-36,30,26,-21,22,-17,25,16,42,72,39,20,-13,11,-38,-73,4,-36,31,-4,29,-25,25,17,13,-18,-6,-100,12,-12,73,1,46,-27,13,28,8,-19,18,29,-86,-22,-9,-28,-31,30,8,-16,-23,-23,32,-7,58,-38,16,66,45,55,8,-1,18,-39,16,-2,5,-9,-21,23,64,10,22,27,19,50,15,26,1,-8,38,-19,48,46,22,-38,-2,-48,13,-51,1,-76,-41,-26,26,7,22,35,55,41,43,0,-29,7,-16,-37,21,16,27,-91,18,10,21,27,-3,68,-45,86,-13,-6,-11,-31,33,-12,17,-17,23,5,34,-8,28,24,-7,86,-18,100,9,25,46,23,-49,27,30,33,27,-2,37,24,63,-17,-74,34,27,33,-51,19,32,100,-33,-27,58,2,-17,71,21,3,47,-39,48,12,-32,58,-16,70198
16,-1,73,-14,5,-15,-52,-36,-3,17,-64,58,87,-22,-19,40,-19,-55,-77,-6,-13,60,-2,-1,29,-17,14,-3,-48,-92,28,40,74,58,-60,5,-2,42,0,27,-43,77,0,98,15,76,-78,52,72,-94,-3,87,35,-100,-21,19,13,-15,27,-13,-5,57,6,31,0,-48,-4,49,75,13,-7,12,72,-40,-11,-33,-55,1,-2,2,-15,-39,-17,-5,-19,-8,32,12,27,-13,2,62,-8,60,51,-29,-22,26,-10,50,-43,-29,43,-29,-14,61,-50,-5,41,62,50,45,22,-7,10,-18,-28,24,-13,23,-100,91,-37,38,-43,-37,40,-16,57,0,60,66,4,50,-5,42,43,-21,27,49,5,41,43,-4,55,-47,24,17,-65,63,-37,-88,56,40,-52,8,25,43,-3,26,13,41,60,30,-5,-92,-13,72,17,-4,-19,37,28,34,100,24,-43,88,31,33,14,12,44,-60,70345
34,7,35,-15,-15,30,-98,17,-7,39,12,75,-3,-40,-9,18,5,-20,-46,22,-6,42,54,84,36,-1,24,-14,18,-54,-13,18,14,39,-21,19,-82,27,43,0,-14,-40,47,98,-2,50,-38,26,85,-50,11,99,14,-73,-4,65,-26,31,15,-4,13,-58,-66,12,-50,-2,-10,25,49,86,48,1,-25,12,-30,30,-26,-46,0,-19,5,1,9,-3,-18,7,30,-32,14,-6,47,24,-47,44,38,-13,-43,-7,-37,17,-58,13,-12,-57,64,26,-41,7,82,39,3,38,-28,-2,32,-42,3,6,3,62,-78,100,-21,22,45,-44,-20,-15,29,-74,-49,30,-63,34,9,26,-22,-6,16,39,46,26,21,-91,27,-41,1,39,47,69,-40,9,6,25,-95,20,-9,37,-81,-25,5,-14,21,37,26,18,-6,89,-1,1,0,79,16,-22,98,7,-34,-4,-1,31,4,6,8,-20,70437
8,39,63,-10,5,11,55,-19,22,6,8,31,33,-5,42,11,9,20,0,-12,1,32,35,37,-10,15,26,-11,-8,-100,36,36,71,7,-67,-6,17,42,-2,24,-73,7,-4,75,24,73,-14,13,55,-100,-17,54,36,-27,44,76,30,11,40,-9,-21,11,32,0,18,15,-11,13,74,32,39,42,11,-17,16,79,22,12,36,6,-9,4,11,42,17,1,-4,28,41,17,27,17,-29,29,45,5,-10,78,20,34,-17,64,38,-20,-23,32,26,-32,50,43,38,54,13,12,23,-23,19,33,29,76,-22,57,17,31,14,4,58,-9,40,5,9,51,30,49,-18,21,55,15,18,50,26,30,12,3,40,8,-7,5,15,44,0,35,38,47,56,-8,77,51,18,57,10,36,22,-7,-17,36,4,54,0,15,-40,52,18,54,74,32,24,33,15,-2,39,9,2,-70,70830
18,27,54,-13,4,19,-30,-25,2,-29,19,14,54,-12,76,27,-5,15,35,4,6,42,41,-3,36,-13,10,-23,-20,-6,23,19,17,32,2,18,28,44,-16,-3,-66,-30,-12,66,0,58,40,25,46,-5,0,32,18,-45,-5,21,-70,22,27,9,-1,-13,27,38,8,42,-23,22,56,-5,36,6,-28,-28,-1,33,7,10,2,-8,13,35,15,75,21,16,51,-52,25,13,-3,22,-22,41,32,20,-21,51,-12,0,-12,25,8,-28,4,11,-26,17,49,43,-43,50,34,-4,23,-13,-18,18,-7,44,-50,25,-28,29,-21,7,19,-11,79,44,0,-13,29,63,12,19,-7,-21,15,60,-3,29,29,34,78,-82,-5,-29,-18,6,2,-21,57,33,-39,19,47,43,30,13,-8,2,18,36,9,-13,9,47,-8,-3,-9,56,14,3,69,18,-24,38,-10,51,10,-7,29,-1,70834
22,72,12,-11,-14,8,-64,-4,15,5,56,26,42,-3,70,3,-44,6,41,7,2,60,81,39,34,-15,15,-57,-15,-55,6,29,-4,-63,35,38,-41,58,11,33,-1,-53,13,2,35,31,21,19,64,-44,23,27,23,-51,-36,-72,-11,6,17,-6,18,-62,9,57,3,80,-60,17,35,42,76,52,-55,-11,52,38,-6,-20,66,-8,-6,55,-43,62,60,-3,43,-16,11,1,0,-42,-20,52,-22,56,13,-59,42,6,14,8,-64,17,9,0,-61,0,93,-26,-48,51,18,9,16,-19,-18,28,-40,-51,-56,18,7,-5,5,-11,0,-11,62,16,-76,-12,20,48,16,-5,-17,9,18,41,-5,1,6,26,64,-76,30,4,7,33,2,32,33,49,-81,38,-71,64,-51,-5,4,-60,-42,35,8,42,1,66,32,2,-33,83,18,-20,12,28,-53,43,-3,41,49,6,52,22,70971
-21,58,44,-23,-17,-14,-96,33,78,30,-18,86,68,-21,12,9,16,-26,-14,28,-9,75,72,-13,19,-49,16,-49,-65,-55,-29,42,-30,-70,70,36,-26,-5,42,12,64,35,47,34,10,66,-13,5,64,-58,57,95,33,-87,2,-4,2,-16,21,1,50,3,-7,95,7,-7,-52,6,65,-11,72,-4,36,24,44,-41,-28,6,45,-12,1,-21,29,13,-23,2,38,2,14,72,-21,-29,-42,68,22,-25,-23,-100,37,69,-13,-48,-9,-7,37,72,-63,-48,58,22,-58,72,21,-35,9,-54,-46,24,-3,4,-85,89,-63,47,-15,-41,-26,-23,80,5,3,14,-3,-8,-43,40,-22,-62,29,-8,-20,55,8,0,81,-41,71,29,-19,100,-30,-29,-10,-9,-94,44,-100,72,-28,-38,-17,-6,-33,23,38,-26,-7,69,82,-35,-76,62,28,-13,38,26,-57,65,-4,35,0,-20,100,66,71687
-6,75,52,-16,-13,10,-50,47,-19,45,-31,43,52,-38,36,5,7,1,-12,-18,-16,30,67,58,36,-5,24,-28,-40,-31,-58,44,34,-19,1,21,0,7,60,-27,18,-2,57,69,-26,19,-8,27,88,-27,-9,95,34,-81,-22,-24,-18,9,-2,-8,-19,-19,-29,86,9,62,-27,29,33,55,70,12,-7,46,65,-31,-3,8,76,-15,-10,54,12,28,-26,-10,3,-42,-5,-15,33,-10,-4,16,-29,-10,-27,-28,65,43,-33,-58,20,-20,1,36,-56,-46,71,-20,-49,51,-29,-28,32,2,4,-12,-17,-19,-81,98,-2,9,35,-6,36,-16,67,52,-22,-24,-30,44,-24,8,-38,-16,37,43,30,14,5,25,65,0,66,45,51,73,-16,0,3,9,-52,24,-33,38,0,45,-34,26,-3,38,-16,-1,-18,84,74,-26,-88,69,33,-41,74,-10,-58,58,27,4,11,-37,100,-3,71781
