homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
14,5,19,4,12,8,20,0,0,0,0,0,1,1,10,1011,10,5,0,22,269,10,5,0,34,0,3,0,1,0,5,1,3,40
18,9,10,11,14,27,0,0,0,0,0,0,1,1,4,0,4,3,1,22,270,4,2,0,19,0,6,0,2,0,7,2,2,16
10,3,22,1,24,13,86,0,0,0,0,0,1,1,0,22122,0,8,2,22,271,0,7,0,50,0,2,0,0,1,0,4,1,76
24,8,20,8,16,22,26,0,0,0,0,0,1,1,3,20010,3,4,3,22,272,5,3,0,27,0,4,0,2,0,5,3,3,40
16,1,15,7,20,18,6,0,0,0,0,1,1,1,3,10,3,3,4,22,819,10,5,0,29,0,4,0,2,0,5,1,4,26
18,11,16,12,10,27,26,0,0,0,0,0,1,1,4,20010,4,3,5,22,822,4,0,0,14,0,6,0,2,0,8,3,2,23
19,4,23,5,14,16,66,0,0,0,0,0,1,1,8,12202,8,6,6,22,1443,3,4,0,33,0,4,0,0,0,5,2,1,70
11,12,19,3,15,17,66,0,0,0,0,0,1,1,10,20212,10,7,7,22,1447,3,3,0,36,0,2,0,0,0,4,4,2,70
14,7,34,2,24,9,73,0,0,0,0,0,1,1,10,12221,10,7,8,22,1516,10,6,0,46,0,0,1,1,0,2,3,4,70
14,6,11,9,11,13,46,0,0,0,0,0,1,1,5,1202,5,4,9,22,1786,8,3,0,26,0,5,0,0,0,5,3,2,33
14,2,22,6,15,25,66,0,0,0,0,0,1,1,8,22210,8,6,10,22,1788,8,4,0,31,0,4,0,2,0,7,0,1,43
22,13,11,10,19,27,66,0,0,0,0,0,1,1,5,2122,5,3,11,22,15006,5,4,0,24,0,6,0,0,0,6,1,2,43
11,11,23,4,18,24,53,0,0,0,0,0,4,4,10,1221,10,8,12,28,229,10,4,0,44,0,2,0,1,0,6,4,4,33
17,3,20,10,10,13,26,0,0,0,0,1,4,4,10,21,3,6,13,28,230,8,3,0,34,0,5,0,1,0,7,4,3,36
18,4,30,2,23,16,86,0,0,0,0,0,4,4,0,22221,10,10,14,28,231,10,8,0,57,0,2,0,1,0,5,1,2,73
18,6,14,7,12,16,53,0,0,0,0,0,4,4,10,1212,8,4,15,28,232,8,7,0,38,0,5,0,0,0,7,0,5,46
25,1,11,16,12,21,13,0,0,0,0,0,4,4,4,11,4,1,16,28,537,4,2,0,19,0,8,0,1,0,7,5,5,23
19,9,20,11,18,20,6,0,0,0,0,0,4,4,10,1,3,4,17,28,670,3,5,0,34,0,5,0,1,0,7,2,5,46
20,1,20,8,20,22,60,0,0,0,0,0,4,4,10,22020,8,5,18,28,673,3,5,0,38,0,5,0,2,0,5,4,4,46
17,5,25,6,19,25,40,0,0,0,0,0,4,4,10,2002,10,7,19,28,674,10,4,0,39,0,5,0,0,0,6,4,2,53
16,12,22,3,24,15,80,0,0,0,0,0,4,4,0,22202,10,10,20,28,680,10,8,0,57,0,3,0,0,0,4,2,1,80
14,7,16,9,19,24,66,0,0,0,0,0,4,4,10,2212,3,6,21,28,681,3,4,0,38,0,5,0,0,0,5,5,3,56
28,8,18,14,17,14,46,0,0,0,0,0,4,4,3,20210,5,1,22,28,1750,4,5,0,28,0,8,0,2,0,4,5,5,50
