fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-31,-38,11,0,-19,-6,40,61,0,72,-41,64,11,-51,13,-6,-12,12,-48,8,29,-6,40,49,43,38,12,38,-73,15,41,25,-51,-11,40,7,37,-23,-31,3,-43,30,24,17,-6,0,0,5,-3,8,-22,-11,-42,-4,-45,26,-14,15,36,61,52,-51,-66,58,3,0,-73,-48,46,-20,0,1,-69,29,74,66,28,29,12,-20,-61,-12,34,65,-61,-24,-32,-43,-57,-13,28,-11,56,-27,1,-54,4,-58,-1,-46,24,38,-19,-9,84,-60,-20,0,34,29,0,17,18,83,-30,-65,-42,-28,0,-25,8,-37,0,35,-49,-4,-10,-11,6,-19,-5,29,2,11,35,0,19,75,-20,-3,19,-12,-48,-74,-50,1,30,18,4,61,-37,1,56,0,5,38,-25,12,47,68,10,2,7,-9,87,-31,0,-27,-52,-66,-1,-32,54,-23,-37,0,45,-10,-1,2,26,67,4,30,0,-52,89,-12,20,0,-24,-34,-5,12,17,33,-30,51,39,-35,39,-56,0,0,-10,-21,29,11,36,-79,-10,2,5,-13,-5,27,10,0,12,-24,1,18,9,5,-2,55,42,-32,-31,-7,-13,68,8842
-15,30,24,0,-11,-13,30,29,-23,35,-39,68,13,-43,11,0,4,-3,5,2,18,-3,51,70,18,-4,-20,24,35,30,36,-26,-50,8,60,-3,70,-17,-30,73,-34,5,24,32,-56,9,-21,-8,-24,-1,16,21,-37,35,-47,-32,13,-34,18,15,65,-3,70,46,77,0,-17,14,36,14,-21,7,-34,37,4,36,11,2,14,1,-79,-14,19,90,-55,18,-49,-36,40,-44,16,17,80,-54,18,-76,39,-77,15,-28,36,41,0,6,2,80,-42,-27,3,86,-1,-3,29,83,-23,-3,-35,10,45,-46,-27,30,-17,42,-59,-5,-48,-49,10,-18,1,19,-55,-2,44,0,34,30,83,3,43,38,86,-50,11,-7,11,22,2,27,-16,16,12,-18,-38,32,-45,49,35,15,-4,41,14,42,58,-63,27,-57,33,-18,-11,53,42,-50,8,46,33,-4,13,14,44,67,9,16,-24,-36,59,6,33,0,-14,23,-8,52,-16,25,-24,72,21,12,29,0,13,0,39,-51,20,22,13,-63,10,-6,-8,18,3,18,-16,-1,8,-39,5,16,-2,7,52,51,33,44,-38,3,16,90,70193
-44,-56,38,0,-6,3,31,28,-34,22,-68,80,34,51,14,-21,-44,-26,14,-30,11,0,20,42,-17,-33,-37,8,31,24,41,-43,-31,-12,51,18,68,-28,-28,39,-21,-33,2,-1,-43,11,-34,-11,-39,12,21,-27,-65,4,-24,-38,0,34,25,36,40,-34,60,79,47,-7,-4,22,21,0,-34,-26,-30,58,-34,17,0,-28,10,-7,-90,5,31,95,58,17,-29,-45,6,-8,4,5,78,-61,4,-22,8,-93,3,-58,20,21,-2,-43,-35,83,-43,-32,-20,60,-9,2,13,58,-46,-10,-55,8,83,-63,-27,-50,-22,54,-24,-21,-4,-49,17,-19,9,-5,-26,15,50,0,6,34,93,5,19,28,85,-19,13,-21,45,-30,-14,32,-52,-24,33,-21,28,13,-38,16,57,38,13,9,18,52,87,-56,25,-54,7,5,1,94,63,-37,5,85,36,-31,-38,-21,64,81,-12,-7,-34,-56,81,-39,-6,0,-12,-43,-28,17,-1,4,-33,77,-4,23,34,-8,9,0,25,-32,36,-39,-8,-31,2,-37,-14,-14,5,-4,-27,10,13,-74,0,-2,6,31,18,78,44,-8,-44,-11,-3,84,70198
-10,57,48,0,-15,-38,63,9,-27,-11,-4,47,-9,7,18,-9,10,-8,7,-18,26,-54,1,68,6,63,18,12,35,51,65,23,-57,-1,23,-8,70,-11,-20,42,10,60,7,34,-20,-20,-24,20,25,-10,17,-5,-3,2,-55,24,0,-40,22,50,70,-10,47,32,43,-10,-4,-1,20,-6,-24,-15,0,23,-16,-13,-6,-20,5,-18,-28,-34,-2,51,-14,16,-9,-34,2,-32,25,24,77,-34,-10,-69,37,-29,6,-26,4,45,24,22,2,-36,-48,-26,30,75,-10,39,42,88,29,-37,-23,48,52,-32,16,3,-16,23,-64,13,-25,-17,-36,-11,-18,23,-12,-12,25,0,36,14,40,-48,58,19,-29,-47,-1,-4,9,18,-8,13,-18,0,46,-15,-48,13,-23,45,39,14,-8,28,-35,-3,30,-56,20,-52,4,-11,-30,16,35,-22,17,54,39,-7,0,-11,26,49,-10,22,-27,-46,24,19,32,0,-15,52,11,42,20,11,17,79,1,51,54,-34,-1,0,49,-47,11,12,24,-52,20,-16,21,27,-50,-5,-6,2,18,-13,-18,-5,-40,-3,28,38,7,19,-16,-2,-8,51,70345
-23,0,69,-37,-24,-20,19,70,-52,29,-46,84,25,54,11,-4,-3,24,-2,22,24,-17,100,50,7,70,20,10,11,71,23,5,-60,-18,51,7,52,-22,-41,8,-45,68,14,11,8,6,-52,-2,-20,7,5,-17,-47,-9,-58,9,0,-44,63,62,55,-54,23,41,12,-22,11,-8,23,-5,-52,0,12,36,46,24,12,14,12,-30,-48,-25,19,42,52,4,-73,-46,-14,-69,27,12,88,-10,10,-27,3,-47,3,-47,69,10,20,-31,54,-50,-55,-56,12,46,-24,42,19,79,41,-63,-51,37,71,-8,15,-17,-30,34,-24,-26,-70,-5,6,-16,1,30,10,28,35,-28,14,72,36,-5,24,-23,-47,25,-12,-1,28,3,-16,69,-29,-22,60,-30,-50,21,-46,54,31,62,27,-3,7,-5,36,-37,-6,-34,-9,-39,-15,30,33,-48,2,72,32,-7,-18,0,34,89,-20,30,-52,-80,39,-35,-4,-37,-25,-5,-27,57,23,8,43,84,13,25,45,-49,11,-26,-8,-56,26,0,12,20,11,12,-2,-5,-6,9,25,-12,9,-22,-5,3,-9,22,-9,38,14,-25,-76,6,-2,43,70437
-22,50,37,0,-1,-24,-7,16,0,-21,7,46,-11,-12,13,-7,-25,16,5,-19,23,-26,-15,21,-39,62,-1,0,44,32,-6,24,-52,30,20,-10,37,7,-13,39,-21,68,20,26,-22,-22,0,26,34,-16,-7,25,4,-13,-52,21,-11,4,42,40,23,-29,43,42,43,0,-40,41,19,10,0,6,-36,17,25,-21,4,-55,2,-21,-12,-21,-9,65,-20,-7,-34,-25,18,-41,24,7,50,-15,-29,-28,24,-9,0,-30,0,65,52,12,24,20,-20,0,43,35,0,36,27,44,28,0,-26,70,0,-19,2,0,0,15,-24,2,-37,-23,-16,-6,-19,-3,-18,-3,17,0,29,-1,-1,-39,45,18,30,-8,45,2,44,5,-14,20,-23,0,39,0,-1,14,-5,55,46,-9,1,14,-16,41,31,-23,-3,-20,20,-12,-29,-11,42,-5,2,0,25,-6,-2,7,16,45,-15,-1,0,-18,31,8,68,0,-2,51,1,56,25,-2,22,45,-33,68,35,3,-22,0,3,-17,44,-3,43,-14,7,-18,26,10,-39,7,17,17,12,-23,-9,3,-35,-8,14,40,12,-9,-43,8,-18,67,70830
-10,-14,11,0,-10,-2,2,15,-23,28,-17,41,21,51,14,-9,-8,36,-11,-12,22,-1,22,20,-14,23,32,8,64,9,0,36,-29,32,23,-20,10,10,-1,16,-20,34,22,14,-7,0,-20,15,14,-20,1,29,-15,11,-26,36,0,2,24,16,24,-22,79,37,22,-11,12,-7,33,16,-19,-1,-2,4,42,25,10,21,0,-6,-17,-5,4,57,45,0,-8,-19,-34,-24,27,-5,58,-9,18,-50,9,-18,-7,-24,28,65,15,-39,47,23,21,-28,51,5,-12,19,18,56,15,-16,-36,19,71,-8,31,-19,-12,10,-35,-24,-22,-36,-2,-2,-1,5,8,4,8,0,13,30,-21,6,20,9,23,38,-15,-5,29,-8,5,16,-11,-18,13,-12,-5,19,-21,33,28,28,4,-12,-1,18,47,-34,13,-33,-26,-3,2,-20,34,-24,-8,74,35,-9,-21,-5,5,44,0,6,-23,-45,49,-37,52,0,-12,-15,-27,30,26,4,16,70,-7,20,34,-3,10,0,11,23,29,-13,57,38,-5,-10,12,-6,4,16,37,15,14,-38,17,11,15,16,-7,37,27,-5,-8,1,3,57,70834
-3,-11,39,-35,0,-49,-3,47,-43,-13,-44,37,3,51,23,-22,3,26,5,-5,-25,-52,31,33,60,-8,35,1,-13,49,-2,-2,-25,31,-4,-3,-1,-13,5,79,-52,-1,3,-2,-40,-26,-38,0,-5,-1,-3,49,-43,-25,-25,-3,-28,-20,29,86,29,-50,-12,21,82,-48,-21,-67,6,-18,-37,9,-14,38,49,-12,-7,31,3,-16,-72,-51,-4,74,52,0,-12,-21,-34,-56,-28,8,36,-30,0,-50,4,-70,3,-18,30,67,-2,-11,60,-17,50,-37,19,10,-48,22,30,57,-40,-38,-14,5,67,-20,24,6,-25,-19,-44,17,-52,-60,-5,-22,-28,6,-33,-51,-10,-37,-3,34,-3,-46,41,19,-30,-47,-63,-17,-4,12,-29,48,-9,7,78,-23,-24,6,-28,57,34,26,-47,-7,0,-2,68,-47,-20,-39,-39,7,-37,-12,36,-33,18,68,26,-25,1,12,47,40,-28,1,-44,-88,72,-14,65,-34,-2,-16,14,52,-10,1,-37,43,56,11,19,-38,4,-37,38,36,1,2,13,-55,0,-8,2,14,-45,-14,17,-21,19,-54,10,-1,-39,5,5,23,4,33,2,18,-30,72,70971
13,-8,68,0,-6,-17,43,71,-27,8,-46,75,43,-36,27,-11,77,7,19,-14,-28,-23,-3,20,23,57,-15,5,71,63,43,-3,-3,2,36,-8,43,1,-21,72,-19,63,20,1,-58,22,-22,1,0,-11,10,5,-49,-6,3,-5,22,8,-19,24,24,-27,87,25,73,-15,23,0,-24,-28,-23,-14,37,38,58,7,9,-12,42,-38,-71,-14,43,68,-46,9,-61,18,6,-64,-36,31,87,-46,19,-69,-3,-72,43,4,0,78,-27,-37,63,-43,-33,-26,25,51,-15,-5,48,68,-11,-42,4,8,76,-43,-18,-8,-6,21,-62,-4,-57,-58,0,-20,23,20,-45,-43,28,0,6,-8,-35,2,30,-1,-31,19,-4,-29,27,31,-49,78,4,-35,22,-5,-6,28,-27,48,42,-20,-35,-7,5,-55,65,-46,15,-37,-3,-1,20,-49,38,-30,24,78,6,-16,-33,-12,45,80,-39,19,-28,-61,67,-39,65,0,-7,-14,-6,45,-17,5,-14,84,23,16,-5,-33,29,0,35,-34,29,22,32,15,28,-14,1,19,0,14,-2,-5,23,-46,1,21,15,41,-9,27,-28,4,-64,9,12,68,71687
-8,8,81,-3,-6,-27,0,50,-35,-44,-55,82,9,3,18,-3,20,-29,37,20,-54,-28,-7,51,3,-2,-15,7,31,77,6,-38,-22,4,46,3,63,-17,-42,79,-31,-5,43,2,-50,27,-31,-4,-19,0,-23,1,-61,-29,-14,-36,-22,6,-23,51,55,-43,60,40,75,-19,4,-6,0,-20,-30,15,-6,51,58,-45,11,-7,30,-31,-94,-18,18,74,-15,-26,-30,1,17,-58,-58,24,73,-62,18,-46,3,-94,24,-6,9,88,13,-6,89,44,-39,-31,-37,48,-20,-24,45,58,-31,-14,-1,49,71,-61,-16,18,-16,39,-45,5,-58,-29,-14,-13,29,12,-32,-58,43,-7,5,3,22,1,43,22,39,-21,-2,-21,20,24,-67,55,-19,-17,46,-14,-3,44,-28,47,57,-10,-51,39,-11,-1,66,-47,-1,-37,28,44,-31,3,55,-30,48,73,27,-6,-11,12,60,82,-64,8,-36,-43,68,-19,58,-3,-9,-4,7,51,-42,5,-30,75,3,35,-18,2,35,-5,22,-39,17,12,-34,-19,25,11,-6,48,-2,35,-37,-18,17,-42,-9,33,-37,12,14,36,-1,-14,-36,6,-35,72,71781
