competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
13,8,1,1,13,20022,30,29,156,161954,176740,63000,7,11222,13
13,9,19,1796,13,12111,29,29,336,161954,176741,54000,1943,2100,13
13,12,5,5,13,2002,29,29,28,161954,176742,63000,13,21102,13
13,15,13,1799,13,21100,29,29,330,161955,176743,50400,8,20202,13
13,16,6,9,13,0,29,29,13,161955,176744,59400,18,2220,13
13,4,3,11,13,12100,29,29,1,161955,176745,50400,2,21220,13
13,10,17,14,13,220,29,29,449,161955,176746,50400,144,1001,13
13,14,11,106,13,220,29,29,326,161954,176747,54000,1808,12,13
13,2,18,19,13,22221,29,29,355,161954,176748,72000,10,21102,13
13,20,7,1925,13,11022,29,30,450,161956,176749,72000,110,21021,13
14,16,12,88,14,2000,36,36,180,161951,177262,71100,15,12000,14
14,13,1,1800,14,10100,36,36,497,161951,177263,72000,1801,22222,14
14,10,22,95,14,10200,36,36,335,161950,177264,71100,1919,1101,14
14,18,2,12,14,1102,36,36,349,161951,177265,71100,89,1122,14
14,7,3,97,14,20022,36,36,180,161950,177266,71100,91,20222,14
14,11,17,1792,14,22021,35,36,329,161951,177267,71100,1794,22022,14
14,20,23,1951,14,22001,36,36,228,161951,177268,71100,3,1022,14
14,14,19,1790,14,2102,35,36,112,161950,177269,71100,1960,22001,14
14,9,24,1807,14,1202,36,35,180,161950,177270,71100,1795,0,14
14,4,15,1806,14,2221,36,35,331,161950,177271,72000,94,1200,14
14,8,21,109,14,22122,36,35,327,161951,177272,71100,17,10101,14
14,5,6,1947,14,2200,35,36,32,161950,177273,71100,1952,1222,14
16,9,7,69,16,21222,25,25,33,161954,177607,75900,378,12222,16
16,2,10,217,16,22012,25,25,249,161954,177608,61200,64,2111,16
16,12,18,68,16,100,25,25,26,161955,177609,62100,1809,10000,16
16,4,14,1738,16,22001,25,25,176,161955,177610,62100,66,22000,16
16,16,3,219,16,12011,25,25,29,161953,177611,74700,57,1022,16
16,13,8,76,16,10121,25,25,179,161955,177613,54000,111817,1211,16
16,15,11,1530,16,10100,25,25,26,161954,177614,68400,72,20002,16
16,6,5,74,16,11221,25,25,179,161955,177615,74700,65,2222,16
16,8,17,71,16,1211,25,25,512,161962,177617,74700,76,200,16
16,1,15,72,16,20220,25,25,176,161961,177618,75900,73,10100,16
17,3,15,1823,17,10112,26,26,179,161953,177922,72000,1739,20110,17
17,11,14,1815,17,20001,26,26,35,161953,177923,72000,110321,220,17
17,16,10,62,17,20100,26,26,228,161953,177924,72000,1816,10111,17
17,2,13,1805,17,22222,26,26,178,161954,177925,72000,1819,11110,17
17,17,9,70,17,11011,26,26,26,161953,177926,72000,1814,2012,17
17,12,18,58,17,2012,26,26,34,161953,177927,72000,132680,11101,17
17,6,4,379,17,22212,26,26,179,161954,177928,50400,111659,11111,17
17,7,5,111273,17,12101,26,26,182,161954,177929,50400,111276,2010,17
17,1,8,131447,17,1222,26,26,35,161956,177930,74700,294,11220,17
19,1,6,32,19,22222,25,25,12,161954,178219,55800,21,20121,19
19,9,2,22,19,2220,25,25,9,161954,178220,55800,100409,22102,19
19,16,12,23,19,20221,25,25,343,161953,178221,73800,110329,10020,19
19,18,7,1824,19,100,25,25,416,161954,178222,55800,111235,12021,19
19,14,10,28,19,100,25,25,41,161954,178223,66600,31,21002,19
19,17,3,10029,19,1000,25,25,407,161954,178224,55800,175,2102,19
19,11,8,25,19,10200,25,25,447,161955,178225,63000,1831,20201,19
19,15,13,38,19,20111,25,25,413,161955,178226,55800,169,22,19
19,5,4,36,19,21122,25,25,418,161955,178227,70200,112172,2121,19
20,8,7,29,20,10221,25,25,147,161955,178525,48600,1832,2200,20
20,4,12,159,20,21221,25,25,454,161954,178526,46800,10030,22000,20
20,14,13,503,20,11020,25,25,178,161955,178527,48600,531,10121,20
20,5,1,34,20,22120,25,25,30,161955,178528,48600,485,12212,20
20,9,6,166,20,11102,25,25,135,161954,178529,73800,160,20022,20
20,11,17,576,20,2100,25,25,513,161954,178530,46800,171,10,20
20,3,16,165,20,2212,25,25,474,161953,178531,66600,580,212,20
20,10,15,110500,20,11022,25,25,33,161954,178532,46800,110636,1001,20
20,2,18,110588,20,21202,25,25,178,161953,178533,66600,110502,20000,20
31,5,4,1745,31,21210,28,28,34,161955,178886,64800,52,1222,31
31,13,19,206,31,1202,28,28,261,161955,178887,45000,110556,10002,31
31,16,3,48,31,22002,28,28,520,161954,178888,64800,347,21022,31
31,12,15,54,31,22211,28,28,261,161953,178889,74700,50,10020,31
31,6,11,55,31,10012,28,28,482,161954,178890,74700,45,21,31
31,14,20,110738,31,110,28,28,182,161955,178891,54000,1842,10000,31
31,17,18,111434,31,12201,28,28,193,161956,178892,74700,110374,1000,31
31,8,9,111974,31,2220,28,28,26,161955,178893,54000,189,2220,31
31,2,10,115841,31,21022,28,28,195,161955,178894,74700,131681,10102,31
31,7,1,131682,31,22201,28,28,176,161954,178895,54000,115845,22220,31
50,4,2,78,50,12220,29,29,480,161954,179160,54000,83,22012,50
50,7,8,180,50,21102,29,29,228,161955,179161,50400,181,1212,50
50,12,5,81,50,111,29,29,180,161954,179162,54000,621,20221,50
50,1,11,82,50,2022,29,29,180,161954,179163,72000,80,2010,50
50,3,10,100805,50,21211,29,29,34,161955,179164,43200,86,10,50
50,6,9,77,50,22002,29,29,180,161954,179165,54000,79,100,50
53,9,3,240,53,22022,27,27,364,161954,179454,58500,1860,222,53
53,4,16,463,53,2202,27,27,399,161953,179455,75600,483,1100,53
53,14,1,241,53,11211,27,27,192,161955,179456,58500,481,20222,53
53,7,18,453,53,1011,27,27,440,161955,179457,50400,452,1,53
53,6,5,449,53,1220,27,27,392,161955,179458,66600,450,22110,53
53,17,2,243,53,1010,27,27,2,161954,179459,75600,468,22002,53
53,11,8,457,53,21201,27,27,397,161955,179460,75600,479,20120,53
53,19,13,480,53,21,27,27,429,161956,179461,75600,1853,21121,53
53,10,15,110062,53,22210,27,27,400,161954,179462,50400,448,12101,53
53,12,20,110827,53,2022,27,27,147,161954,179463,66600,461,1001,53
54,5,14,1854,54,11122,29,29,183,161956,179883,73800,472,1011,54
54,4,8,1894,54,20220,29,29,34,161954,179884,75600,242,2220,54
54,13,11,1867,54,22202,29,29,179,161955,179885,50400,110711,20000,54
54,7,10,467,54,11022,29,29,395,161955,179886,66600,10846,12022,54
54,3,9,459,54,22100,29,29,179,161955,179887,75600,100852,21110,54
54,1,20,15012,54,20222,29,29,178,161954,179888,58500,456,1100,54
54,19,6,573,54,2001,29,29,192,161955,179889,66600,110839,20221,54
