competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
65,6,1,306,65,12102,31,31,34,161799,173123,72000,834,12122,65
65,6,10,422,65,12102,32,31,34,161802,173146,71100,834,2100,65
65,10,4,1572,65,2100,33,32,469,161806,173150,71100,422,1210,65
65,3,9,1571,65,21020,32,32,34,161806,173151,71100,305,102,65
65,7,6,834,65,11220,31,33,469,161806,173152,71100,563,12102,65
65,1,5,423,65,12122,32,31,34,161806,173153,71100,306,21120,65
65,2,8,753,65,12112,33,33,33,161806,173154,71100,445,2,65
41,6,14,1523,41,2100,24,23,35,161807,173597,57600,298,120,41
41,7,13,1756,41,20102,24,24,178,161808,173598,61200,920,21,41
41,5,11,417,41,22,24,23,178,161808,173599,61200,1757,20,41
41,16,3,919,41,10000,23,24,249,161807,173600,64800,1463,12220,41
41,10,15,922,41,21001,24,24,228,161808,173601,69300,2041,22201,41
41,1,4,418,41,21212,24,24,34,161808,173602,52200,300,22220,41
41,2,9,112199,41,22212,24,23,228,161807,173603,50400,918,22012,41
41,12,8,131491,41,10202,24,24,34,161808,173604,61200,113459,1121,41
56,11,9,711,56,2002,26,26,249,161807,173853,63000,113458,22,56
56,4,2,708,56,22010,26,26,261,161808,173854,50400,433,21202,56
56,14,8,700,56,2102,26,26,179,161808,173855,59400,1870,1000,56
56,1,5,319,56,22122,26,26,178,161809,173856,69000,112072,22020,56
56,7,12,702,56,11020,26,26,249,161807,173857,54000,320,1200,56
56,6,3,111594,56,21221,26,26,178,161808,173858,50400,710,20212,56
56,10,16,112126,56,20200,26,26,35,161808,173859,59400,111705,2,56
56,13,15,113892,56,1220,26,26,34,161809,173860,68400,321,10221,56
83,4,5,982,83,1200,32,32,261,161807,174077,50400,1474,211,83
83,9,1,1477,83,221,32,32,180,161807,174078,50400,112558,22011,83
83,7,10,1473,83,22010,32,32,176,161807,174079,50400,112258,1110,83
83,11,3,980,83,1,32,32,176,161807,174080,50400,1478,20212,83
83,6,12,2056,83,22011,32,32,178,161807,174081,50400,112115,22012,83
83,2,8,112555,83,222,32,32,35,161807,174082,50400,2055,22111,83
39,24,7,112996,39,11111,31,32,458,161797,174322,70200,111651,22222,39
39,27,5,112893,39,20100,32,32,493,161800,174356,70200,112885,22102,39
39,7,12,114161,39,22222,32,31,249,161801,174367,64800,112996,20200,39
39,16,30,697,39,12212,32,32,161,161800,174479,70200,695,0,39
39,4,13,112606,39,22112,32,32,180,161800,174486,70200,101112,1211,39
39,18,10,111144,39,20022,32,32,341,161800,174487,66600,111065,10012,39
39,29,27,112885,39,21000,32,33,402,161807,174545,64800,688,20100,39
39,1,8,114640,39,20222,33,33,193,161807,174546,64800,112134,22002,39
