overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-2,85,87,1,241651
-2,86,88,1,246669
-2,82,84,5,239231
-1,90,91,9,209331
3,92,89,9,212831
-2,86,88,9,233731
-2,84,86,9,237678
-2,85,87,9,239837
-1,88,89,9,256630
2,92,90,10,239085
-2,85,87,11,212198
-2,83,85,11,243014
2,91,89,21,202126
-2,87,89,21,212622
2,89,87,21,213331
-2,83,85,32,234236
2,89,87,48,192985
-2,83,85,48,237238
-2,85,87,73,247635
2,89,87,240,246191
1,89,88,241,188545
3,90,87,241,241486
3,92,89,241,251854
3,92,89,241,277643
-1,88,89,243,192119
-3,82,85,243,204963
-1,88,89,243,238794
-2,87,89,243,239053
-1,89,90,243,252371
4,89,85,112172,185122
3,89,86,112893,158023
1,90,89,116009,237288
2,89,87,116009,245802
2,89,87,116010,238257
2,91,89,116017,246219
2,89,87,116033,231432
-1,83,84,116033,242896
-1,87,88,116033,246272
-1,86,87,116034,233662
1,89,88,116309,226893
3,90,87,116310,232075
-2,82,84,116310,233244
-2,82,84,116311,238470
1,91,90,116325,227102
2,93,91,116325,227203
2,91,89,116325,237289
2,93,91,116325,241667
-1,84,85,116326,245879
2,89,87,131682,224232
1,89,88,131682,231478
