leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
0,0,0,0,1,0,0,269,0,0,0,0,0,228505,3,0
0,0,0,0,24,3,1,269,0,0,0,0,0,264515,2,0
0,0,0,0,32,4,2,269,0,0,0,0,0,250851,2,0
0,0,0,0,5,5,3,269,0,0,0,0,0,225948,3,0
1,0,0,1,4,6,4,269,0,0,0,0,0,245900,2,0
0,0,0,0,27,7,5,269,0,0,0,0,0,233178,3,0
4,0,0,1,7,23,6,269,0,0,0,0,0,251356,5,0
1,0,0,1,10,13,7,269,0,0,0,0,0,172522,4,0
0,0,0,0,8,15,8,269,0,0,0,0,0,272596,3,0
0,0,0,0,21,27,9,269,0,0,0,0,0,273530,3,0
1,0,0,1,9,25,10,269,0,0,0,0,0,199439,3,0
3,0,0,1,11,28,11,269,0,0,0,0,0,257157,3,0
2,0,0,1,19,28,12,269,0,0,0,0,0,79557,5,0
0,0,0,0,18,28,13,269,0,0,0,0,0,79556,3,0
2,0,0,1,6,28,14,269,0,0,0,0,0,227622,3,0
0,0,0,0,16,28,15,269,0,0,0,0,0,215693,3,0
0,0,0,0,30,28,16,269,0,0,0,0,0,212121,3,0
0,0,0,0,2,28,17,269,0,0,0,0,0,251908,3,0
1,0,0,1,35,28,18,269,0,0,0,0,0,71170,4,0
0,0,0,0,17,28,19,269,0,0,0,0,0,259159,3,0
0,0,0,0,13,28,20,269,0,0,0,0,0,271112,3,0
0,0,0,0,42,28,21,269,0,0,0,0,0,77393,3,0
0,0,0,0,38,28,22,269,0,0,0,0,0,77394,3,0
0,0,0,0,31,29,23,269,0,0,0,0,0,219814,5,0
0,0,0,0,1,0,24,270,0,0,0,0,0,200209,2,0
1,0,0,1,19,3,25,270,0,0,0,0,0,213835,3,0
0,0,0,0,3,4,26,270,0,0,0,0,0,257036,3,0
0,0,0,0,4,6,27,270,0,0,0,0,0,266890,2,0
0,0,0,0,2,7,28,270,0,0,0,0,0,236875,4,0
5,1,0,1,17,23,29,270,0,0,0,0,0,243666,3,0
0,0,0,0,20,13,30,270,0,0,0,0,0,243891,3,0
0,0,0,0,22,14,31,270,0,0,0,0,0,247658,3,0
0,0,0,0,33,15,32,270,0,0,0,0,0,73644,3,0
1,0,0,1,10,27,33,270,0,0,0,0,0,262538,2,0
6,1,0,1,23,25,34,270,0,0,0,0,0,271320,3,0
0,0,0,0,9,28,35,270,0,0,0,0,0,267783,3,0
0,0,0,0,41,28,36,270,0,0,0,0,0,275271,3,0
0,0,0,0,36,28,37,270,0,0,0,0,0,73641,2,0
0,0,0,0,18,28,38,270,0,0,0,0,0,256846,3,0
0,0,0,0,30,28,39,270,0,0,0,0,0,265179,3,0
0,0,0,0,15,28,40,270,0,0,0,0,0,275332,3,0
0,0,0,0,8,28,41,270,0,0,0,0,0,216286,3,0
0,0,0,0,26,28,42,270,0,0,0,0,0,79957,3,0
0,0,0,0,14,28,43,270,0,0,0,0,0,262537,3,0
0,0,0,0,28,28,44,270,0,0,0,0,0,79956,3,0
0,0,0,0,16,28,45,270,0,0,0,0,0,79551,3,0
0,0,0,0,35,28,46,270,0,0,0,0,0,74531,3,0
0,0,0,0,24,29,47,270,0,0,0,0,0,73988,3,0
1,0,0,1,40,29,48,270,0,0,0,0,0,262588,3,0
0,0,0,0,25,29,49,270,0,0,0,0,0,252737,3,0
0,0,0,0,21,29,50,270,0,0,0,0,0,73880,3,0
0,0,0,0,7,29,51,270,0,0,0,0,0,278363,3,0
0,0,0,0,1,0,52,271,0,0,0,0,0,132740,3,0
2,0,0,1,2,3,53,271,0,0,0,0,0,238222,5,0
0,0,0,0,3,4,54,271,0,0,0,0,0,190633,3,0
0,0,0,0,5,5,55,271,0,0,0,0,0,231828,2,0
0,0,0,0,19,6,56,271,0,0,0,0,0,253472,4,0
2,0,0,1,11,7,57,271,0,0,0,0,0,253409,4,0
5,1,0,1,31,23,58,271,0,0,0,0,0,256746,3,0
1,0,0,0,6,13,59,271,0,0,0,0,0,213530,3,0
1,0,0,0,7,15,60,271,0,0,0,0,0,260149,5,0
3,0,0,1,10,27,61,271,0,0,0,0,0,251201,5,0
5,1,0,1,9,25,62,271,0,0,0,0,0,191083,3,0
0,0,0,0,15,28,63,271,0,0,0,0,0,254849,3,0
0,0,0,0,14,28,64,271,0,0,0,0,0,243886,3,0
1,0,0,0,29,28,65,271,0,0,0,0,0,250854,3,0
0,0,0,0,40,28,66,271,0,0,0,0,0,261670,3,0
0,0,0,0,22,28,67,271,0,0,0,0,0,243158,3,0
0,0,0,0,39,28,68,271,0,0,0,0,0,77729,3,0
0,0,0,0,27,28,69,271,0,0,0,0,0,79548,3,0
0,0,0,0,8,28,70,271,0,0,0,0,0,250855,4,0
0,0,0,0,13,28,71,271,0,0,0,0,0,232225,3,0
0,0,0,0,32,28,72,271,0,0,0,0,0,276352,3,0
0,0,0,0,26,28,73,271,0,0,0,0,0,268506,3,0
0,0,0,0,17,28,74,271,0,0,0,0,0,243539,3,0
0,0,0,0,30,0,75,272,0,0,0,0,0,262056,3,0
0,0,0,0,20,3,76,272,0,0,0,0,0,232311,2,0
2,0,0,1,5,4,77,272,0,0,0,0,0,224426,1,0
0,0,0,0,4,5,78,272,0,0,0,0,0,198538,1,0
0,0,0,0,29,6,79,272,0,0,0,0,0,256855,3,0
1,0,0,1,3,7,80,272,0,0,0,0,0,242712,2,0
5,1,0,1,17,23,81,272,0,0,0,0,0,276272,4,0
0,0,0,0,19,13,82,272,0,0,0,0,0,204193,3,0
0,0,0,0,8,15,83,272,0,0,0,0,0,201303,3,0
6,1,0,1,7,27,84,272,0,0,0,0,0,239981,2,0
2,0,0,1,31,25,85,272,0,0,0,0,0,230561,2,0
0,0,0,0,23,28,86,272,0,0,0,0,0,78632,3,0
0,0,0,0,18,28,87,272,0,0,0,0,0,271079,3,0
0,0,0,0,14,28,88,272,0,0,0,0,0,248493,3,0
0,0,0,0,15,28,89,272,0,0,0,0,0,78630,3,0
0,0,0,0,1,28,90,272,0,0,0,0,0,184040,3,0
0,0,0,0,28,28,91,272,0,0,0,0,0,79549,3,0
1,0,0,1,11,28,92,272,0,0,0,0,0,274264,3,0
0,0,0,0,26,28,93,272,0,0,0,0,0,78634,3,0
0,0,0,0,22,28,94,272,0,0,0,0,0,81291,2,0
0,0,0,0,27,28,95,272,0,0,0,0,0,79553,3,0
0,0,0,0,24,28,96,272,0,0,0,0,0,70125,1,0
0,0,0,0,13,28,97,272,0,0,0,0,0,78629,3,0
0,0,0,0,6,29,98,272,0,0,0,0,0,256741,3,0
0,0,0,0,16,29,99,272,0,0,0,0,0,220584,1,0
0,0,0,0,42,0,100,819,0,0,0,0,0,246267,2,0
0,0,0,0,13,3,101,819,0,0,0,0,0,263711,4,0
1,0,0,0,5,4,102,819,0,0,0,0,0,274187,3,0
1,0,0,0,6,6,103,819,0,0,0,0,0,229150,3,0
1,0,0,0,15,7,104,819,0,0,0,0,0,246014,4,0
1,0,0,0,12,9,105,819,0,0,0,0,0,217605,4,0
0,0,0,0,27,11,106,819,0,0,0,0,0,193283,2,0
4,0,0,1,11,12,107,819,0,0,0,0,0,224389,4,0
3,0,0,1,30,16,108,819,0,0,0,0,0,263672,3,0
4,0,0,1,10,18,109,819,0,0,0,0,0,203362,5,0
2,0,0,1,9,25,110,819,0,0,0,0,0,240833,3,0
1,0,0,0,7,28,111,819,0,0,0,0,0,207554,2,0
2,0,0,1,16,28,112,819,0,0,0,0,0,74233,5,0
0,0,0,0,20,28,113,819,0,0,0,0,0,266260,3,0
2,0,0,1,22,28,114,819,0,0,0,0,0,70766,3,0
0,0,0,0,31,28,115,819,0,0,0,0,0,222562,3,0
0,0,0,0,14,28,116,819,0,0,0,0,0,201943,3,0
0,0,0,0,24,28,117,819,0,0,0,0,0,219466,3,0
0,0,0,0,4,28,118,819,0,0,0,0,0,70730,3,0
0,0,0,0,36,28,119,819,0,0,0,0,0,271980,3,0
0,0,0,0,21,28,120,819,0,0,0,0,0,235636,3,0
0,0,0,0,49,28,121,819,0,0,0,0,0,79165,3,0
0,0,0,0,23,28,122,819,0,0,0,0,0,75164,3,0
0,0,0,0,38,29,123,819,0,0,0,0,0,73448,3,0
0,0,0,0,29,29,124,819,0,0,0,0,0,79034,3,0
2,0,0,1,8,29,125,819,0,0,0,0,0,240974,3,0
0,0,0,0,61,29,126,819,0,0,0,0,0,79407,3,0
0,0,0,0,1,0,127,822,0,0,0,0,0,262295,3,0
0,0,0,0,2,3,128,822,0,0,0,0,0,243866,3,0
3,0,0,1,13,4,129,822,0,0,0,0,0,255211,4,0
0,0,0,0,4,6,130,822,0,0,0,0,0,177373,3,0
0,0,0,0,3,7,131,822,0,0,0,0,0,204017,3,0
2,0,0,1,7,23,132,822,0,0,0,0,0,264822,5,0
2,0,0,1,17,13,133,822,0,0,0,0,0,217845,4,0
0,0,0,0,6,14,134,822,0,0,0,0,0,77090,4,0
0,0,0,0,8,15,135,822,0,0,0,0,0,275703,4,0
2,0,0,1,10,27,136,822,0,0,0,0,0,225931,3,0
0,0,0,0,32,25,137,822,0,0,0,0,0,79554,3,0
0,0,0,0,30,28,138,822,0,0,0,0,0,259134,3,0
0,0,0,0,26,28,139,822,0,0,0,0,0,77395,3,0
0,0,0,0,14,28,140,822,0,0,0,0,0,223813,3,0
0,0,0,0,25,28,141,822,0,0,0,0,0,73642,3,0
0,0,0,0,24,28,142,822,0,0,0,0,0,264111,3,0
0,0,0,0,19,28,143,822,0,0,0,0,0,257399,3,0
0,0,0,0,80,28,144,822,0,0,0,0,0,248118,3,0
1,0,0,1,20,28,145,822,0,0,0,0,0,79859,3,0
1,0,0,1,29,28,146,822,0,0,0,0,0,73447,3,0
0,0,0,0,5,28,147,822,0,0,0,0,0,259763,3,0
0,0,0,0,23,28,148,822,0,0,0,0,0,278362,3,0
0,0,0,0,9,28,149,822,0,0,0,0,0,260825,3,0
0,0,0,0,11,29,150,822,0,0,0,0,0,241695,3,0
0,0,0,0,33,29,151,822,0,0,0,0,0,70445,3,0
0,0,0,0,34,29,152,822,0,0,0,0,0,246647,3,0
0,0,0,0,28,29,153,822,0,0,0,0,0,79862,3,0
0,0,0,0,27,29,154,822,0,0,0,0,0,80324,3,0
0,0,0,0,22,29,155,822,0,0,0,0,0,71220,3,0
0,0,0,0,18,29,156,822,0,0,0,0,0,184143,3,0
0,0,0,0,21,29,157,822,0,0,0,0,0,81288,3,0
0,0,0,0,16,29,158,822,0,0,0,0,0,70164,3,0
0,0,0,0,1,0,159,1443,0,0,0,0,0,256742,2,0
0,0,0,0,18,3,160,1443,0,0,0,0,0,241150,3,0
0,0,0,0,55,4,161,1443,0,0,0,0,0,260874,4,0
0,0,0,0,5,6,162,1443,0,0,0,0,0,270528,3,0
0,0,0,0,24,7,163,1443,0,0,0,0,0,234501,3,0
1,0,0,1,13,10,164,1443,0,0,0,0,0,215686,4,0
