homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
8,5,13,4,3,3,40,0,0,0,0,0,1,1,0,202,10,4,0,10,269,10,2,0,18,0,2,0,0,0,2,0,0,60
8,9,7,10,8,13,33,0,0,0,0,0,1,1,0,211,5,2,1,10,270,5,1,0,11,0,2,0,1,0,3,1,1,36
3,3,7,1,13,6,100,0,0,0,0,0,1,1,0,22222,0,3,2,10,271,0,4,0,23,0,1,0,0,1,0,1,1,76
12,8,11,11,6,15,26,0,0,0,0,0,1,1,0,10020,4,3,3,10,272,4,0,0,11,0,2,0,2,0,3,2,0,36
7,1,8,3,16,7,53,0,0,0,0,1,1,1,0,12012,10,1,4,10,819,10,5,0,20,0,1,0,0,0,1,0,2,66
7,11,8,12,3,7,20,0,0,0,0,0,1,1,0,111,4,1,5,10,822,4,0,0,7,0,2,0,1,0,3,2,2,23
9,4,8,6,5,7,40,0,0,0,0,0,1,1,0,2002,8,2,6,10,1443,8,2,0,12,0,3,0,0,0,3,0,0,40
6,12,7,8,8,12,46,0,0,0,0,0,1,1,0,22010,3,2,7,10,1447,3,1,0,11,0,2,0,2,0,3,1,1,36
11,7,20,2,5,2,80,0,0,0,0,0,1,1,0,22022,10,4,8,10,1516,10,2,0,21,0,0,1,0,0,1,1,2,70
7,6,5,5,7,8,40,0,0,0,0,0,1,1,0,220,8,2,9,10,1786,8,2,0,13,0,2,0,2,0,3,1,0,43
6,2,4,7,9,13,60,0,0,0,0,0,1,1,0,22200,3,2,10,10,1788,3,2,0,12,0,3,0,2,0,3,0,0,40
8,13,7,9,9,12,26,0,0,0,0,0,1,1,0,20100,5,2,11,10,15006,5,1,0,11,0,2,0,2,0,3,1,1,36
6,11,9,4,5,3,40,0,0,0,0,0,4,4,0,1121,10,2,12,9,229,10,2,0,15,0,1,0,1,0,1,1,2,55
5,3,7,13,2,6,26,0,0,0,0,1,4,4,0,20010,5,2,13,9,230,5,0,0,10,0,1,0,2,0,2,3,1,37
6,4,11,2,5,5,53,0,0,0,0,0,4,4,0,10212,10,3,14,9,231,10,2,0,17,0,0,1,0,0,2,1,1,62
8,6,5,11,4,4,26,0,0,0,0,0,4,4,0,120,3,1,15,9,232,3,2,0,11,0,2,0,2,0,2,0,2,40
4,1,0,16,2,9,6,0,1,0,0,0,4,4,0,1,4,0,16,9,537,4,0,0,3,0,3,0,1,0,3,1,2,11
7,9,6,8,6,5,60,0,0,0,0,0,4,4,0,22200,8,1,17,9,670,8,2,0,12,0,2,0,2,0,1,1,2,44
6,1,5,9,7,7,46,0,0,0,0,0,4,4,0,21002,3,1,18,9,673,3,2,0,11,0,2,0,0,0,2,1,1,40
4,5,7,5,8,8,66,0,0,0,0,0,4,4,0,12202,10,2,19,9,674,10,2,0,14,0,1,0,0,0,2,1,1,51
7,12,8,6,4,4,26,0,0,0,0,0,4,4,0,21000,10,3,20,9,680,10,1,0,14,0,2,0,2,0,1,2,0,51
4,7,5,12,11,16,46,0,0,0,0,0,4,4,0,22010,3,2,21,9,681,3,1,0,10,0,2,0,2,0,3,1,0,37
11,8,9,14,3,2,33,0,0,0,0,0,4,4,0,21010,5,1,22,9,1750,5,1,0,9,0,3,0,2,0,1,2,1,33
0,2,12,1,7,4,86,0,0,0,1,0,4,4,0,12222,0,4,23,9,2014,0,3,0,23,0,0,1,0,1,0,2,0,85
4,1,5,7,8,9,60,0,0,0,0,0,4,4,0,222,8,2,24,9,15005,8,2,0,13,0,2,0,0,0,2,0,1,48
7,10,6,15,2,10,46,0,0,0,0,0,4,4,0,22001,4,1,25,9,100087,4,1,0,8,0,2,0,1,0,3,0,2,29
4,13,6,3,6,4,53,0,0,0,0,0,4,4,0,2112,10,2,26,9,110724,10,2,0,16,0,0,1,0,0,1,2,2,59
2,1,2,10,5,7,53,0,0,0,0,0,4,4,0,10221,3,2,27,9,132231,3,1,0,11,0,1,0,1,0,3,1,1,40
2,3,9,3,5,5,73,0,0,0,1,0,10,10,0,21212,10,4,28,7,245,10,0,0,15,0,0,1,0,1,0,3,0,71
0,1,5,1,10,4,86,0,0,0,1,1,10,10,0,22212,0,3,29,7,246,0,3,0,19,0,0,1,0,1,0,1,0,90
7,2,12,2,9,4,66,0,0,0,0,0,10,10,0,20212,10,2,30,7,247,10,3,0,16,0,1,0,0,1,0,0,1,76
4,13,6,9,6,8,60,0,0,0,0,0,10,10,0,22020,3,2,31,7,634,8,1,0,10,0,0,1,2,0,3,0,1,47
6,14,6,12,3,6,33,0,0,0,0,0,10,10,0,11002,3,1,32,7,645,5,0,0,7,0,1,0,0,0,1,2,2,33
4,7,10,7,3,3,46,0,0,0,0,0,10,10,0,22001,8,2,33,7,1903,8,1,0,10,0,1,0,1,0,2,0,1,47
3,18,4,15,3,9,26,0,0,0,0,0,10,10,0,120,3,2,34,7,1904,3,0,0,7,0,1,0,2,0,3,1,0,33
6,4,9,5,6,5,53,0,0,0,0,0,10,10,0,22110,8,1,35,7,1906,8,2,0,12,0,0,1,2,0,1,1,2,57
6,5,5,8,7,4,66,0,0,0,0,0,10,10,0,20122,8,1,36,7,1908,3,2,0,10,0,1,0,0,0,2,0,1,47
6,12,13,4,8,7,40,0,0,0,0,0,10,10,0,20002,10,3,37,7,1910,8,1,0,12,0,1,0,0,0,2,0,0,57
7,8,7,16,3,5,33,0,0,0,0,0,10,10,0,1021,5,1,38,7,1913,3,0,0,6,0,1,0,1,0,2,1,2,28
4,17,1,14,6,7,6,0,0,0,0,0,10,10,0,10,3,1,39,7,1914,3,1,0,7,0,2,0,2,0,2,1,0,33
2,12,8,6,4,8,60,0,0,0,0,0,10,10,0,2220,8,3,40,7,1915,10,1,0,12,0,1,0,2,0,2,0,0,57
5,15,3,17,3,10,40,0,0,0,0,0,10,10,0,2020,4,1,41,7,1971,3,1,0,6,0,3,0,2,0,2,0,0,28
5,11,5,10,8,8,46,0,0,0,0,0,10,10,0,1220,3,1,42,7,100632,3,1,0,9,0,1,0,2,0,1,2,1,42
6,16,5,18,1,12,20,0,0,0,0,0,10,10,0,2,4,1,43,7,100634,4,0,0,3,0,2,0,0,0,4,0,0,14
9,19,7,13,2,4,46,0,0,0,0,0,10,10,0,12002,3,1,44,7,100638,4,1,0,7,0,2,0,0,0,2,0,1,33
10,6,3,11,5,9,40,0,0,0,0,0,10,10,0,20200,3,1,45,7,100646,3,2,0,9,0,2,0,2,0,2,0,0,42
1,2,9,2,3,2,66,0,0,0,0,0,13,13,0,20212,1,2,46,6,1,1,2,0,13,0,0,1,0,0,1,0,1,72
4,7,3,16,1,2,33,0,0,0,0,0,13,13,0,112,5,1,47,6,2,5,0,0,6,0,1,0,0,0,1,2,1,33
3,12,3,8,8,5,46,0,0,0,0,0,13,13,0,22100,3,1,48,6,5,3,1,0,8,0,1,0,2,0,1,1,1,44
1,17,3,9,4,5,53,0,0,0,0,0,13,13,0,22101,3,1,49,6,7,3,1,0,8,0,0,1,1,0,2,0,2,44
2,18,3,12,3,7,33,0,0,0,0,1,13,14,0,1021,3,1,50,6,8,3,1,0,8,0,0,1,1,0,2,0,2,44
3,5,7,1,5,4,80,0,0,0,0,1,13,13,0,22220,0,3,51,6,9,0,2,0,15,0,0,1,2,0,1,0,0,83
3,1,8,7,6,3,46,0,0,0,0,0,13,13,0,212,3,2,52,6,10,3,1,0,10,0,1,0,0,0,1,1,0,55
4,3,5,14,2,7,46,0,0,0,0,0,13,13,0,12020,3,2,53,6,11,3,0,0,7,0,1,0,2,0,2,1,0,38
5,4,4,15,0,0,33,0,0,0,0,0,13,13,0,1210,5,1,54,6,13,5,0,0,6,0,2,0,2,1,0,3,0,33
5,16,3,17,2,5,13,0,0,0,0,0,13,13,0,10010,5,1,55,6,14,5,0,0,5,0,2,0,2,0,1,2,0,27
2,8,4,4,7,2,53,0,0,0,0,0,13,13,0,20211,1,1,56,6,18,1,2,0,11,0,1,0,1,1,0,1,1,61
10,14,2,19,4,4,26,0,0,0,0,0,13,13,0,2001,4,0,57,6,19,4,1,0,4,0,3,0,1,0,1,1,0,22
2,6,6,5,1,2,53,0,0,0,0,0,13,14,0,2112,2,2,58,6,106,2,1,0,11,0,0,1,0,0,1,1,1,61
10,13,3,20,1,3,6,0,1,0,0,0,13,13,0,1,4,0,59,6,110,4,0,0,1,0,3,0,1,0,2,1,0,5
2,10,5,11,2,6,46,0,0,0,0,0,13,13,0,10220,3,2,60,6,144,3,0,0,8,0,0,1,2,0,2,1,1,44
2,1,3,18,3,11,26,0,0,0,0,0,13,14,0,20010,4,1,61,6,1796,4,0,0,4,0,1,0,2,0,3,0,1,22
2,11,3,3,5,1,73,0,0,1,1,0,13,13,0,12122,1,1,62,6,1799,1,2,0,12,0,0,1,0,1,0,1,2,66
4,6,5,10,4,5,46,0,0,0,0,0,13,13,0,2012,3,1,63,6,1808,3,1,0,8,0,0,1,0,0,2,0,2,44
3,9,6,13,3,8,46,0,0,0,0,0,13,13,0,20102,3,2,64,6,1925,3,0,0,7,0,0,1,0,0,3,0,1,38
1,15,3,6,5,6,73,0,0,0,0,0,13,13,0,22211,3,2,65,6,1943,3,1,0,11,0,0,1,1,0,1,1,1,61
4,7,1,20,4,4,60,0,0,0,0,0,14,14,6,20220,5,0,66,6,3,5,2,0,6,0,2,0,2,0,2,0,0,42
1,4,4,1,8,4,73,0,0,0,1,0,14,14,6,22121,6,3,67,7,12,6,2,0,17,0,0,1,1,1,0,2,0,80
2,20,5,9,6,11,66,0,0,0,0,0,14,14,6,2221,3,2,68,7,15,3,1,0,11,0,0,1,1,0,2,1,1,52
4,20,4,19,4,6,20,0,0,0,0,0,14,13,6,1101,5,1,69,7,17,5,0,0,7,0,1,0,1,0,1,2,2,33
1,17,3,11,2,7,40,0,0,0,0,1,14,60,6,20020,3,2,70,7,88,3,1,0,10,0,0,1,2,0,3,0,1,47
2,10,5,7,2,3,46,0,0,0,0,0,14,60,6,122,8,2,71,7,89,8,1,0,11,0,1,0,0,0,1,1,1,52
