fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
1,-8,100,0,-7,-43,20,24,0,4,-55,93,-13,-34,26,-8,60,-36,71,13,-65,-41,14,50,-17,43,-12,11,74,100,17,-34,-29,11,60,30,55,-1,-51,75,-40,33,18,1,-58,27,0,-3,-12,29,-6,1,-58,-46,-24,-37,-9,8,-33,25,45,-51,96,40,78,0,-27,15,-30,-52,0,0,-15,47,-11,2,10,-56,32,10,-93,-35,0,41,-62,-8,-25,44,59,-48,-68,37,100,-60,30,-73,6,-92,32,-50,17,93,-30,-18,7,23,-20,0,-70,64,0,-10,44,38,7,14,-45,38,0,-57,-12,-1,0,53,-69,-12,-47,-52,7,-9,30,19,-61,-51,58,0,6,-31,31,-14,38,26,43,0,0,-15,47,7,-52,28,-4,-19,18,0,-5,27,-40,39,53,-38,-40,16,11,-58,54,-41,-25,-30,51,7,13,5,47,-36,77,0,10,-8,-24,5,60,97,-48,19,0,-59,51,-23,76,0,-8,-17,-14,42,-11,12,5,100,-18,39,22,26,42,0,-14,-19,47,9,-66,-2,33,14,-3,21,-16,14,-41,-24,24,-48,-1,20,4,-9,18,41,-31,-38,-36,2,-19,44,72543
-35,-48,12,0,-7,-31,-9,28,0,4,-48,37,-1,12,19,-19,-49,36,-28,-48,17,-18,1,66,-18,27,10,-1,-17,11,-7,7,-61,29,37,-3,63,-11,-43,52,-63,31,8,27,-49,-20,0,-1,-1,-2,-26,33,-45,-25,-61,5,-30,10,40,47,69,-67,-17,61,63,0,-36,-9,40,-11,0,2,-35,69,88,3,-5,-46,11,11,-78,-28,-35,69,31,-27,-30,-49,15,-26,17,23,69,-37,-14,-75,27,-78,3,-32,22,60,-3,1,94,96,9,0,61,68,0,3,6,53,-19,-11,-36,26,0,-33,4,-1,0,22,-80,17,-31,-18,2,-7,-19,-6,-51,-40,27,0,28,51,2,-31,43,39,99,-76,-15,-24,37,13,-16,29,-41,6,47,0,5,9,-35,41,63,46,-38,51,2,29,75,-55,-20,-50,14,-17,-24,0,62,-41,-22,0,28,-19,5,3,68,37,-18,-8,0,-88,83,2,53,0,-11,-49,13,47,7,-7,-24,61,-31,19,24,-8,-7,0,12,3,42,14,60,-90,23,-53,-1,8,-29,-7,33,-21,17,-25,-7,-3,-25,2,57,60,41,1,-28,15,-31,76,79440
-31,17,-1,0,-15,-8,-3,58,0,13,-38,82,24,2,16,-13,0,5,-18,-23,2,-15,0,39,-26,44,-10,13,6,0,0,16,-54,2,47,0,37,-14,-34,27,-38,56,21,15,-21,-15,0,8,1,-1,-3,4,-39,-3,-54,13,-13,10,24,43,38,-42,23,48,28,0,-39,21,42,1,0,16,-29,13,37,13,7,-22,7,-28,-64,-3,22,61,-10,-4,-65,-44,-2,-16,-1,18,83,-21,-14,-65,26,-61,13,-33,12,48,25,4,44,18,-37,0,35,50,0,17,29,82,26,-25,-40,19,0,-19,-8,0,0,41,-61,-4,-15,-23,-5,-15,-13,13,-13,9,45,0,15,52,7,-14,33,34,39,-52,20,-7,47,-13,-29,62,-35,-15,45,0,9,24,-16,29,49,47,18,10,-2,19,58,-41,13,-31,-9,0,-23,-7,42,-20,-9,0,21,-12,-15,28,17,84,-23,12,0,-56,58,1,41,0,-17,10,-7,33,30,14,27,76,-31,28,39,-23,-5,0,44,-41,50,-23,31,-67,11,-24,7,9,-13,8,0,1,16,-13,-4,11,-27,31,15,52,43,25,-64,10,-20,65,80380
-2,-50,73,0,-7,15,4,47,0,32,-39,58,100,-25,13,-16,-9,-31,47,-7,-26,37,8,8,-18,-24,4,26,16,68,7,-11,73,-64,25,-20,4,-6,6,28,-20,-30,11,-54,-52,56,0,-2,-9,-23,8,-60,-40,9,78,-10,6,36,-19,-38,6,-26,29,26,33,0,-36,-21,-15,-19,0,9,-35,-2,-34,28,-6,3,19,-38,-52,16,58,44,-20,8,23,37,-1,0,-30,-18,55,-58,68,-36,-49,-54,12,-2,15,29,-24,-25,-19,-61,41,0,-38,3,0,-20,24,33,-19,-43,-1,-26,0,-56,4,-78,0,-6,-28,-1,10,-37,2,-23,54,45,-46,-55,-3,0,-49,7,-41,58,-9,-11,-61,-42,-34,-28,25,28,-19,52,-9,-10,-43,0,26,8,-30,-19,67,0,-52,-22,4,-31,39,-62,23,-54,-2,48,84,-52,67,-29,52,0,34,-23,-11,13,-13,64,-19,44,0,11,40,-32,4,0,-5,-52,-2,-22,-29,25,-15,70,-18,-30,-4,-36,75,0,-24,42,27,28,-39,-56,-20,-6,-2,-54,56,0,-38,24,14,-38,-14,11,86,100,-22,24,-11,-55,25,-20,2,48,81236
-4,30,67,0,4,-55,-3,-1,0,-43,-47,38,-12,-1,3,-11,15,-10,35,17,-24,-35,7,60,27,71,-30,-1,75,40,0,-60,-26,35,27,9,71,10,-17,27,-14,16,18,0,-55,-6,0,-14,-50,-8,5,16,-47,-18,-18,-62,-2,0,-17,54,62,-19,66,37,41,0,28,8,-40,-36,0,6,35,27,57,-47,1,-24,15,-6,-79,-29,-8,23,-4,2,-23,16,57,-33,-35,16,47,-52,-25,4,2,-80,12,-47,12,77,1,4,86,-30,3,0,-1,54,0,-15,34,42,11,23,-32,57,0,-64,-9,14,0,15,11,-10,-38,29,3,-20,1,-5,-36,-59,14,0,13,-1,79,-32,36,36,-3,11,29,-14,28,10,-47,8,-2,44,35,0,-6,23,-39,31,63,-24,-48,69,0,-20,17,-57,22,-47,70,55,-9,67,53,-41,27,0,18,-22,44,3,38,32,-43,-5,0,-39,26,-1,67,0,-2,37,-14,41,-32,-7,7,69,20,45,0,45,11,0,37,13,32,1,-4,25,27,6,-16,32,-29,16,-13,-20,3,-5,-6,20,-39,-1,45,31,-45,-2,-34,2,-28,25,81238
28,15,72,0,5,-31,66,47,0,6,-61,72,-12,-8,30,24,42,-27,19,16,-72,-52,38,59,-34,21,-20,-16,100,85,77,-23,-20,16,53,16,34,-8,-53,51,1,39,15,31,-5,12,0,-2,-15,21,6,28,-59,-16,-14,-20,3,-34,-32,89,52,-7,100,15,56,0,10,21,-35,-42,0,9,20,43,97,8,11,0,41,18,-96,-34,-8,12,-6,-2,-35,21,50,-77,-68,48,86,-72,59,-51,18,-96,41,-45,32,77,-46,-24,94,-17,-20,0,-22,50,0,-37,18,78,37,-28,-37,-3,0,-66,-17,45,0,44,-56,-14,-70,-54,22,-22,9,36,-9,-53,45,0,34,-54,13,-15,46,11,-23,46,13,-20,45,-11,-50,48,11,-5,69,0,-35,30,-39,69,16,-42,-57,11,28,-15,19,-55,-1,-51,37,-34,-22,14,27,-43,54,0,13,18,-18,5,57,79,-57,37,0,-72,24,-21,76,0,3,12,-13,62,-27,-16,54,96,-40,7,-3,-55,61,0,56,-26,44,-11,-35,46,38,18,-2,79,-17,23,-32,-36,26,-28,-5,29,-9,-19,30,18,-45,11,-14,9,0,27,81239
-24,0,18,0,-7,-41,19,28,0,9,-29,16,0,74,9,-10,-11,34,-27,2,13,-30,0,10,-8,-29,15,25,47,30,13,0,-35,-32,2,-1,3,-14,16,13,-41,-20,22,14,13,-9,0,3,-16,-5,-3,-13,-19,-7,-36,3,-20,2,49,45,9,-62,38,21,32,0,7,-25,22,-43,0,-21,34,12,4,9,11,9,2,-15,-29,-41,1,43,61,0,-3,-11,-11,-37,21,-9,29,-12,-30,-16,-5,-38,-7,-3,0,41,-9,-31,0,0,22,0,51,8,0,9,17,49,14,-36,-19,-13,0,-5,2,-25,0,0,-8,-13,-9,-39,2,-12,-11,35,7,-43,5,0,6,-13,10,-29,31,0,6,12,-27,-14,12,-21,14,30,-35,-19,36,0,-16,26,-10,31,40,-52,-41,-23,2,-12,21,-37,1,-31,-6,-5,-10,-4,37,-19,-5,0,42,-6,-24,-9,3,22,2,36,0,-46,23,-32,13,0,-11,-2,-18,10,-12,19,10,54,-3,-16,4,-45,-17,0,4,12,33,-16,24,19,-15,5,4,1,-29,14,36,-8,10,-34,3,12,-24,7,-11,20,19,-19,10,-4,-21,38,81272
30,9,61,0,7,-49,21,33,0,1,-42,32,-22,-47,17,-1,52,9,34,-23,-68,-23,-5,39,-3,-21,-8,-5,32,63,11,-29,-34,41,37,8,20,-23,-21,29,2,-24,-4,21,-11,-10,0,-8,-19,5,32,33,-47,-5,-30,-36,26,-8,-48,33,35,-7,50,11,14,0,0,-42,16,-39,0,18,-6,37,28,-1,-2,-15,18,13,-72,-43,-2,46,-36,29,-20,22,-5,-72,-73,6,26,-26,31,-42,30,-68,23,-17,3,64,-17,-13,32,10,-11,0,4,35,0,6,21,63,4,-49,-10,-26,0,-27,-5,44,0,12,-43,-4,-69,-35,12,-8,-9,40,-1,-49,16,0,29,-4,-20,-23,39,9,21,-5,-44,-12,25,13,-54,38,21,0,14,0,-10,4,-3,57,12,-6,-42,-3,15,-30,25,-49,14,-39,-1,18,-17,-16,5,-10,43,0,17,-7,-8,22,38,37,-52,37,0,-41,27,-5,66,0,5,8,-8,56,-17,-5,-3,39,-14,-17,18,-50,41,0,51,-7,23,16,3,-30,1,-23,-8,60,-26,-1,7,-24,14,-25,10,4,-25,-22,6,14,21,28,-29,13,13,43,81295
-14,3,30,0,-12,-43,-3,40,0,57,-33,37,24,13,11,1,-7,14,-11,-26,34,13,0,40,-10,23,16,20,-6,34,-2,9,-48,11,35,-14,20,-20,-25,43,-61,26,8,18,-28,-10,0,5,-5,-11,-14,16,-34,-22,-47,11,-12,-10,41,12,36,-62,12,32,40,0,-5,-36,15,-11,0,-6,-9,21,62,55,-1,34,8,-15,-61,-45,23,65,8,-14,-30,-10,-26,-23,27,1,66,-21,-16,-59,12,-61,2,-36,3,53,-2,0,67,7,-8,0,44,25,0,26,16,71,-30,-46,-42,19,0,-18,14,-29,0,12,-51,13,-26,-52,11,-12,-12,46,-20,-5,16,0,19,-19,-12,-14,25,6,10,-70,-40,-8,11,-9,-2,40,-17,10,6,0,-17,7,-24,29,16,-23,-5,-2,14,-31,55,-29,-22,-26,-24,-11,-22,-23,15,-25,-5,0,46,0,9,-2,21,39,6,44,0,-46,59,-1,43,0,-15,0,13,33,25,19,-24,67,-9,15,47,-39,-17,0,-19,-10,17,-5,50,-80,-1,-32,4,-28,-14,-7,7,4,10,-45,5,-4,-18,23,0,30,22,-20,-29,-3,-15,64,81473
-43,33,2,0,-18,-40,68,65,0,20,-42,55,32,94,8,-26,-7,47,-44,-5,33,-29,-17,65,-46,0,12,2,87,-3,76,0,-65,26,43,2,30,-31,-55,51,-3,19,13,34,58,-26,0,0,-15,2,27,35,-41,6,-62,0,11,-67,35,90,63,-6,100,44,47,0,54,-35,-1,-29,0,3,40,22,43,17,15,2,-8,-48,-57,-44,45,66,97,24,-58,-72,-18,-24,31,3,81,-21,-37,-15,25,-60,-4,-89,-2,11,0,-19,52,-7,-76,0,57,37,0,35,23,92,25,-44,-88,51,0,-17,12,-13,0,20,-11,-20,-19,-52,-12,-11,-30,22,62,6,23,0,36,40,52,-45,44,4,-15,56,-28,-22,16,-52,-19,69,-46,-7,83,0,-73,29,-49,35,34,47,4,-3,-10,-25,29,-70,15,-66,-23,-67,-43,56,35,-50,-40,0,52,-28,-7,7,28,61,-17,22,0,-77,23,-21,2,0,-19,29,-17,33,17,3,26,72,-33,58,50,-41,-39,0,5,-73,13,-42,62,46,2,-1,0,-1,-48,18,45,4,5,-43,-37,13,-32,28,-8,45,3,-19,-61,-7,9,55,223740
