overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,76,76,75,73,75,76,25,73,76
-1,74,73,74,73,73,74,28,73,72
1,78,80,79,85,80,77,32,87,82
1,80,81,80,81,80,82,45,81,81
1,81,82,81,79,82,81,48,79,83
-1,80,79,80,78,79,79,52,77,78
1,74,76,75,78,72,75,54,79,73
1,73,74,73,73,73,73,55,73,74
-2,76,75,77,77,77,75,64,75,75
2,76,78,76,77,77,77,65,79,79
-1,77,76,77,76,78,77,66,74,77
-1,75,74,75,74,75,74,72,72,73
1,75,76,75,75,75,75,76,75,76
1,74,76,75,73,76,75,169,74,78
-1,74,75,76,76,76,72,175,78,75
1,75,77,76,76,78,77,189,75,78
-1,79,78,79,80,79,78,219,80,79
-1,83,84,85,90,84,82,243,90,83
-1,75,74,75,76,73,74,245,75,72
1,74,76,75,77,75,75,246,76,75
-1,78,79,80,83,80,78,325,82,79
1,76,79,78,81,79,77,326,81,79
-1,74,73,74,75,74,72,378,75,73
-1,79,79,80,78,81,78,448,75,80
-1,74,75,76,76,75,73,461,76,75
-1,74,73,74,76,73,72,463,77,72
-1,74,73,74,74,73,73,468,74,73
-1,76,76,77,81,77,76,479,81,76
-1,76,78,79,80,79,75,483,80,79
2,72,76,74,76,76,74,607,76,77
1,74,77,76,77,77,76,1745,76,77
2,73,76,74,76,75,75,1896,78,76
1,74,75,74,71,75,75,100409,71,75
1,75,77,76,77,74,76,110374,76,76
-1,73,74,75,76,74,72,111817,76,73
1,73,75,74,77,74,74,112387,78,76
1,75,77,76,78,75,75,115996,78,77
-1,78,79,80,81,81,78,115998,81,82
-1,82,83,84,86,83,81,116010,88,83
-2,75,74,76,74,76,73,116011,73,75
-1,81,80,81,83,80,79,116012,82,80
1,74,77,76,73,76,75,116013,74,78
-1,76,76,77,76,75,73,116015,77,74
-2,74,74,76,73,76,71,116016,72,75
1,80,83,82,89,80,82,116017,89,81
1,84,85,84,86,84,84,116033,86,85
1,86,86,85,86,81,87,116325,87,83
1,77,76,75,72,75,77,116328,73,76
1,83,84,83,86,83,83,131682,88,85
-1,76,78,79,72,80,75,132176,72,79
