overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,80,80,81,82,81,79,2,84,80
1,82,85,84,87,84,83,10,87,84
1,79,81,80,82,82,80,11,82,81
1,81,82,81,82,80,82,22,82,81
-1,75,74,75,77,75,73,23,77,74
1,76,76,75,74,75,76,25,77,75
-1,71,73,74,75,74,68,31,75,73
1,76,78,77,80,78,77,36,83,79
1,81,81,80,81,80,82,45,82,81
1,71,74,73,72,73,71,50,74,74
1,73,74,73,73,73,74,55,74,74
-1,77,76,77,76,77,76,66,74,76
-1,77,77,78,78,77,77,69,77,76
2,74,75,73,69,73,75,94,69,74
-1,74,74,75,74,75,73,110,73,75
-1,78,77,78,78,78,78,144,78,77
-1,82,84,85,90,84,82,243,89,84
-1,74,74,75,77,73,74,245,76,72
1,76,78,77,77,78,77,247,78,79
1,78,80,79,81,80,78,325,83,80
1,77,79,78,72,79,78,326,72,80
1,73,74,73,77,72,74,436,77,72
-1,79,79,80,79,81,78,448,79,81
-1,76,74,75,73,74,75,452,73,74
1,72,75,74,76,76,72,607,75,76
-1,75,76,77,77,77,75,1745,78,76
1,78,79,78,80,79,79,1808,80,80
1,76,75,74,74,74,76,1831,76,74
-1,73,74,75,76,76,72,1896,77,75
-1,77,77,78,81,78,75,1925,80,77
1,75,75,74,75,74,75,100409,78,75
-1,73,74,75,75,76,71,111817,75,75
-1,74,75,76,85,77,73,112139,85,77
1,79,80,79,78,78,80,112172,79,78
2,69,74,72,80,72,70,112893,81,74
-1,78,77,78,77,76,76,115841,76,75
-1,78,78,79,77,81,78,115997,77,80
-1,74,73,74,74,74,73,116002,74,73
1,82,84,83,86,83,82,116010,88,83
-1,80,80,81,83,81,79,116012,84,80
-1,75,75,76,77,76,74,116013,77,76
2,75,78,76,77,76,77,116014,79,78
-1,75,73,74,75,74,73,116020,75,71
1,84,85,84,85,82,85,116033,85,83
1,86,86,85,87,83,87,116325,88,83
-1,77,74,75,72,75,75,116328,70,75
1,74,76,75,74,76,76,116336,75,78
-1,74,74,75,73,75,73,116343,72,75
-1,78,80,81,82,82,76,131681,81,81
1,83,84,83,86,83,83,131682,88,84
