overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-1,81,82,21,167495
1,90,89,21,212622
1,89,88,21,247827
-2,83,85,22,215441
2,88,86,22,235073
3,89,86,22,247819
3,88,85,32,210035
2,89,87,48,192985
-3,81,84,52,230872
2,92,90,73,231443
-2,81,83,234,229188
-1,83,84,240,194765
-2,82,84,241,241461
2,91,89,241,277643
-2,83,85,243,231281
-1,81,82,325,223959
-1,81,82,605,209981
-2,82,84,605,232656
-2,81,83,110374,236610
3,88,85,112139,20801
-1,81,82,112391,192984
2,88,86,112893,158023
3,88,85,116009,227110
-2,82,84,116009,227119
-2,82,84,116009,239761
-1,85,86,116009,257001
2,91,89,116009,258980
2,89,87,116009,265239
2,88,86,116010,227125
-2,85,87,116010,227246
-3,82,85,116010,263009
3,88,85,116010,265249
-1,83,84,116010,267382
-1,84,85,116012,244302
-2,82,84,116012,265293
3,89,86,116017,233746
3,89,86,116017,245830
3,90,87,116034,233662
3,88,85,116035,245697
2,91,89,116325,236479
-2,81,83,116326,259372
3,88,85,116326,273153
-1,86,87,131681,215698
-1,85,86,131682,177683
3,89,86,131682,208128
2,90,88,131682,224232
2,88,86,131682,226268
2,90,88,131682,231478
-2,82,84,131682,233096
-2,85,87,131682,237383
