competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
1,6,1,271,1,21122,18,18,33,161920,176426,0,272,10222,1
1,9,3,269,1,110,18,18,176,161920,176427,0,1786,22000,1
1,4,8,1788,1,22212,18,18,178,161920,176428,0,1447,202,1
1,5,2,1516,1,20200,18,18,178,161920,176429,0,819,12021,1
1,7,10,270,1,22211,18,18,228,161920,176430,0,1443,1010,1
1,11,12,822,1,20,18,18,249,161920,176431,0,15006,2002,1
13,6,3,2,13,2121,16,16,115,161871,176610,59400,11,22222,13
13,19,13,1943,13,0,16,16,348,161870,176611,54000,1796,10011,13
13,8,10,1808,13,2102,16,16,340,161870,176612,54000,106,22010,13
13,1,9,7,13,21202,16,16,492,161870,176613,72000,1,20220,13
13,16,14,144,13,20202,16,16,328,161872,176614,72000,14,22002,13
13,5,17,8,13,20220,16,16,432,161870,176615,72000,1799,211,13
13,18,2,10,13,10110,16,16,246,161870,176616,54000,19,2222,13
13,4,12,13,13,21012,16,16,100,161870,176617,45000,5,22120,13
13,7,11,18,13,2112,16,16,409,161870,176618,63000,9,120,13
13,15,20,110,13,2001,16,16,415,161870,176619,54000,1925,0,13
14,4,20,3,14,22210,20,21,496,161870,177082,45000,97,11102,14
14,2,11,1919,14,2222,21,21,491,161870,177083,54000,12,2010,14
14,22,17,89,14,12010,20,21,26,161870,177084,54000,1951,101,14
14,21,12,91,14,102,21,20,249,161870,177085,54000,1790,20012,14
14,16,6,1952,14,12002,21,21,332,161870,177086,54000,109,2022,14
14,24,5,94,14,100,21,20,350,161870,177087,54000,1807,1220,14
14,23,3,1801,14,12012,21,21,180,161870,177088,45000,1792,12112,14
14,8,9,15,14,212,21,21,337,161870,177089,54000,95,20220,14
14,13,18,1794,14,12001,21,21,433,161870,177090,54000,88,22210,14
14,1,10,17,14,22012,21,21,113,161870,177091,45000,1800,20220,14
14,15,19,1960,14,21101,21,21,333,161869,177092,72000,1947,220,14
14,7,14,1795,14,20002,21,21,347,161870,177093,54000,1806,10211,14
16,5,9,69,16,1202,16,16,33,161884,177526,61200,66,200,16
16,18,12,217,16,20000,16,16,249,161885,177527,62100,68,11221,16
16,10,15,1738,16,22022,16,16,176,161885,177528,62100,1530,10010,16
16,6,4,65,16,22202,16,16,477,161884,177529,75900,74,2222,16
16,7,13,72,16,20001,16,16,176,161884,177530,68400,76,0,16
16,17,3,219,16,11000,16,16,29,161885,177531,54000,71,22102,16
16,14,2,73,16,110,16,16,14,161885,177532,74700,111817,22022,16
16,16,11,378,16,1120,16,16,32,161885,177533,62100,57,2220,16
16,1,8,1809,16,22222,16,16,147,161883,177534,74700,64,10122,16
17,15,14,1816,17,2,17,17,178,161884,177841,72000,1823,2,17
17,17,13,1815,17,20200,17,17,35,161884,177842,72000,1814,2110,17
17,16,9,62,17,11210,17,17,228,161884,177843,72000,132680,21200,17
