homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
14,5,19,3,12,7,40,0,0,0,0,0,1,1,0,22000,10,5,0,18,269,10,5,0,31,0,3,0,2,0,4,0,1,53
13,9,10,10,12,23,13,0,0,0,0,0,1,1,10,1010,5,3,1,18,270,4,2,0,19,0,4,0,2,0,5,2,2,33
7,3,15,1,21,11,66,0,0,0,0,0,1,1,0,10222,0,6,2,18,271,0,6,0,40,0,2,0,0,1,0,3,1,76
18,8,17,6,15,19,73,0,0,0,0,0,1,1,10,21122,8,4,3,18,272,5,3,0,26,0,3,0,0,0,3,3,2,60
12,1,13,5,17,14,40,0,0,0,0,1,1,1,0,20200,8,3,4,18,819,10,5,0,28,0,2,0,2,0,4,0,4,40
13,11,13,12,7,22,40,0,0,0,0,0,1,1,3,2002,4,3,5,18,822,4,0,0,13,0,4,0,0,0,7,2,2,26
18,4,20,7,11,11,73,0,0,0,0,0,1,1,10,22211,3,4,6,18,1443,3,3,0,24,0,4,0,1,0,4,2,1,50
10,12,16,4,14,15,86,0,0,0,0,0,1,1,0,22212,10,5,7,18,1447,3,3,0,29,0,2,0,0,0,3,3,2,63
13,7,32,2,16,8,53,0,0,0,0,0,1,1,0,12021,10,6,8,18,1516,10,4,0,36,0,0,1,1,0,2,3,3,70
12,6,8,9,9,12,13,0,0,0,0,0,1,1,10,110,5,3,9,18,1786,8,2,0,19,0,4,0,2,0,5,2,2,30
10,2,17,8,12,22,40,0,0,0,0,0,1,1,10,202,3,5,10,18,1788,8,3,0,24,0,4,0,0,0,6,0,0,40
20,13,8,11,14,24,20,0,0,0,0,0,1,1,8,20,4,2,11,18,15006,5,2,0,14,0,6,0,2,0,6,1,1,10
8,11,17,3,8,10,80,0,0,0,0,0,4,4,0,22202,10,7,12,18,229,10,3,0,34,0,1,0,0,0,3,2,2,66
10,3,15,8,5,8,80,0,0,0,0,1,4,4,0,20222,8,4,13,18,230,5,2,0,23,0,3,0,0,0,4,3,2,43
8,4,15,2,14,10,40,0,0,0,0,0,4,4,0,2002,10,6,14,18,231,10,5,0,35,0,1,0,0,0,4,1,1,70
10,6,9,6,7,11,46,0,0,0,0,0,4,4,0,1220,10,3,15,18,232,3,4,0,24,0,3,0,2,0,5,0,3,43
16,1,6,16,9,16,53,0,0,0,0,0,4,4,0,12120,4,0,16,18,537,4,2,0,12,0,5,0,2,0,5,2,4,33
8,9,10,12,9,15,33,0,0,0,0,0,4,4,0,20101,3,3,17,18,670,3,2,0,20,0,2,0,1,0,6,1,4,26
11,1,11,7,11,13,33,0,0,0,0,0,4,4,0,10201,8,3,18,18,673,8,3,0,24,0,3,0,1,0,3,3,3,53
10,5,15,9,10,17,20,0,0,0,0,0,4,4,0,11010,3,4,19,18,674,10,2,0,23,0,3,0,2,0,4,3,2,40
11,12,15,4,12,11,80,0,0,0,0,0,4,4,0,22220,10,6,20,18,680,10,4,0,33,0,2,0,2,0,3,2,1,63
6,7,12,11,14,21,40,0,0,0,0,0,4,4,0,1121,3,4,21,18,681,3,1,0,21,0,3,0,1,0,4,4,2,36
21,8,16,15,6,8,6,0,0,0,0,0,4,4,0,100,4,1,22,18,1750,4,1,0,13,0,6,0,2,0,3,4,3,13
2,2,20,1,13,9,40,0,0,0,0,0,4,4,0,12011,0,7,23,18,2014,0,4,0,38,0,0,1,1,0,2,4,1,60
12,1,13,10,12,13,33,0,0,0,0,0,4,4,0,11111,3,3,24,18,15005,8,2,0,23,0,3,0,1,0,2,5,3,43
11,10,12,13,7,16,46,0,0,0,0,0,4,4,0,20012,5,2,25,18,100087,5,3,0,19,0,4,0,0,0,5,1,3,40
10,13,10,5,14,10,66,0,0,0,0,0,4,4,0,12022,10,3,26,18,110724,10,5,0,30,0,2,0,0,0,2,2,4,56
6,1,5,14,9,13,13,0,0,0,0,0,4,4,0,101,5,3,27,18,132231,3,1,0,19,0,3,0,1,0,4,4,3,30
7,3,15,3,15,13,60,0,0,0,0,0,10,10,0,222,10,6,28,16,245,8,2,0,29,0,2,0,0,0,1,4,1,56
11,1,21,2,20,9,40,0,0,0,0,1,10,10,0,220,10,6,29,16,246,10,5,0,34,0,2,0,2,0,2,1,0,60
13,2,26,1,24,7,100,0,0,0,0,0,10,10,0,22222,0,6,30,16,247,0,8,0,43,0,1,0,0,1,0,0,1,100
10,13,12,13,9,16,33,0,0,0,0,0,10,10,0,21100,3,4,31,16,634,3,1,0,18,0,2,0,2,0,6,1,2,26
11,14,14,15,5,19,26,0,0,0,0,0,10,10,0,21000,3,3,32,16,645,3,0,0,14,0,2,0,2,0,6,2,3,33
7,7,17,8,10,14,46,0,0,0,0,0,10,10,0,21111,8,5,33,16,1903,8,1,0,23,0,1,0,1,0,4,3,2,46
9,18,9,17,7,16,6,0,0,0,0,0,10,10,0,1,4,3,34,16,1904,4,0,0,13,0,3,0,1,0,6,2,2,20
15,4,18,6,10,9,26,0,0,0,0,0,10,10,0,20001,8,3,35,15,1906,10,4,0,25,0,1,0,1,0,3,1,3,46
10,5,12,7,13,10,60,0,0,0,0,0,10,10,0,11212,8,4,36,16,1908,8,2,0,24,0,2,0,0,0,2,4,2,56
10,12,21,4,20,17,86,0,0,0,0,0,10,10,0,22221,10,5,37,16,1910,10,3,0,28,0,1,0,1,0,3,3,1,63
14,8,15,9,11,12,40,0,0,0,0,0,10,10,0,2002,3,3,38,16,1913,3,2,0,20,0,2,0,0,0,4,2,3,50
11,17,7,11,13,25,66,0,0,0,0,0,10,10,0,21202,3,4,39,16,1914,3,1,0,19,0,3,0,0,0,4,3,1,40
7,12,14,5,10,14,46,0,0,0,0,0,10,10,0,1022,8,4,40,16,1915,8,4,0,26,0,2,0,0,0,4,0,2,46
9,15,6,14,8,17,46,0,0,0,0,0,10,10,0,10220,3,3,41,15,1971,3,2,0,16,0,5,0,2,0,4,1,0,43
9,11,12,12,13,19,33,0,0,0,0,0,10,10,0,20110,3,3,42,16,100632,3,1,0,18,0,1,0,2,0,5,3,3,30
18,16,18,16,8,23,53,0,0,0,0,0,10,10,0,22110,5,3,43,16,100634,5,1,0,14,0,3,0,2,0,7,1,1,46
19,19,15,18,4,8,26,0,0,0,0,0,10,10,0,11011,4,1,44,16,100638,4,1,0,12,0,4,0,1,0,4,2,4,26
18,6,9,10,8,13,26,0,0,0,0,0,10,10,0,1020,3,3,45,16,100646,3,3,0,20,0,4,0,2,0,4,0,2,36
3,2,20,1,10,7,66,0,0,0,0,0,13,13,0,21202,0,7,46,16,1,0,4,0,36,0,0,1,0,0,2,2,1,76
6,7,13,3,12,11,100,0,0,0,0,0,13,13,0,22222,1,6,47,16,2,1,4,0,33,0,1,0,0,0,2,2,1,90
7,12,12,4,15,8,53,0,0,0,0,0,13,13,0,21012,1,4,48,16,5,1,4,0,28,0,2,0,0,0,2,2,2,66
9,17,11,9,7,10,60,0,0,0,0,0,13,13,0,20220,3,4,49,16,7,3,3,0,24,0,2,0,2,0,4,1,2,53
11,18,13,17,7,19,33,0,0,0,0,1,13,14,0,211,5,3,50,16,8,5,1,0,16,0,2,0,1,0,6,1,3,26
9,5,13,7,13,15,53,0,0,0,0,1,13,13,0,2112,3,5,51,16,9,3,3,0,26,0,2,0,0,0,4,1,1,36
6,1,22,2,16,10,80,0,0,0,0,0,13,13,0,2222,1,7,52,16,10,1,4,0,34,0,1,0,0,0,3,1,0,80
12,3,16,6,14,14,53,0,0,0,0,0,13,13,0,2121,3,4,53,16,11,3,3,0,26,0,2,0,1,0,2,3,2,63
10,4,14,12,7,10,66,0,0,0,0,0,13,13,0,22120,3,5,54,16,13,3,1,0,22,0,2,0,2,0,4,3,1,53
13,16,11,16,6,12,60,0,0,0,0,0,13,13,0,20202,5,3,55,16,14,5,2,0,18,0,4,0,0,0,4,2,1,43
9,8,10,11,15,12,26,0,0,0,0,0,13,13,0,120,3,2,56,16,18,3,4,0,22,0,4,0,2,0,2,2,2,36
20,14,10,18,9,12,20,0,0,0,0,0,13,13,0,10110,4,2,57,16,19,4,1,0,13,0,6,0,2,0,3,4,0,30
7,6,15,8,4,10,46,0,0,0,0,0,13,14,0,2102,3,5,58,16,106,3,2,0,26,0,0,1,0,0,4,2,3,50
21,13,7,20,2,14,0,0,1,0,0,0,13,13,0,0,4,0,59,16,110,4,0,0,2,0,7,0,2,0,7,1,1,3
10,10,14,14,9,16,60,0,0,0,0,0,13,13,0,22002,3,4,60,16,144,3,2,0,20,0,3,0,0,0,5,1,1,40
10,1,7,19,11,23,0,0,0,0,0,0,13,14,0,0,4,2,61,16,1796,4,1,0,10,0,5,0,2,0,7,0,1,20
10,11,9,5,11,5,60,0,0,0,0,0,13,13,0,20220,2,2,62,16,1799,2,5,0,26,0,2,0,2,0,2,1,4,46
11,6,16,10,9,12,46,0,0,0,0,0,13,13,0,22010,3,4,63,16,1808,3,2,0,23,0,1,0,2,0,4,2,3,50
9,9,16,15,6,16,26,0,0,0,0,0,13,13,0,2001,5,5,64,16,1925,3,1,0,20,0,1,0,1,0,7,0,2,43
5,15,10,13,15,23,20,0,0,0,0,0,13,13,0,10011,3,4,65,16,1943,5,1,0,21,0,1,0,1,0,4,3,3,33
16,7,9,20,11,10,40,0,0,0,0,0,14,14,6,11102,5,1,66,20,3,5,5,0,22,0,6,0,0,0,4,1,3,50
10,4,16,2,17,12,80,0,0,0,0,0,14,14,6,2222,6,7,67,21,12,6,5,0,42,0,1,0,0,0,2,4,2,60
14,20,16,9,12,19,60,0,0,0,0,0,14,14,6,20220,3,5,68,21,15,3,4,0,31,0,3,0,2,0,5,2,2,43
10,20,16,10,19,20,60,0,0,0,0,0,14,13,6,20220,3,5,69,21,17,3,3,0,30,0,2,0,2,0,5,3,3,60
9,17,22,13,8,17,33,0,0,0,0,1,14,60,6,12001,3,6,70,21,88,3,2,0,29,0,1,0,1,0,7,2,3,46
11,10,11,17,9,15,13,0,0,0,0,0,14,60,6,101,5,4,71,20,89,5,2,0,24,0,3,0,1,0,5,4,2,23
17,7,14,12,16,12,46,0,0,0,0,0,14,14,6,20012,3,3,72,21,91,3,5,0,30,0,4,0,0,0,3,2,4,63
9,2,19,5,16,13,46,0,0,0,0,0,14,13,6,1220,7,6,73,21,94,7,3,0,34,0,1,0,2,0,4,3,4,60
11,19,14,8,16,16,46,0,0,0,0,0,14,13,6,212,8,4,74,21,95,8,4,0,31,0,2,0,0,0,4,3,4,46
15,8,13,4,12,14,66,0,0,0,0,0,14,14,6,22210,7,6,75,21,97,7,4,0,35,0,4,0,2,0,2,4,1,50
8,9,13,16,12,20,46,0,0,0,0,0,14,14,6,12002,3,5,76,21,109,3,3,0,28,0,1,0,0,0,8,0,4,36
12,8,11,21,6,15,26,0,0,0,0,0,14,14,6,102,5,4,77,20,1790,5,1,0,20,0,5,0,0,0,5,3,2,26
16,13,11,23,13,18,53,0,0,0,0,0,14,14,6,12012,4,2,78,21,1792,4,2,0,17,0,7,0,0,0,5,4,1,30
12,2,12,18,13,19,66,0,0,0,0,0,14,14,6,22210,5,3,79,21,1794,5,4,0,23,0,5,0,2,0,7,0,2,46
12,11,19,14,11,16,40,0,0,0,0,0,14,14,6,10211,3,6,80,21,1795,3,1,0,29,0,1,0,1,0,5,4,4,46
7,5,26,1,26,15,66,0,0,0,0,0,14,14,6,22012,6,8,81,21,1800,6,6,0,47,0,0,1,0,0,2,3,2,73
11,12,15,3,14,11,60,0,0,0,0,0,14,14,6,12112,7,5,82,21,1801,7,4,0,35,0,2,0,0,0,2,4,4,63
8,16,17,7,11,12,40,0,0,0,0,0,14,14,6,20002,8,6,83,21,1806,8,4,0,33,0,3,0,0,0,5,2,1,50
27,3,5,24,10,13,6,0,0,0,0,0,14,14,6,100,4,0,84,20,1807,4,1,0,0,0,9,0,2,0,4,4,2,10
13,14,16,11,12,11,26,0,0,0,0,0,14,14,6,2010,3,4,85,21,1919,3,4,0,30,0,4,0,2,0,3,3,3,36
15,23,17,15,9,10,40,0,0,0,0,0,14,60,6,21101,3,4,86,21,1947,3,2,0,28,0,2,0,1,0,3,5,5,50
15,19,11,22,11,15,33,0,0,0,0,0,14,14,6,12010,4,2,87,21,1951,4,2,0,19,0,4,0,2,0,6,3,4,33
18,15,18,6,18,17,60,0,0,0,0,0,14,14,6,2022,7,6,88,21,1952,7,4,0,34,0,3,0,0,0,4,2,2,53
15,10,13,19,9,14,40,0,0,0,0,0,14,14,6,220,5,4,89,21,1960,5,2,0,23,0,4,0,2,0,6,2,3,33
11,17,10,16,4,14,33,0,0,0,0,0,16,16,0,1120,5,3,90,16,57,4,0,0,12,0,5,0,2,0,5,2,1,20
4,2,16,1,12,9,100,0,0,0,0,0,16,16,0,22222,0,7,91,16,64,1,5,0,37,0,1,0,0,0,2,1,0,90
6,5,16,4,17,14,80,0,0,0,0,0,16,16,0,2222,2,6,92,16,65,2,4,0,32,0,1,0,0,0,3,1,1,73
6,7,14,5,8,10,46,0,0,0,0,0,16,16,0,1202,2,6,93,16,66,3,2,0,27,0,2,0,0,0,3,3,0,40
10,2,7,18,10,27,20,0,0,0,0,0,16,17,0,20000,4,2,94,16,68,4,1,0,11,0,4,0,2,0,7,0,2,30
12,6,16,9,10,15,20,0,0,0,0,0,16,16,0,200,3,5,95,16,69,2,2,0,23,0,2,0,2,0,5,1,1,36
15,16,8,17,6,13,13,0,0,0,0,0,16,16,0,11000,4,1,96,16,71,5,1,0,11,0,5,0,2,0,4,3,2,20
11,9,11,13,8,18,0,0,0,0,0,0,16,16,0,0,3,4,97,16,72,3,1,0,17,0,3,0,2,0,6,1,1,33
3,1,17,2,18,11,80,0,0,0,0,1,16,16,0,22022,1,6,98,16,73,0,5,0,36,0,0,1,0,0,2,2,1,70
8,4,18,6,9,16,80,0,0,0,0,0,16,16,0,22202,3,5,99,16,74,3,2,0,27,0,1,0,0,0,2,4,2,60
4,15,14,7,11,16,26,0,0,0,0,0,16,16,0,20001,3,5,100,16,76,3,2,0,23,0,2,0,1,0,5,1,1,36
14,10,17,12,2,14,60,0,0,0,0,0,16,16,0,11221,3,4,101,16,217,5,0,0,18,0,1,0,1,0,5,3,3,36
8,3,24,3,12,7,66,0,0,0,0,0,16,16,0,22102,1,6,102,16,219,1,4,0,32,0,0,1,0,0,4,0,2,66
11,14,12,11,9,16,60,0,0,0,0,0,16,16,0,2220,3,3,103,16,378,3,2,0,19,0,2,0,2,0,5,1,3,40
7,20,12,10,5,11,80,0,0,0,0,0,16,16,0,22022,3,4,104,16,1530,5,2,0,22,0,2,0,0,0,4,2,2,56
8,1,9,15,4,14,13,0,0,0,0,1,16,17,0,10010,5,2,105,16,1738,3,1,0,15,0,2,0,2,0,5,2,4,33
11,13,14,8,10,8,53,0,0,0,0,0,16,16,0,10122,3,3,106,16,1809,3,3,0,23,0,2,0,0,0,3,2,3,53
15,7,12,14,9,14,13,0,0,0,0,0,16,17,0,110,5,2,107,16,111817,3,2,0,16,0,4,0,2,0,4,2,2,30
