playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,235794,-1,-1,234378,-1,-1,251805,-1,-1,246669,264846,-1,-1,-1,222665,234378,-1,-1,248148,-1,207421,210697,-1,234378,254796,243715,246669,-1,-1,256197,-1,-1,-1,231936,-1,234378,235790,257711,-1,-1,-1,1,225193,-1,251566,-1,232580,246669,-1,234378,-1,-1,230666,206585,-1,-1,-1,241651,-1,234378,-1,278773,241651,-1,-1
-1,202811,260247,-1,-1,200458,-1,-1,227174,-1,-1,210881,212419,-1,-1,-1,199189,216393,-1,-1,257057,-1,226162,264209,-1,200458,236499,227678,200458,-1,-1,248465,-1,-1,82350,221660,-1,227174,229906,200458,-1,-1,-1,2,82968,80816,233049,-1,241464,210881,-1,226162,275468,-1,231352,200110,236987,-1,-1,221697,-1,200458,-1,246174,221697,-1,-1
71447,74726,225748,-1,-1,225748,-1,244626,260142,-1,75639,270140,193910,-1,-1,-1,218343,255855,-1,-1,237211,-1,73427,243371,-1,225748,212099,278920,225748,78123,-1,231540,-1,-1,242946,235770,-1,225748,263678,263914,-1,-1,-1,3,70114,242751,270787,-1,241534,225748,-1,225748,198719,82835,247913,240595,73196,-1,82914,225748,71956,225748,266095,263654,245766,-1,256358
-1,202125,260951,-1,-1,212366,-1,84689,233442,-1,-1,271743,268927,-1,-1,-1,244565,275348,-1,-1,212366,-1,277986,271668,-1,212366,259507,239540,212366,-1,-1,200778,-1,-1,252878,265700,-1,212366,265777,240912,-1,-1,-1,4,221705,266842,238368,-1,244240,239540,-1,212366,270118,-1,230864,246166,74910,-1,-1,236528,-1,212366,-1,241523,236528,-1,-1
-1,228789,247090,-1,-1,238074,-1,257126,259307,-1,-1,257534,262859,-1,-1,-1,268438,256079,-1,-1,238074,-1,238616,261530,-1,238074,263620,248695,238616,-1,-1,230918,-1,-1,275507,222104,-1,238074,278813,239231,-1,-1,-1,5,242578,85333,273018,-1,272978,238074,-1,238074,77540,-1,259031,258485,248158,-1,-1,257534,-1,238074,76687,71651,252042,-1,266032
-1,204935,237386,-1,-1,237386,-1,-1,253510,-1,-1,243282,71998,-1,-1,-1,259714,243657,-1,-1,193474,-1,261188,74413,-1,237386,256402,202695,237386,-1,-1,207599,-1,-1,225650,257896,-1,243657,279497,244380,-1,-1,-1,7,180216,206517,266609,-1,247649,202695,-1,243657,-1,-1,251892,232284,-1,-1,-1,261188,-1,243657,-1,70448,276295,-1,-1
-1,193331,221479,-1,-1,257191,-1,-1,244591,-1,-1,257191,247249,-1,-1,-1,237161,235735,-1,-1,236822,-1,236764,269495,-1,257191,247361,229266,257191,-1,-1,231554,-1,-1,74145,242663,-1,257191,258906,239360,-1,-1,-1,8,242656,203215,232104,-1,244238,235735,-1,257191,248384,-1,230084,230670,-1,-1,-1,221479,-1,257191,-1,208892,242530,-1,-1
-1,212831,256630,-1,-1,236772,-1,264298,236772,-1,-1,209331,222514,-1,-1,-1,253149,239837,-1,-1,246104,-1,242516,260908,-1,236772,279128,237678,236772,-1,-1,225100,-1,-1,278292,252897,-1,256630,80376,216267,-1,-1,-1,9,271975,271977,242434,-1,203376,203376,-1,236772,247601,-1,235805,262621,257289,-1,-1,209331,-1,236772,232487,79922,233731,-1,70824
-1,230621,251570,-1,-1,251570,-1,-1,253124,-1,-1,241236,208920,-1,-1,-1,255069,231866,-1,-1,218667,-1,246420,239818,-1,218667,240638,277031,218667,-1,-1,242641,-1,-1,76250,271574,-1,251570,237692,277427,-1,-1,-1,10,207410,204246,256675,-1,241159,218667,-1,251570,268737,-1,270409,263063,251517,-1,-1,239085,-1,251570,-1,203574,239085,-1,-1
-1,254803,212198,-1,-1,212198,-1,163264,234574,-1,-1,254088,235243,-1,-1,-1,277432,269136,-1,-1,200145,-1,240243,239301,-1,212198,253306,203263,243014,-1,-1,236401,-1,-1,75439,269087,-1,212198,260592,205988,-1,-1,-1,11,278124,269233,233064,-1,75087,212198,-1,212198,82853,-1,250961,243647,82899,-1,-1,212198,-1,212198,74142,238041,243014,-1,77354
