competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
39,12,2,111928,39,20210,15,15,32,162084,187029,70200,112606,11002,39
39,1,3,693,39,11202,14,14,181,162078,187036,70200,101112,222,39
39,8,10,687,39,2210,15,15,178,162084,187037,70200,112828,12,39
39,5,9,697,39,10002,15,15,161,162079,187038,69900,112996,12021,39
39,9,7,698,39,21011,14,15,178,162084,187039,70200,688,22021,39
39,10,11,694,39,11210,15,15,33,162084,187040,70200,131439,200,39
39,13,11,111139,39,1000,14,14,249,162078,187041,70200,111651,2101,39
39,13,6,111144,39,2100,13,14,341,162078,187042,70200,111140,11200,39
39,5,15,112134,39,2212,15,15,26,162084,187043,70200,689,10010,39
39,15,12,113018,39,10220,14,14,178,162078,187044,70200,696,2212,39
39,14,1,114162,39,22010,14,14,193,162079,187045,69000,112885,11222,39
39,8,15,696,39,21001,14,15,178,162084,187046,70200,111138,10220,39
39,13,4,691,39,1000,14,14,196,162084,187048,70200,111651,22020,39
39,4,13,111140,39,22022,14,15,435,162084,187049,70200,695,2100,39
39,3,2,112893,39,222,15,14,493,162084,187050,70200,693,2222,39
39,3,5,112996,39,20221,15,14,458,162084,187051,70200,111065,10002,39
39,1,7,113149,39,11202,15,14,147,162084,187052,70200,101112,21012,39
39,6,14,114161,39,11200,15,13,249,162084,187053,70200,111144,21000,39
39,14,6,114640,39,22010,15,14,193,162084,187055,72900,112885,1022,39
