bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
-27,-10,-14,-73,29,-42,0,77,15,-9,-34,-37,33,-23,0,-47,16,-1,45,78,-19,-21,0,-25,0,13,-45,6,-31,0,4,7,9,0,100,3,0,-57,0,0,37,6,0,-21,0,7,0,-32,-27,26,12,6,6,-1,3,-18,-18,0,-10,42,63,-31,-6,21,-35,21,0,-75,3,5,35,-2,-8,0,4,15,6,-36,5,0,-48,19,0,74,0,0,29,71,3,-37,0,-10,-8,42,-64,0,-68,0,-36,-48,34,7,-36,-15,-55,40,14,-5,-52,-45,8,-5,0,50,0,6,-27,3,0,57,5,1,-30,2,1,66,-38,-29,40,-33,0,69,1,70,-81,3,-66,100,-7,43,61,-44,5,-30,-47,17,-13,49,1,15,-67,18,58,-4,0,-7,-72,-33,23,-7,1,12,0,3,4,-28,-2,0,-3,0,-35,-2,-28,7,4,-1,100,0,36,26,12,100,-54,9,-12,-49,28,24,-35,18,-72,-72,1,45,4,-7,-21,0,14,-55,-1,5,-51,-11,0,0,7,-4,25,-2,-84,-22,13,14,12,67,45,23,-39,100,0,24,-69,9,7,-3,5,96,6,-35,8842,0,100
-15,0,-1,-73,8,12,-23,41,31,66,-1,54,32,-38,-1,-23,27,-15,15,32,39,-40,24,-33,-25,-17,-24,-72,-8,-30,1,5,8,-22,11,-4,1,-33,-22,-23,-66,4,1,82,24,4,-24,-32,82,30,-54,4,-18,1,0,33,41,26,11,37,40,54,62,35,-8,9,-24,-31,0,11,43,-19,1,25,48,-60,3,7,0,25,-17,-67,-24,84,-23,-22,-26,54,0,-15,32,18,-37,-66,-42,-3,-30,-23,-37,-68,26,2,9,-7,-53,1,-4,-47,58,-12,4,8,0,-28,32,0,-65,-8,25,-90,2,0,-28,2,-82,71,9,-21,0,-16,-25,69,3,37,-61,3,-23,40,3,-1,36,-38,0,-61,-23,-15,-38,15,7,3,16,-10,25,-40,-2,-6,-75,-14,82,28,5,-18,-22,1,0,-84,13,-39,-3,0,-42,15,-90,12,4,-4,46,23,-39,10,-25,33,3,-23,0,-21,-18,-34,-81,21,13,-81,1,7,2,-3,-7,25,45,-22,-2,1,-10,21,-23,1,2,9,-40,-19,83,-40,11,0,2,26,-26,-6,-94,75,26,43,-29,4,6,8,1,17,30,-19,70193,0,100
-14,23,36,-100,13,-7,-33,0,-39,26,-75,71,6,-27,3,-62,43,11,-48,-5,29,14,32,-42,-34,19,7,-27,4,-32,3,2,4,-23,35,18,-2,-72,-24,-32,-32,6,-2,-14,31,6,-33,-82,-13,30,-46,3,-1,-4,5,36,26,33,-13,14,21,43,27,17,-44,-42,-33,-28,0,-40,32,54,-18,33,23,-9,3,-13,0,31,-49,-5,-32,79,-24,-24,-13,-5,0,-78,-35,-82,-57,-39,-26,-4,-25,-32,-40,-93,23,4,-48,-88,-7,57,1,-36,-91,-72,2,-16,-3,67,41,0,-47,19,32,72,2,-1,-28,6,-26,45,4,0,21,17,-33,39,0,73,-58,5,-50,9,24,23,3,-37,0,-64,3,-23,-89,-4,2,12,-58,-8,0,-57,3,28,-44,1,54,-5,0,43,-24,1,0,-84,4,-45,0,0,-52,0,-47,28,3,0,54,-9,-1,44,35,20,-52,21,24,-37,-3,-27,-51,-62,-58,-100,0,64,3,-8,-20,32,-64,-1,2,1,-14,44,-25,0,-4,-11,-29,11,13,29,0,0,-61,21,50,-66,-36,50,32,-30,-29,3,10,-3,0,36,-23,3,70198,0,100
-7,12,18,-70,3,-2,-19,-3,62,64,-51,-48,76,0,0,-56,29,13,20,15,-14,-8,20,-40,-19,100,-51,-83,-9,-19,0,4,-4,-18,43,16,-4,-51,-19,-20,-47,5,1,-9,20,5,-18,-48,0,52,3,3,-13,-3,0,45,-11,20,-26,33,28,-36,74,6,-56,-38,-19,-54,0,-34,55,19,-1,20,57,4,3,-2,3,20,-51,8,-19,57,-18,-18,22,18,0,-39,-46,-49,-48,-3,-44,0,-24,-19,-54,-43,51,3,3,-42,-18,14,5,-6,0,-52,4,5,-3,-23,14,0,-13,19,20,0,0,1,-51,2,-82,71,5,3,7,8,-19,60,-2,-16,-74,-3,-58,68,-14,-19,15,-23,0,-27,-65,46,-48,70,3,-2,-7,-4,12,-5,-1,13,-73,2,82,-77,1,1,-17,0,0,-55,44,-22,-3,54,-34,49,-100,4,2,7,62,-77,50,-23,18,60,-30,18,-17,-56,29,-13,-74,63,-30,-65,2,24,1,-6,1,19,12,-57,-1,3,-61,14,-18,-2,4,-20,-15,12,-63,-12,-12,0,-12,-7,-26,0,-100,41,20,14,-21,5,8,2,2,41,-41,3,70345,0,100
-69,-19,-30,-32,16,-34,-36,0,30,-22,-19,-49,0,6,-2,-49,-5,-31,52,5,6,-3,38,-13,-38,30,3,16,-68,-46,2,0,7,-36,79,7,0,7,-37,-38,14,2,0,9,39,3,-38,23,8,-1,9,2,-7,-1,2,10,14,39,-33,66,55,-41,-23,6,-32,5,-36,-55,0,-13,22,-18,-18,41,15,-38,2,-33,2,39,24,-38,-39,51,-38,-37,16,10,2,3,-3,-32,-22,38,-58,0,-51,-38,-11,-65,2,4,-33,-48,-50,5,-2,16,-24,25,3,-1,0,-47,60,0,-54,6,41,61,1,-1,-36,0,9,24,16,-34,-16,-37,-39,29,2,73,-92,-1,-37,97,-28,-3,74,-24,0,-55,13,10,34,100,6,20,-58,5,64,7,-1,-18,-85,-46,76,21,4,-8,-37,1,0,21,7,-7,-4,0,-16,11,-70,-4,1,-34,100,24,87,0,-7,99,-54,32,-30,-54,18,-8,-61,27,-67,-29,-1,8,1,-9,-5,39,-6,-5,-2,2,9,-10,-37,1,7,-33,-5,-33,-67,-2,28,0,-26,-7,-44,-54,-78,64,40,-7,-43,0,8,5,2,75,2,-49,70437,0,100
-25,27,8,-35,-7,8,0,-20,8,-41,-44,24,63,-37,0,-41,-30,11,13,-27,68,3,0,-58,0,66,-11,-41,-20,0,3,3,-1,0,69,-10,0,-18,0,0,-26,2,0,-9,0,2,0,-6,-10,8,-28,1,-7,-2,3,-44,63,0,6,27,16,34,-40,19,-40,-35,0,-19,4,-44,0,20,-4,0,-24,20,2,7,2,0,-35,19,0,37,0,0,19,-35,2,-26,-29,-13,-10,2,-40,2,-20,0,-16,-34,61,4,10,-17,-23,46,0,-35,-7,-31,2,-7,-1,6,14,6,-22,-13,0,64,4,1,-72,3,-41,-49,3,2,-30,7,0,-43,2,1,-34,1,-44,44,4,-5,17,-31,4,-24,-35,-2,-9,-4,1,4,-34,-7,16,-14,-1,26,-32,14,68,18,3,-40,0,2,3,-7,-20,-33,-2,0,-52,-14,-14,7,1,5,28,18,-18,0,-22,42,-23,17,6,-39,23,-18,-58,14,-34,-42,0,50,2,-1,10,0,0,-12,0,3,-32,-3,0,-1,8,4,-22,12,86,1,1,4,-69,-15,6,32,-15,15,0,9,-19,4,2,14,2,70,-25,11,70830,100,100
-11,5,18,-70,2,-11,-26,21,2,21,-58,-8,63,-41,0,-24,23,-1,-4,26,-20,68,27,-60,-25,-34,-1,-26,-24,-28,0,3,15,-20,24,1,0,-35,-21,-24,15,2,1,18,26,5,-25,-34,18,48,-25,1,-8,0,0,-4,-16,26,8,8,30,0,22,18,-60,-4,-26,-45,0,-11,20,20,-27,27,2,0,3,-11,2,26,-68,-10,-24,40,-20,-19,33,27,1,-29,-18,23,-47,-17,-78,-9,-47,-26,-13,-44,58,3,-56,41,-71,57,-8,-46,-20,-60,2,-10,0,7,32,0,-22,7,26,11,2,0,-7,0,-19,33,22,-10,7,-21,-26,36,0,27,-66,0,-60,0,-23,9,-52,-55,0,-27,-19,25,-27,5,-4,13,-67,10,-57,-41,-1,8,-67,-4,45,18,2,-51,-22,1,0,-32,-9,-10,-1,52,-61,-9,-37,1,2,18,47,26,-2,9,-51,15,-26,16,-28,-18,26,0,-66,-4,-77,-81,0,58,1,-5,-61,28,18,-9,-1,3,-22,12,-22,0,0,14,2,1,-58,66,-8,0,-17,24,10,34,-49,54,27,40,-46,5,6,0,1,26,-15,3,70834,0,100
26,37,-6,-74,3,-4,-35,-4,-29,18,-3,0,1,51,-6,-74,-38,36,-28,46,26,15,36,-92,-35,-16,43,-44,51,-37,1,-4,-15,-30,24,-12,8,-14,-32,-34,-18,1,-5,7,36,3,-35,-78,0,17,-11,0,0,7,0,36,27,36,27,34,46,0,26,12,-20,-44,-34,-42,0,-26,0,-10,-30,36,40,-65,1,-4,0,37,-29,-61,-35,21,-31,-30,-55,50,-1,-20,24,5,-67,-69,-64,0,-54,-36,-1,-35,-7,1,-24,-7,-57,4,1,55,-14,-17,0,19,5,62,14,0,-64,-9,36,82,0,-1,-26,0,-28,8,-32,-1,15,1,-36,13,9,29,-65,-13,-18,40,-6,-9,-3,-48,0,-55,-46,4,-76,-9,7,8,-28,-16,-10,-9,-3,37,-77,2,13,7,13,2,-32,0,0,-47,24,-23,-6,0,-79,43,-54,30,2,13,69,5,60,-8,0,51,-51,64,-6,-69,-41,7,-47,-34,-41,-84,-5,-1,-1,-4,-27,36,27,33,-5,0,-42,42,-33,8,8,26,5,30,0,19,12,0,-54,-1,66,-7,-57,16,37,-18,-52,-4,5,-1,0,14,17,2,70971,0,100
11,-30,-14,-50,24,39,-19,40,34,67,26,64,12,-27,0,-2,38,-10,46,15,37,-16,22,7,-18,16,-9,-69,-15,-43,2,5,5,-26,58,0,-1,-96,-27,-18,-61,7,1,-35,23,7,-17,-87,-38,26,-55,8,0,-2,3,70,38,22,-78,24,63,64,77,13,17,58,-17,61,0,44,28,-15,15,21,58,-58,7,43,4,22,-52,-46,-18,-56,-27,-26,-51,6,2,-42,54,-17,-21,-79,-24,-1,-7,-19,-40,-62,32,6,-2,-17,-16,80,-9,-18,-18,-26,6,-8,0,100,33,0,-20,1,22,23,6,1,-12,3,-74,19,-24,39,4,40,-19,10,3,-30,46,0,-9,-1,-35,8,-20,-58,0,-11,-26,-19,-71,-12,4,3,10,-1,-32,14,0,-31,46,2,84,-11,3,15,-28,4,0,-97,1,-31,-1,62,-31,0,7,9,4,34,82,-15,29,24,27,-5,-22,57,-43,-4,-35,-16,-90,37,8,-61,3,69,6,-1,0,22,46,-14,-1,6,-29,-1,-28,0,15,-69,-18,-9,69,-18,16,0,-85,31,100,3,-4,28,22,58,7,4,6,-10,3,46,58,5,71306,0,100
12,26,2,-2,7,-11,-29,-20,-10,44,9,24,12,2,-1,-70,-4,-7,20,-46,-6,-33,31,-58,-31,-27,7,-18,-5,-29,3,3,-2,-23,43,-14,1,-55,-24,-28,-52,4,0,-10,31,6,-28,-46,-18,21,-30,4,-6,0,1,31,0,31,-52,43,29,34,51,14,-16,18,-27,-2,0,16,20,15,-24,30,23,-47,3,2,0,31,48,-37,-28,75,-24,-24,-27,-63,2,-22,33,-12,-29,-65,-7,0,-27,-29,-28,-72,-5,3,9,-21,-1,40,21,0,23,33,7,-23,0,73,41,0,-34,-14,31,100,7,2,-23,3,-27,12,26,-13,1,-33,-30,3,3,29,-38,0,0,19,41,-11,33,-9,0,-37,-15,-18,-47,57,2,7,17,5,6,28,0,27,-26,-26,69,10,4,-45,-26,1,0,-67,8,3,-3,63,-58,17,-38,17,2,4,68,12,-10,-10,-44,41,-77,2,33,-83,-16,-21,-13,-13,2,1,0,51,3,-4,21,31,-4,-1,-3,2,-27,12,-25,3,8,-42,-31,-5,-49,-34,20,0,-57,-41,71,3,-39,16,32,0,-27,1,8,-21,1,43,39,-20,71781,0,100
