overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
-1,80,80,81,79,83,79,5,79,82
1,77,79,78,76,78,79,7,77,79
-1,80,80,81,80,81,79,13,80,80
1,80,80,79,77,78,83,14,79,78
-1,81,80,81,79,79,80,18,77,79
-1,77,76,77,76,78,77,19,76,77
1,83,85,84,90,85,84,21,91,86
1,76,76,75,73,75,76,25,76,76
-1,74,73,74,73,73,72,28,73,71
1,77,78,77,80,78,78,36,81,79
1,74,76,75,78,72,75,54,79,75
1,76,78,77,77,78,77,64,77,79
1,76,77,76,77,77,76,65,78,78
-1,77,76,77,76,78,76,66,76,77
-1,75,74,75,74,75,73,72,72,74
-1,75,75,76,77,75,75,74,76,74
1,72,74,73,69,73,73,86,68,74
1,74,76,75,73,76,74,169,73,77
1,74,75,74,71,76,76,231,71,77
1,77,79,78,80,79,77,234,81,79
1,78,79,78,73,78,79,236,72,79
1,82,85,84,90,84,82,243,91,84
-1,75,74,75,76,73,74,245,75,74
-1,76,76,77,77,78,74,247,76,77
-1,77,78,79,80,78,76,449,78,77
-1,77,75,76,77,75,77,453,76,75
-1,76,76,77,82,78,74,457,81,77
-1,73,73,74,75,73,71,463,75,72
-1,76,74,75,75,75,76,481,73,74
2,74,78,76,77,77,75,1745,78,78
1,72,74,73,73,73,73,1800,74,75
-2,75,73,75,73,74,73,1831,72,71
-1,73,73,74,73,73,73,1853,74,73
1,75,75,74,73,74,77,2014,73,76
-2,75,74,76,75,77,72,10029,74,76
1,75,77,76,77,74,76,110374,78,76
1,72,75,74,77,75,72,111974,78,75
1,79,80,79,78,77,80,112172,79,80
1,75,77,76,78,75,75,115996,78,77
-1,82,83,84,86,83,81,116010,88,83
-2,75,74,76,74,76,73,116011,73,75
-1,82,80,81,83,80,80,116012,82,80
1,74,77,76,73,76,75,116013,74,78
-1,76,76,77,76,75,73,116015,77,74
-2,75,74,76,73,76,72,116016,72,75
1,80,83,82,89,81,81,116017,89,83
1,84,85,84,86,84,84,116033,86,85
1,83,86,85,86,81,84,116325,86,82
-1,76,81,82,82,79,75,116326,82,79
-1,76,78,79,72,80,75,132176,72,79
