competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
13,18,4,2,13,11021,30,30,115,161962,176750,51300,19,21000,13
13,3,10,1943,13,12202,30,30,348,161960,176751,72000,11,21111,13
13,5,12,1808,13,22201,30,30,340,161961,176752,45000,9,2202,13
13,6,8,7,13,11020,30,30,492,161961,176753,63000,5,220,13
13,19,11,144,13,21001,30,30,328,161961,176754,54000,1796,2201,13
13,7,15,8,13,10211,30,30,432,161961,176755,72000,1925,11001,13
13,14,2,10,13,2021,30,30,246,161961,176756,54000,1799,22211,13
13,13,9,13,13,120,30,30,100,161962,176757,43200,106,20022,13
13,17,16,18,13,10011,30,30,409,161962,176758,51300,14,1,13
13,10,1,1,13,21111,31,30,156,161982,176760,45000,1943,12222,13
13,20,18,19,13,10221,30,31,355,161981,176768,72000,110,11021,13
14,12,7,17,14,2222,37,37,113,161958,177259,71100,1792,12212,14
14,6,10,1795,14,22202,37,37,347,161957,177261,71100,1947,20210,14
14,2,19,3,14,12201,38,38,496,161961,177286,45000,12,102,14
14,21,14,1919,14,10112,38,38,491,161961,177287,54000,109,20001,14
14,12,18,89,14,2222,38,37,26,161961,177288,54000,1792,10221,14
14,9,8,91,14,21,38,38,249,161961,177289,45000,88,2202,14
14,24,5,1952,14,10,38,38,332,161961,177290,54000,1807,20020,14
14,4,3,94,14,22220,37,38,350,161961,177291,45000,97,22112,14
14,13,17,1801,14,20012,38,38,180,161960,177292,72000,1806,10000,14
14,20,16,15,14,100,38,37,337,161961,177293,54000,1790,2,14
14,6,15,1794,14,22202,38,37,433,161961,177294,54000,1947,2101,14
14,22,7,17,14,2221,37,38,113,161961,177295,54000,1951,12212,14
14,1,11,1960,14,22220,38,38,333,161961,177296,62100,1800,10220,14
14,23,10,1795,14,10120,37,38,347,161961,177297,54000,95,20210,14
16,10,16,57,16,12220,26,26,26,161961,177616,68400,378,20110,16
16,8,17,71,16,12111,25,26,512,161962,177617,74700,76,200,16
16,1,15,72,16,20220,26,25,176,161961,177618,75900,73,1002,16
16,6,4,66,16,22222,26,26,426,161962,177619,54000,69,20011,16
16,5,3,219,16,12212,26,26,29,161962,177620,62100,65,10222,16
16,12,2,64,16,20,26,26,488,161960,177621,74700,1530,20120,16
16,18,7,74,16,0,26,26,179,161962,177622,62100,68,22220,16
16,9,11,1809,16,21112,26,26,147,161961,177623,61200,217,1002,16
16,14,13,111817,16,20001,26,26,33,161962,177624,62100,1738,1211,16
17,15,12,132680,17,1100,27,27,35,161960,177931,72000,1823,20122,17
17,3,16,1816,17,1122,27,27,178,161960,177932,72000,1739,1000,17
17,9,2,1819,17,12200,27,27,180,161961,177933,72000,131447,22221,17
17,4,14,1815,17,20102,27,27,35,161960,177934,72000,111273,2200,17
17,5,10,62,17,11110,27,27,228,161961,177935,50400,379,1112,17
17,8,1,294,17,21010,27,27,178,161961,177936,50400,111276,12222,17
17,13,17,1814,17,11101,27,27,34,161960,177937,72000,1805,10110,17
17,7,11,110321,17,20122,27,27,469,161960,177938,72000,70,12,17
17,18,6,111659,17,11010,27,27,249,161960,177939,72000,58,22122,17
19,12,14,31,19,202,26,26,423,161961,178228,55800,23,1001,19
19,7,13,169,19,20212,26,26,414,161962,178229,55800,1824,1112,19
19,4,10,100409,19,21212,26,26,412,161962,178230,70200,36,22200,19
