playerid35,playerid0,playerid9,customsub0in,playerid36,rightfreekicktakerid,playerid44,playerid27,playerid1,playerid38,playerid31,playerid7,playerid20,playerid39,playerid42,playerid48,playerid13,playerid6,customsub0out,playerid37,playerid5,playerid45,playerid8,playerid14,playerid46,longkicktakerid,playerid12,playerid2,rightcornerkicktakerid,playerid30,customsub1in,playerid15,playerid41,playerid47,playerid23,playerid16,customsub1out,leftcornerkicktakerid,playerid18,playerid4,playerid40,playerid49,customsub2out,teamid,playerid22,playerid24,playerid11,customsub2in,playerid3,captainid,playerid51,leftfreekicktakerid,playerid25,playerid33,playerid19,playerid17,playerid26,playerid50,playerid34,penaltytakerid,playerid32,freekicktakerid,playerid28,playerid21,playerid10,playerid43,playerid29
-1,220901,241651,-1,-1,234378,-1,-1,251805,-1,-1,234378,264846,-1,-1,-1,210697,235794,-1,-1,248148,-1,246669,231936,-1,234378,225193,243715,246669,-1,-1,256197,-1,-1,235790,278773,-1,234378,251566,257711,-1,-1,-1,1,271807,-1,222665,-1,232580,246669,-1,234378,-1,-1,230666,206585,-1,-1,-1,241651,-1,234378,-1,254796,207421,-1,-1
-1,202811,216393,-1,-1,200458,-1,82350,227174,-1,-1,210881,246174,-1,-1,-1,199189,257057,-1,-1,236987,-1,260247,264209,-1,216393,226162,227678,200458,-1,-1,248465,-1,-1,212419,221660,-1,227174,231447,200458,-1,-1,-1,2,275468,82968,233049,-1,241464,210881,-1,216393,258932,-1,258444,200110,76255,-1,-1,221697,-1,200458,-1,80816,221697,-1,-1
-1,240595,270787,-1,-1,255855,-1,274959,260142,-1,75948,263678,245652,-1,-1,-1,193910,212099,-1,-1,218343,-1,255855,70114,-1,255855,73196,247913,218343,278920,-1,237211,-1,-1,242751,263654,-1,263678,225748,241534,-1,-1,-1,3,78123,73427,244626,-1,231540,241534,-1,255855,266095,82835,235770,74726,256358,-1,71447,245766,75639,255855,71956,270140,245766,-1,80555
-1,257126,244871,-1,-1,212366,-1,78298,229073,-1,-1,271743,238368,-1,-1,-1,233442,271668,-1,-1,212366,-1,268927,235807,-1,268927,244565,239540,265700,-1,-1,244240,-1,-1,225867,200778,-1,212366,277986,265700,-1,-1,-1,4,221705,254522,241523,-1,240912,212366,-1,268927,266842,-1,236528,231878,78230,-1,-1,265777,-1,212366,74910,252878,265777,-1,-1
-1,228789,257534,-1,-1,257534,-1,261530,238074,-1,-1,238616,71651,-1,-1,-1,263620,247090,-1,-1,256079,-1,268438,248695,-1,257534,76687,230918,238616,229942,-1,259307,-1,-1,242578,272978,-1,247090,266032,239231,-1,-1,-1,5,71998,269495,273018,-1,222104,238074,-1,257534,248158,-1,259031,258485,71997,-1,-1,257534,-1,257534,262859,278813,252042,-1,202652
-1,204935,237386,-1,-1,237386,-1,-1,253510,-1,-1,261188,74413,-1,-1,-1,266609,193474,-1,-1,243657,-1,206517,259714,-1,237386,256402,202695,237386,-1,-1,180216,-1,-1,225650,70448,-1,243657,279497,244380,-1,-1,-1,7,268631,76507,243282,-1,207599,204935,-1,243657,247649,-1,251892,232284,-1,-1,-1,261188,-1,243657,-1,257896,276295,-1,-1
-1,230670,221479,-1,-1,257191,-1,-1,244591,-1,-1,257191,244238,-1,-1,-1,236764,237161,-1,-1,235735,-1,247361,248384,-1,237161,232080,229266,237161,-1,-1,231554,-1,-1,203215,242663,-1,257191,247249,236822,-1,-1,-1,8,242656,71814,258906,-1,239360,235735,-1,257191,74145,-1,230084,193331,232104,-1,-1,221479,-1,257191,-1,208892,242530,-1,-1
-1,212831,236772,-1,-1,236772,-1,264299,264298,-1,-1,209331,80376,-1,-1,-1,232487,239837,-1,-1,246104,-1,242516,253149,-1,236772,242434,237678,236772,-1,-1,216267,-1,-1,271975,225100,-1,242516,256630,260908,-1,-1,-1,9,222514,252897,235805,-1,203376,203376,-1,236772,79922,-1,233731,262621,247601,-1,-1,209331,-1,236772,70824,279128,257289,-1,-1
-1,230621,239085,-1,-1,237692,-1,-1,253124,-1,-1,240638,270409,-1,-1,-1,203574,237692,-1,-1,255069,-1,251570,242641,-1,240638,218667,239818,237692,-1,-1,277031,-1,-1,224081,271574,-1,237692,277295,277427,-1,-1,-1,10,200159,204246,231866,-1,251517,239818,-1,237692,81539,-1,256675,263063,207410,-1,-1,239085,-1,237692,-1,208920,246420,-1,-1
-1,254803,260592,-1,-1,212198,-1,74142,254088,-1,-1,212198,75087,-1,-1,-1,239301,200145,-1,-1,234574,-1,243014,203263,-1,212198,269136,269087,243014,278121,-1,236401,-1,-1,268439,277432,-1,212198,233064,205988,-1,-1,-1,11,238041,163264,253306,-1,235243,212198,-1,212198,77354,-1,250961,243647,278124,-1,-1,212198,-1,212198,75439,269233,240243,-1,82853
-1,242853,261283,-1,-1,218659,-1,260402,232185,-1,-1,252796,228888,-1,-1,-1,268737,253054,-1,-1,255145,-1,233487,251176,-1,218659,216464,236315,218659,-1,-1,186156,-1,-1,211009,262597,-1,253054,243619,218659,-1,-1,-1,12,262255,239358,259268,-1,229682,229682,-1,252796,260842,-1,254752,188094,70035,-1,-1,261283,-1,218659,74323,276827,264692,-1,82448
-1,233934,254022,-1,-1,241096,-1,270357,262118,-1,-1,223334,207650,-1,-1,-1,274246,247851,-1,-1,241096,-1,206085,210047,-1,247851,237329,256261,266127,270519,-1,251809,-1,-1,163600,186345,-1,241096,257470,266127,-1,-1,-1,13,246923,270617,234742,-1,198032,247851,-1,241096,198039,-1,234824,203841,77791,-1,-1,254022,-1,241096,72281,203487,242964,-1,258805
-1,199641,236015,-1,-1,254243,-1,74242,74310,-1,-1,257980,236499,-1,-1,-1,235642,254243,-1,-1,235173,-1,240740,260145,-1,254243,250789,238095,254243,-1,-1,227813,-1,-1,264349,256008,-1,254243,253444,243057,-1,-1,-1,14,230978,79629,237819,-1,278016,236015,-1,254243,81339,-1,192123,216325,234724,-1,-1,236015,-1,254243,80412,202750,79402,-1,224656
-1,206218,238490,-1,-1,243223,-1,276561,235156,-1,-1,246682,208159,-1,-1,-1,241075,243223,-1,-1,262072,-1,255594,75093,-1,243223,233957,264437,243223,78095,-1,265412,-1,-1,230774,275297,-1,243223,77070,240773,-1,-1,-1,15,279543,251028,279857,-1,193011,235156,-1,243223,257105,-1,206115,170008,242787,-1,-1,243223,-1,243223,250804,277658,252330,-1,276562
-1,243585,269964,-1,-1,269964,-1,202199,252793,-1,82197,226012,265195,-1,-1,-1,264371,276695,-1,-1,266422,-1,252066,207807,-1,269964,240097,245153,269964,81987,-1,258167,-1,-1,199576,272497,-1,269964,258930,238157,-1,-1,-1,17,274944,231044,78184,-1,202697,202697,-1,269964,263953,80568,244319,189324,266312,-1,-1,221841,80569,269964,278203,265993,221841,-1,279579
-1,240091,245367,-1,-1,243576,-1,247394,243576,-1,-1,245155,225539,-1,-1,-1,272926,259868,-1,-1,229391,-1,270579,270208,-1,243576,227535,232488,245155,-1,-1,259583,-1,-1,236568,237985,-1,243576,205923,243702,-1,-1,-1,18,261025,276346,237679,-1,264453,232488,-1,243576,76571,-1,268421,73580,220697,-1,-1,231943,-1,243576,260105,236480,231943,-1,-1
-1,193105,251954,-1,-1,233927,-1,75842,229880,-1,-1,270857,205569,-1,-1,-1,225659,224371,-1,-1,264579,-1,233927,275102,-1,233927,236792,245336,274915,274102,-1,227927,-1,-1,164835,242000,-1,233927,72754,274915,-1,-1,-1,19,264290,278097,237712,-1,245388,224371,-1,233927,278101,-1,242271,246158,278284,-1,-1,233927,-1,233927,70230,241585,196978,-1,81316
-1,167495,206113,-1,-1,202126,-1,272658,225375,-1,-1,247827,248266,-1,-1,-1,237086,275298,-1,-1,212622,-1,241084,209889,-1,212622,78063,229558,247827,82814,-1,234205,-1,-1,186569,250955,-1,212622,209658,234396,-1,-1,-1,21,256790,76337,263765,-1,213331,167495,-1,247827,81240,-1,259197,263887,79317,-1,-1,202126,-1,247827,82813,77126,202126,-1,82811
-1,235073,212194,-1,-1,212194,-1,-1,278455,-1,-1,259716,73016,-1,-1,-1,259356,246863,-1,-1,204923,-1,251852,270964,-1,259716,254117,229476,229891,-1,-1,224196,-1,-1,266906,259075,-1,259716,208333,229891,-1,-1,-1,22,235407,278854,252037,-1,247819,235073,-1,259716,210772,-1,212190,241050,-1,-1,-1,215441,-1,212194,-1,262105,215441,-1,-1
-1,235018,220876,-1,-1,220876,-1,250724,243133,-1,246919,257919,276358,-1,-1,-1,204497,262906,-1,-1,256781,-1,234943,264194,-1,220876,245622,243354,220876,76031,-1,271119,-1,-1,239367,222493,-1,220876,264702,224841,-1,-1,-1,23,80454,78540,214096,-1,221491,257919,-1,220876,264763,-1,245541,223550,70904,-1,-1,212002,-1,220876,81726,177475,212002,-1,82741
-1,262659,255185,-1,-1,212096,-1,82862,208335,-1,-1,240451,216497,-1,-1,-1,269705,276694,-1,-1,226168,-1,212096,262666,-1,212096,258316,207862,212096,-1,-1,263022,-1,-1,207897,262668,-1,212096,259750,209846,-1,-1,-1,25,199897,279045,250931,-1,231366,209846,-1,212096,229692,-1,257877,234833,244112,-1,-1,212096,-1,212096,-1,74431,234875,-1,-1
-1,206145,211891,-1,-1,270111,-1,270110,269513,-1,-1,270111,262297,-1,-1,-1,244109,243893,-1,-1,223680,-1,269318,211982,-1,270111,79401,262635,270111,-1,-1,276319,-1,-1,273885,245252,-1,270111,266109,272891,-1,-1,-1,27,73994,75952,251090,-1,245750,262635,-1,270111,275211,-1,251482,269916,243344,-1,-1,211891,-1,270111,211827,251107,279246,-1,-1
