ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26720
5,-58,-10,-16,-16,-48,0,-29,25,17,75,60,29,-27,10,13,-52,-2,-37,1,-61,57,55,74,13,-42,38,-12,-62,-7,4,38,3,21,-22,7,55,65,-58,19,-76,-63,-57,44,12,-33,-33,9,4,-14,-2,17,35,-56,52,-47,-42,-48,65,0,-5,62,-35,40,39,-35,-10,7,-25,66,57,9,-56,-36,-44,81,-1,44,-58,-16,3,-47,-51,9,23,8,0,-44,63,36,0,10,0,57,22,23,-23,83,-49,-29,-57,70,-25,-58,-52,-25,-5,1,68,22,-23,45,40,-19,54,3,-36,16,51,-37,-60,15,-92,-1,100,19,44,-14,32,55,66,28,-33,-9,-20,2,-5,-90,27,-4,1,0,14,56,30,-28,39,18,100,64,15,10,54,65,2,9,81,48,51,48,0,-23,10,14,4,22,-60,5,62,-18,-25,75,24,-4,47,15,-1,25,-33,0,9,5,40,-24,69964
6,22,-6,-44,-27,-34,37,20,10,9,56,41,35,-8,30,26,-36,22,-17,25,16,42,72,39,20,-13,11,-38,-73,4,-36,31,-4,29,-25,25,17,13,-18,-6,-100,12,-12,73,1,46,-27,13,28,8,-19,18,29,-86,-22,-9,-28,-31,30,8,-16,-23,-23,32,-7,58,-38,16,66,45,55,8,-1,18,-39,16,-2,5,-9,-21,23,64,-5,22,27,19,50,15,26,1,-8,38,-19,48,46,22,-10,-2,-48,13,-51,1,-76,-41,-26,26,7,22,35,55,41,43,0,-29,7,-16,-37,21,16,27,-91,18,10,21,27,-3,68,-45,86,-13,-6,-11,-31,33,-12,17,-17,23,5,34,-8,28,24,-7,86,-18,100,9,25,46,23,-49,27,30,33,27,-2,37,24,63,-17,-74,34,27,33,-51,19,32,100,-33,-27,58,2,-17,71,21,3,47,-39,48,12,-32,58,-16,70198
3,21,31,-16,-2,22,2,-18,14,19,-60,23,50,-2,44,2,-12,-10,40,-10,15,28,10,24,-9,36,0,-14,-1,-77,-5,21,26,0,-20,4,8,27,5,-4,-27,0,2,41,-9,57,36,7,50,-80,-15,28,24,-57,27,18,-2,22,16,-1,-16,-34,5,-10,-23,64,-14,3,69,23,13,13,-6,-14,-20,-57,-11,-20,18,-7,-3,56,-8,38,-8,0,6,-4,17,12,23,-2,-19,24,2,-10,8,27,-22,9,-69,-44,26,-71,-10,8,-8,17,30,2,-100,47,7,-1,1,-22,32,9,23,34,-56,31,-49,36,-15,17,16,-18,45,-2,-33,20,1,42,-25,-3,8,-52,9,46,24,38,3,4,47,0,-5,19,-13,27,22,23,27,29,3,1,25,38,12,24,19,27,1,-10,-16,26,16,48,0,0,-3,30,7,10,38,8,-9,51,19,6,9,20,-5,-20,70497
12,21,33,-38,29,-39,-83,34,-5,16,-63,43,12,-41,-3,41,-46,29,61,-10,31,63,52,67,43,40,26,-34,-33,15,-13,39,52,30,-21,11,0,37,3,28,-80,17,17,98,10,90,67,31,73,37,4,52,34,-50,-46,54,-58,-38,38,9,4,-31,-20,15,-56,-34,-32,34,89,64,48,26,11,23,-23,-100,24,-42,13,38,26,-45,-27,-5,-2,19,31,-57,31,-22,7,88,-30,62,-2,11,-46,51,-34,-28,-80,-100,-16,-72,-22,-23,-73,-9,73,-3,14,52,-18,-25,36,-19,39,48,-42,33,-51,40,-85,64,62,-10,34,-38,81,-74,-22,6,-21,45,14,16,33,-92,27,36,6,65,39,-76,83,-76,60,16,62,48,-23,-34,57,38,-94,18,44,54,0,21,-41,-16,78,48,1,-31,30,80,47,-25,-46,71,27,52,100,49,-66,4,19,30,36,-34,10,-22,70786
31,22,69,-25,-41,-20,-55,-76,40,23,-18,32,72,-32,63,39,-1,49,-33,-10,33,77,58,28,-1,-5,-13,-36,21,-22,3,26,23,19,-13,-3,-23,30,-50,-12,9,4,-67,65,-25,44,-50,0,-9,0,31,-26,6,-100,13,54,-65,-20,41,-52,7,-69,30,24,42,60,-33,4,55,33,67,-49,10,-43,13,30,52,35,-31,-29,-48,52,11,69,11,-34,41,-61,49,41,-21,10,-23,37,34,11,-4,28,19,-5,-74,33,-9,-75,-1,-1,-24,41,84,33,-67,15,36,6,-20,-24,-2,29,42,86,-93,-6,-60,31,0,0,24,-26,64,-66,-71,-2,25,55,44,18,-56,-58,16,58,0,29,34,-68,66,-52,-23,23,-10,39,10,-47,29,29,-39,0,36,21,-32,19,-6,-8,20,0,-17,-47,34,-19,5,31,14,100,17,1,64,28,-25,82,-12,45,-58,-9,63,-12,71069
37,63,57,-12,14,5,11,-16,0,-1,26,55,48,-35,52,22,7,4,-41,-7,4,67,78,44,7,7,26,-25,-52,-80,-28,46,46,9,-34,28,28,99,-14,52,-39,-35,-7,82,42,-2,-44,18,92,-82,-1,64,34,-86,39,-41,-16,4,33,-12,-8,-95,44,3,-63,34,-25,16,-1,47,73,49,-17,-27,17,64,-3,-52,41,13,-4,23,8,48,86,-15,31,-12,33,5,19,-12,-20,57,8,86,-18,18,14,32,-73,63,-22,-69,-8,35,-32,30,100,4,-87,71,-24,2,32,-16,-1,7,55,-23,-82,57,-50,47,24,-40,8,-12,91,-11,-85,36,46,65,-1,35,-23,-58,18,61,21,54,25,-14,92,-40,-56,-1,19,58,-34,-20,46,90,10,36,15,74,23,4,-40,-22,-15,7,-1,-26,6,93,-50,4,-27,100,17,-28,87,8,-23,52,8,33,54,-37,3,-46,71910
12,43,26,-29,13,-14,-9,-26,13,-3,-16,32,77,-28,-35,8,17,-10,-69,-24,22,37,12,2,-10,-14,27,-20,-27,-20,-14,20,7,-2,-54,-7,-20,73,-19,26,19,41,-17,57,23,33,-65,24,46,-16,-3,37,22,-77,-4,12,-40,-13,27,-7,-3,29,20,18,-11,-49,-20,20,36,2,11,16,36,-30,-3,34,-13,-4,41,11,-3,-47,16,-34,11,-2,-1,-57,27,12,21,2,-38,38,18,16,-38,41,-8,39,18,29,31,14,-42,39,-15,-9,-41,14,-3,29,30,9,26,-40,-14,16,-5,9,-81,33,31,46,5,-44,-4,-28,54,-14,30,44,20,61,-10,0,-9,30,14,60,20,46,13,-6,54,-9,10,-1,6,31,-52,-33,54,69,-8,-3,40,28,-18,-3,-27,35,0,-9,-23,-30,24,46,3,9,-35,-38,13,0,57,18,-15,73,26,0,16,-28,23,-54,72006
17,42,41,-16,6,-24,-23,10,4,-13,47,39,35,14,58,14,22,-4,8,-4,2,36,35,19,20,19,-2,-29,-64,4,3,29,55,19,-74,15,25,37,-13,19,-72,-8,20,72,10,64,21,29,61,-1,-5,100,28,-72,2,4,20,-23,37,31,4,-33,12,39,-12,39,-29,31,35,21,30,11,-10,-24,-25,9,-6,-2,-21,2,51,43,47,57,5,43,56,11,14,12,6,50,-14,58,38,-6,3,27,-27,-2,-54,18,-29,-55,6,3,8,15,72,41,-3,36,47,-24,-4,-12,25,38,17,-16,-73,75,-57,28,1,25,82,-15,78,-17,-29,7,25,65,15,20,-26,-54,26,56,-7,23,22,-27,76,-52,52,-12,1,25,19,-13,41,26,-30,25,19,47,20,77,17,-28,24,30,23,-13,7,81,40,-36,-26,72,29,-18,77,38,27,33,-15,49,31,13,22,-73,72081
19,-19,70,-28,-23,-2,-11,-9,21,46,-65,45,75,1,72,19,3,-62,15,-12,-2,69,36,38,14,21,-13,-16,-73,-71,-11,25,19,30,-47,22,51,69,-11,18,-84,-39,-12,100,16,77,12,26,72,-64,-2,60,21,-90,57,80,22,-1,32,-16,-5,-32,-13,49,-31,58,-14,23,83,42,42,25,-46,-11,-32,-54,-59,-22,-37,-24,-8,52,-3,73,18,-6,20,13,33,19,11,25,24,62,46,16,8,15,-36,4,-93,-65,-2,-98,-1,7,-23,-1,100,51,-64,13,12,-7,-7,13,16,13,57,93,-93,64,-85,47,-13,-7,45,-27,63,-43,-34,4,-13,49,13,32,30,-78,17,48,11,52,26,-37,62,-67,36,47,-8,39,0,-2,41,74,-13,24,13,10,52,40,0,-6,25,12,-13,-4,-1,69,48,-5,-38,100,17,19,100,13,-18,67,12,22,23,0,45,-55,72108
