overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,80,82,81,80,82,82,5,78,83
-1,77,77,78,76,78,76,7,75,78
-1,79,79,80,82,81,78,11,83,81
-1,80,80,81,81,84,80,13,80,84
1,79,80,79,79,79,81,14,79,80
-1,81,80,81,79,81,80,18,78,80
-1,77,76,77,78,77,75,19,78,77
-1,74,74,75,77,75,71,23,76,74
1,76,76,75,73,74,78,25,75,75
1,78,80,79,82,78,79,32,83,79
2,76,79,77,80,77,77,36,83,78
-1,74,74,75,74,76,72,38,72,74
1,80,81,80,81,80,80,45,82,81
-1,80,80,81,79,82,78,48,77,80
-1,73,75,76,74,77,72,72,72,76
1,78,78,77,75,77,79,106,74,78
-1,74,75,76,77,77,73,110,77,77
1,73,77,76,80,76,74,175,81,77
1,81,85,84,85,85,82,241,85,86
1,73,76,75,76,76,74,245,77,79
-1,75,75,76,76,77,74,246,75,77
1,79,81,80,83,80,79,325,85,82
2,77,80,78,78,79,78,326,78,80
-1,74,75,76,77,77,72,327,77,77
-1,79,79,80,78,81,78,448,78,80
1,77,80,79,79,80,78,449,81,80
1,77,77,76,78,76,78,450,78,76
1,76,78,77,73,78,78,480,73,79
-1,80,78,79,78,78,79,1799,77,78
-1,79,77,78,77,78,79,1824,77,77
2,74,76,74,74,75,76,1896,72,77
-1,77,77,78,78,78,75,1943,79,78
-2,75,75,77,79,75,74,110374,77,74
-1,79,78,79,77,78,79,112172,76,77
1,78,80,79,78,80,79,115845,81,80
1,81,84,83,86,83,82,115995,87,85
-1,76,77,78,79,80,76,115997,79,79
1,77,80,79,82,82,77,115998,83,83
1,81,85,84,85,86,82,116009,86,86
1,83,85,84,82,83,84,116010,82,85
-1,81,80,81,81,80,81,116012,80,80
-1,74,75,76,73,76,73,116013,72,75
-1,78,76,77,78,74,77,116015,78,74
2,84,86,84,86,82,85,116033,87,83
1,77,78,77,73,78,79,116035,71,78
1,86,86,85,85,83,86,116325,86,84
-1,77,77,78,80,78,76,116327,80,77
1,74,77,76,76,78,77,116336,76,80
-1,76,80,81,82,82,77,131681,82,82
-1,79,78,79,77,78,78,132176,76,77
