bs_zygomaxilla_NL_XXX_D_U,bs_zygomaxilla_NR_XXX_R_A,bs_mandible_NR_IXA_B_F,bs_maxilla_NL_SXX_N_W,bs_chin_NN_SXX_SL_SR,bs_brow_NL_XLX_R_A,bs_canine_NL_XXX_N,bs_brow_NL_XLX_B_F,bs_brow_NR_SMX_B_F,bs_temple_NR_XXX_B_F,bs_orbits_NR_XXX_N_W,bs_orbits_NR_SXX_D_U,bs_teeth_NN_XXX_D_U,ca_ears_NR_XXX_N_W,bs_cuspid_NR_XXX_SL_SR,fl_eyes_NR_XXX_R_A,bs_skull_NN_SXX_N_W,bs_mandible_NR_XXP_B_F,ca_laryngeal_NN_XXX_N_W,bs_orbits_NL_XXX_R_A,bs_maxilla_NR_IXX_B_F,fl_eyes_NR_XXX_D_U,bs_incisorLower_NL_XLX_U,bs_mandible_NL_SXA_N_W,bs_cuspid_NL_XXX_N,bs_brow_NN_XMX_D_U,ca_ears_NL_XXX_B_F,bs_temple_NL_XXX_R_A,bs_zygomaxilla_NR_XXX_D_U,bs_coronal_NN_SXX_R,bs_incisor_NR_XLX_D_U,bs_incisor_NR_IMX_D_U,bs_brow_NN_XMX_SL_SR,bs_canine_NR_IXX_R,bs_maxilla_NR_SXX_D_U,bs_maxilla_NL_IXX_R_A,bs_incisorLower_NL_XLX_SL_SR,ca_ears_NL_XXX_SL_SR,bs_incisor_NL_IMX_R,bs_incisorLower_NL_XLX_N,bs_noseRoot_NN_XXX_D_U,bs_cuspid_NL_SXX_D_U,bs_incisor_NR_ILX_D_U,ca_ears_NL_XXX_R_A,bs_cuspid_NL_XXX_U,bs_cuspid_NR_SXX_D_U,bs_cuspid_NR_XXX_N,bs_mandible_NR_IXA_N_W,ca_ears_NR_XXX_R_A,bs_skull_NN_SXX_R_A,bs_noseBridge_NN_XXX_N_W,bs_incisorLower_NR_SMX_D_U,bs_chin_NN_XXX_B_F,bs_canine_NL_XXX_SL_SR,bs_incisor_NR_XLX_SL_SR,bs_brow_NR_XLX_N_W,bs_maxilla_NL_IXX_B_F,bs_incisorLower_NR_XLX_U,bs_mandible_NR_SXA_D_U,bs_skull_NN_XXP_N_W,bs_chin_NN_XXX_R_A,bs_orbits_NL_SXX_D_U,bs_temple_NL_XXX_B_F,ca_adamsapple_NN_XXX_D_U,bs_orbits_NL_XXX_N_W,bs_mandible_NL_XXP_N_W,bs_canine_NR_XXX_N,bs_nose_NN_XXX_N_W,bs_incisor_NL_XLX_N_W,bs_mandible_NR_XXP_N_W,ca_laryngeal_NN_XXX_B_F,bs_mandible_NL_IXA_B_F,bs_chin_NN_XXX_SL_SR,bs_molarsLower_NR_XXX_U,bs_brow_NL_XLX_N_W,bs_mandible_NL_IXA_R_A,bs_incisorLower_NL_SMX_D_U,bs_brow_NR_XLX_R_A,bs_incisor_NR_XMX_D_U,bs_cuspid_NR_XXX_U,bs_maxilla_NR_IXX_N_W,bs_mandible_NR_IXA_R_A,bs_incisorLower_NR_XLX_N,bs_noseBridge_NN_XXX_R_A,bs_incisor_NR_IMX_R,bs_canine_NL_IXX_R,bs_mandible_NL_IXA_D_U,bs_orbits_NR_XXX_R_A,bs_incisorLower_NL_SLX_D_U,bs_nose_NN_XXX_B_F,bs_mandible_NL_XXP_R_A,bs_temple_NR_XXX_N_W,bs_chin_NN_XXX_N_W,bs_chin_NN_SXX_D_U,bs_orbits_NR_XXX_B_F,bs_teethLower_NN_XXA_N_W,bs_brow_NL_SMX_D_U,bs_incisorLower_NL_XMX_N,bs_skull_NN_XXP_R_A,bs_chin_NN_SXX_N_W,bs_chin_NN_XXX_D_U,bs_canine_NL_XXX_D_U,bs_brow_NL_SMX_N_W,bs_temple_NL_XXX_N_W,bs_orbits_NL_XXX_B_F,bs_mandible_NR_SXA_B_F,bs_noseRoot_NN_XXX_SL_SR,ca_ears_NL_XXX_N_W,bs_coronal_NN_SXX_D_U,bs_maxilla_NL_IXX_N_W,bs_incisor_NL_XMX_D_U,bs_teeth_NN_XXX_SL_SR,bs_cuspid_NL_XXX_SL_SR,ca_ears_NL_XXX_D_U,bs_forehead_NN_XXX_U,bs_incisor_NL_XMX_N_W,bs_maxilla_NL_IXX_D_U,bs_maxilla_NR_IXX_R_A,bs_molarsLower_NL_XXX_U,bs_coronal_NN_SXX_N_W,bs_canine_NR_IXX_D_U,bs_incisor_NL_XLX_D_U,ca_adamsapple_NN_XXX_B_F,bs_incisor_NR_XMX_SL_SR,bs_temple_NR_XXX_R_A,bs_temple_NL_XXX_D_U,bs_noseRoot_NN_XXX_B_F,bs_orbits_NL_SXX_B_F,bs_forehead_NN_XXX_R_A,bs_orbits_NR_SXX_B_F,bs_incisorLower_NR_XMX_N,bs_temple_NR_XXX_D_U,bs_incisor_NL_XLX_SL_SR,bs_brow_NN_XMX_R_A,bs_zygomaxilla_NR_XXX_B_F,bs_teethLower_NN_XXA_D_U,bs_teeth_NN_XXX_B_F,bs_orbits_NL_SXX_N_W,bs_orbits_NL_XXX_D_U,bs_noseBridge_NN_XXX_SL_SR,bs_maxilla_NR_SXX_B_F,bs_teeth_NN_XXX_R_A,bs_incisor_NR_XMX_N_W,bs_maxilla_NR_IXX_D_U,bs_orbits_NR_SXX_R_A,bs_forehead_NN_XXX_B_F,bs_mandible_NL_IXA_N_W,bs_coronal_NN_SXX_B_F,bs_skull_NN_XXP_SL_SR,bs_coronal_NN_SXX_SL_SR,bs_brow_NL_XLX_D_U,bs_forehead_NN_XXX_SL_SR,bs_maxilla_NL_SXX_B_F,bs_noseRoot_NN_XXX_N_W,bs_incisorLower_NR_XMX_SL_SR,bs_zygomaxilla_NL_XXX_R_A,bs_zygomaxilla_NL_XXX_B_F,bs_maxilla_NL_SXX_R_A,bs_nose_NN_XXX_D_U,bs_mandible_NR_XXP_D_U,bs_incisor_NL_XMX_SL_SR,fl_eyes_NR_XXX_B_F,bs_incisor_NL_ILX_R,bs_molars_NL_XXX_D_U,bs_incisor_NR_XLX_N_W,ca_ears_NR_XXX_SL_SR,bs_brow_NR_SMX_R_A,bs_brow_NN_XMX_B_F,bs_canine_NR_XXX_SL_SR,bs_skull_NN_SXX_F,bs_mandible_NR_SXA_N_W,bs_brow_NL_SMX_R_A,fl_eyes_NR_XXX_N_W,ca_laryngeal_NN_XXX_D_U,bs_molars_NR_XXX_D_U,bs_skull_NN_XXP_D_U,bs_chin_NN_SXX_R_A,bs_mandible_NL_XXP_D_U,bs_forehead_NN_XXX_N_W,bs_nose_NN_XXX_SL_SR,fl_eyes_NL_XXX_B_F,bs_orbits_NR_SXX_N_W,bs_chin_NN_SXX_B_F,bs_noseBridge_NN_XXX_D_U,bs_orbits_NR_XXX_D_U,fl_eyes_NL_XXX_R_A,bs_mandible_NR_IXA_D_U,bs_mandible_NL_SXA_R_A,bs_teeth_NN_XXX_N_W,bs_brow_NL_SMX_B_F,bs_brow_NR_XLX_D_U,bs_maxilla_NR_SXX_N_W,bs_incisor_NL_ILX_D_U,bs_mandible_NL_SXA_B_F,bs_canine_NL_IXX_D_U,ca_laryngeal_NN_XXX_SL_SR,bs_brow_NR_SMX_N_W,bs_incisorLower_NL_XMX_U,bs_zygomaxilla_NR_XXX_N_W,ca_ears_NR_XXX_B_F,bs_incisorLower_NR_XLX_SL_SR,bs_canine_NR_XXX_D_U,bs_orbits_NL_SXX_R_A,bs_skull_NN_XXP_B_F,bs_incisor_NR_ILX_R,bs_incisorLower_NL_XMX_SL_SR,bs_teeth_NN_XXA_N_W,bs_mandible_NL_SXA_D_U,bs_mandible_NR_SXA_R_A,bs_mandible_NL_XXP_B_F,bs_brow_NN_XMX_N_W,fl_eyes_NL_XXX_D_U,bs_skull_NN_SXX_SL_SR,bs_teeth_NN_XXA_D_U,bs_noseBridge_NN_XXX_B_F,bs_brow_NR_XLX_B_F,ca_ears_NR_XXX_D_U,bs_skull_NN_SXX_D_U,fl_eyes_NL_XXX_N_W,bs_noseRoot_NN_XXX_R_A,bs_incisorLower_NR_XMX_U,bs_zygomaxilla_NL_XXX_N_W,bs_brow_NR_SMX_D_U,bs_incisor_NL_IMX_D_U,ca_adamsapple_NN_XXX_SL_SR,bs_nose_NN_XXX_R_A,bs_incisorLower_NR_SLX_D_U,bs_maxilla_NL_SXX_D_U,bs_mandible_NR_XXP_R_A,bs_maxilla_NR_SXX_R_A,assetid,fc_neck_restore,fc_mouthbag_restore
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26720,0,100
34,24,30,-76,-1,-17,0,12,-6,34,-61,5,79,-17,0,-58,28,-6,22,-17,39,37,0,2,0,-24,-5,-60,41,0,5,10,-3,0,85,-35,0,-58,0,0,5,8,5,-20,0,9,0,-20,-18,32,-43,6,28,-2,3,26,46,0,-20,33,29,-10,34,32,-48,-5,0,-38,1,-6,-11,39,-24,0,37,36,8,-12,8,0,-36,37,0,78,0,0,65,-11,5,-8,-3,-35,-49,48,-76,-3,-38,0,-78,-66,42,9,-50,-46,-65,-11,4,-21,-17,-39,11,-3,0,36,0,7,-85,-36,0,-30,6,4,-45,2,-62,58,-4,-15,-1,-26,0,52,1,-11,-88,2,-72,44,-15,3,15,-7,3,-84,-32,-35,-15,3,6,-7,-2,-22,13,-63,1,25,-80,-19,58,5,0,0,0,5,0,-78,8,-58,-5,0,-7,1,-29,12,7,21,100,8,36,-6,4,50,-56,-1,-14,-55,69,14,-42,0,-21,-69,3,-25,6,-4,-58,0,66,-6,0,6,-34,0,0,2,1,-18,8,-8,-25,38,12,21,-74,-2,46,12,-23,81,0,65,-38,11,3,-3,5,87,-5,-16,69964,0,100
-14,23,36,-100,13,-7,-33,0,-39,26,-75,71,-12,-27,3,-62,43,11,-48,-5,29,14,32,-42,-34,-1,7,-27,4,-32,3,2,4,-23,35,18,-2,-72,-24,-32,-32,6,-2,-14,31,6,-33,-82,-13,30,-46,3,-1,-4,5,36,26,33,-13,14,21,43,27,17,-44,-52,-33,-28,0,-51,32,54,-18,33,23,-9,3,-13,0,31,-49,-5,-32,79,-24,-24,-13,-5,0,-78,-35,-82,-64,-39,-26,-4,-25,-32,-40,-93,4,4,-48,-88,-7,57,1,-36,-91,-72,2,-16,-3,67,41,0,-47,19,32,72,2,-1,-28,6,-26,45,4,0,21,17,-33,39,0,73,-58,5,-50,9,24,23,3,-37,0,-64,3,-55,-89,-4,2,12,-58,-8,0,-57,3,28,-44,1,54,-5,0,43,-24,1,0,-84,4,-45,0,0,-52,0,-47,28,3,0,54,-9,-1,44,35,20,-52,21,24,-37,-3,-27,-69,-62,-58,-100,0,64,3,-8,-20,32,-64,-1,2,1,-14,44,-25,0,-4,-11,-29,11,58,29,0,0,-61,21,50,-18,-36,50,32,-30,-29,3,10,-3,0,36,-23,3,70198,0,100
5,-4,9,-50,7,-10,0,30,-4,3,-58,19,50,9,1,1,-4,29,8,11,37,3,0,-38,0,0,-22,-13,4,0,-2,1,-2,0,19,-3,1,-8,0,0,-43,3,4,12,0,0,0,11,13,17,27,0,-13,-2,2,-12,33,0,-7,22,0,14,8,-5,-66,-48,0,-52,0,-42,44,10,5,0,-14,-25,2,-8,0,0,-51,-23,0,-4,0,0,-15,14,2,-39,-41,-7,-21,-30,-51,0,-24,0,-7,-63,52,1,38,-16,-51,61,-3,16,-20,-44,3,-15,0,-82,0,4,1,-3,0,63,4,0,-25,3,-20,-14,3,46,4,40,0,-14,0,30,-10,2,-63,33,-30,-2,-26,-9,2,-4,-22,-5,12,4,8,0,-54,-10,-29,4,0,-4,-9,15,56,-36,2,-5,0,3,1,-13,5,-35,-2,0,-52,2,-30,0,2,-4,25,-37,-60,5,-4,35,-34,-13,-30,-8,-15,2,-60,7,-51,-54,4,52,0,0,42,0,-15,-26,0,2,-26,-1,0,0,4,-4,0,28,-77,8,4,3,-8,22,-79,2,-41,-6,0,-16,-24,3,0,11,0,22,-42,10,70497,0,100
13,43,12,-14,5,2,0,-17,58,-31,-11,-23,65,-63,0,-35,31,8,35,-38,-43,-27,0,-11,0,-9,28,-61,32,0,1,3,3,0,86,13,3,9,0,0,-56,5,0,78,0,4,0,-51,74,-2,-66,3,-4,3,0,10,-30,0,-14,29,35,-16,-26,37,-10,-26,0,-6,8,-31,41,0,0,0,64,9,3,-9,3,0,-2,0,0,64,0,0,16,-28,2,-35,4,-48,-24,-49,-51,1,-49,0,-12,-2,62,5,56,-41,-39,-24,-4,-40,6,-6,5,-5,2,7,0,14,0,16,0,38,4,1,-52,1,-61,-16,1,-20,-39,-15,0,9,5,-26,-66,-2,-6,13,-16,7,-12,-77,9,-12,14,3,-57,-16,-3,31,-70,26,-26,-14,-2,38,-55,-32,82,-1,4,-14,0,0,8,1,-56,-64,-3,0,-27,-35,-61,38,2,-11,37,-2,22,14,-1,24,-21,67,-28,-35,21,-4,-49,57,-77,-1,0,-32,1,-9,83,0,48,16,-2,3,6,45,0,2,14,-13,-13,6,48,-22,7,8,-70,-16,5,-39,-75,45,0,33,-49,4,15,-11,2,88,3,-30,70786,0,100
-48,-5,-3,-88,-14,1,-23,-1,-8,47,-83,41,47,43,0,0,3,5,44,51,32,4,22,-72,-23,-10,-4,-7,-20,-18,-1,0,-12,-20,32,-10,-4,17,-21,-22,-19,1,-3,-19,23,1,-22,0,-15,14,-44,2,22,0,2,-23,31,22,-50,39,19,31,44,8,-62,-63,-23,-36,0,-52,57,4,19,24,11,-10,1,0,0,22,-28,-23,-23,7,-21,-20,10,-5,-1,-43,-26,-15,0,-56,-74,-3,-45,-23,-19,-37,52,1,-30,-31,-55,18,-10,33,-48,-45,1,-16,0,14,23,0,-4,-10,24,24,0,-1,-48,4,4,41,-25,20,10,47,-22,62,0,32,-61,-4,-43,33,5,-54,7,41,0,-18,-30,-20,-28,-4,15,-6,-11,-29,7,-63,1,3,-52,34,54,-7,0,-37,-21,0,0,-20,35,-41,1,43,-36,37,-45,0,1,-10,33,-14,47,-52,-16,24,-34,49,-13,2,14,-83,-41,-8,-26,-79,-3,60,1,0,-18,23,-3,-9,-1,0,-31,0,-22,0,1,-41,-89,8,74,11,-14,0,7,-9,28,-7,-69,20,23,-2,-37,3,1,-3,0,47,-18,31,71069,0,100
-32,42,34,-85,-16,-44,0,-17,-2,41,-17,-9,57,73,0,-18,-70,29,29,60,-51,52,0,-41,0,51,37,-60,-24,0,0,2,2,0,73,19,-3,22,0,0,11,4,-2,-60,0,6,0,-35,-56,65,-12,3,15,-3,6,-43,-37,0,-31,75,47,-18,51,16,-58,-46,0,-61,0,-45,43,26,-24,0,-32,0,2,-40,1,0,-24,-12,0,65,0,0,42,60,-1,-41,-23,-26,-58,0,-64,-1,-52,0,-23,-91,52,5,-45,-21,-35,45,6,71,-52,-35,4,-2,-3,-38,0,3,-36,18,0,61,2,-2,-48,8,-61,34,-5,16,0,7,0,30,0,100,-100,-6,-46,54,-40,-41,13,-75,1,-39,-26,63,-51,-13,10,17,-76,-1,-1,-19,0,44,-100,0,84,21,3,2,0,2,0,14,26,-14,-2,0,-36,31,-42,4,3,6,61,24,100,-49,7,69,-55,-25,-33,-13,36,10,-74,38,-72,-87,0,43,2,-3,-36,0,-63,28,-2,3,-33,33,0,-1,4,-24,22,29,55,50,12,-2,-27,-14,-26,-12,-66,75,0,-65,-58,1,6,8,-1,73,-19,7,71910,0,100
7,20,14,-52,8,-21,0,26,50,-5,-36,-17,58,-18,3,5,25,27,29,31,19,12,0,-35,0,-7,-44,-17,13,0,0,-4,0,0,22,-3,-1,-43,0,0,-20,1,-2,-31,0,-2,0,-17,-28,8,-9,-2,30,2,-2,12,20,0,3,3,1,-17,-5,10,-34,-28,0,-33,1,-31,63,19,6,0,11,39,-2,-19,0,0,-58,41,0,52,0,0,6,42,0,19,-39,10,-23,-42,-30,0,-31,0,-15,-31,44,2,-57,1,-43,31,0,-14,-16,-48,2,-2,0,43,0,7,-6,-1,0,100,0,0,-71,2,-19,-12,9,39,1,32,0,-5,-1,26,-46,0,12,-4,-19,-4,29,6,6,-5,-8,2,-14,27,0,7,-68,-1,32,25,0,20,-42,7,75,-13,3,1,0,0,-1,-42,8,4,0,0,-37,10,-71,3,2,-3,0,-14,8,0,-16,-15,-18,-11,-15,7,9,-12,-33,45,-70,-52,-3,31,2,0,-61,0,4,-44,0,0,-9,6,0,0,1,3,-10,27,-100,16,2,-3,29,27,47,-8,-71,19,0,10,-32,-3,3,0,3,21,-38,12,72006,0,100
-35,17,20,-32,4,20,0,-16,9,21,-45,23,52,-7,-2,-69,-25,-4,-28,-35,54,-10,0,-50,0,-10,-7,-35,-18,0,1,5,8,0,63,-27,4,-78,0,0,-33,3,-1,0,0,4,0,-30,0,18,-38,3,-23,2,1,-11,52,0,36,12,32,34,15,37,-4,7,0,-57,2,0,-18,43,2,0,5,-22,2,9,2,0,-11,-19,0,75,0,0,14,-32,0,-25,2,-8,-44,-11,-35,0,-17,0,-23,-71,41,3,1,-21,-19,29,9,-7,-18,-20,5,-11,2,35,0,3,-44,-31,0,54,4,0,-37,1,-29,74,11,8,-5,7,0,64,5,30,-67,0,-71,3,-7,50,-4,-27,1,-49,-62,-43,-30,-2,5,-6,-1,-20,5,-22,-2,11,-57,-5,77,26,6,-34,0,2,1,-62,-3,-40,-3,0,-39,-13,-33,36,2,17,37,25,-17,63,-36,13,-11,-4,-20,-58,17,-21,-41,24,-8,-43,0,47,5,-4,-3,0,1,-12,-3,2,-58,16,0,2,5,44,-13,-2,42,-10,-9,7,-39,-28,34,15,-16,66,0,18,-32,6,6,-7,1,55,9,11,72081,100,100
-48,42,43,-55,-4,-18,-29,-13,18,47,-41,0,67,0,-2,-44,-5,-10,9,12,47,-1,29,-49,-28,-14,1,-72,-52,-29,2,5,-2,-25,50,-7,-4,-34,-27,-28,-9,2,1,-52,30,3,-28,-37,-53,45,-59,4,-8,-2,0,55,53,29,-32,37,18,-2,47,22,-51,-40,-28,-46,0,-47,25,49,-22,31,52,-37,3,-11,3,30,-51,-39,-29,63,-27,-25,9,20,1,-18,-19,0,-71,11,-45,-3,-8,-29,-43,-90,46,4,-53,-7,-35,55,-1,33,-18,-48,5,-11,-2,-3,51,0,-13,-7,31,67,2,0,-27,1,-82,64,-16,-25,-24,-28,-29,65,0,56,-71,-2,-57,63,-17,-21,21,-25,0,-15,5,-8,-44,-14,9,4,-42,-7,13,1,-1,40,-74,-18,90,2,2,-34,-27,1,0,-20,6,-28,-4,0,-51,10,-41,7,4,21,53,3,-8,-30,-25,71,-38,17,-19,-32,13,-29,-73,21,-46,-59,1,53,2,-5,-30,31,26,-9,-5,3,0,5,-27,-1,1,-29,-24,-11,-82,-1,-5,0,-67,-28,6,20,-41,53,31,19,-9,6,6,-8,1,46,-14,-19,72108,0,100
