overallratingdiff,olddefenserating,newoverallrating,oldoverallrating,oldattackrating,oldmidfieldrating,newdefenserating,teamid,newattackrating,newmidfieldrating
1,80,81,80,83,80,80,2,83,81
-1,76,75,76,75,76,75,8,75,76
-1,81,80,81,79,80,80,18,79,80
-1,77,76,77,78,77,75,19,77,76
1,80,82,81,83,80,81,22,84,81
1,74,76,75,77,75,75,23,77,75
2,76,77,75,73,74,78,25,75,77
-1,72,73,74,74,73,71,31,73,73
1,80,82,81,79,82,80,48,81,82
-1,80,79,80,82,79,80,52,82,78
-1,75,75,76,78,76,74,54,79,75
1,73,76,75,75,76,74,64,75,77
1,76,77,76,74,75,76,66,77,75
-1,72,75,76,75,77,72,72,74,76
-1,84,84,85,84,86,83,73,83,85
1,74,76,75,74,75,73,78,74,76
-2,74,73,75,77,76,72,169,74,73
-1,74,75,76,76,77,72,189,75,76
-1,74,73,74,72,73,73,231,69,73
1,77,78,77,78,77,78,236,78,77
1,82,83,82,84,81,82,240,85,81
1,82,85,84,85,85,82,241,85,86
-1,83,84,85,91,85,83,243,91,84
-1,74,74,75,76,75,73,245,76,74
1,74,76,75,76,77,75,246,76,78
1,76,78,77,76,80,76,247,77,82
-1,79,79,80,84,80,79,325,83,80
1,74,77,76,76,77,75,327,78,78
1,77,79,78,79,79,78,449,79,80
-1,75,74,75,74,75,74,481,73,74
1,73,78,77,79,79,73,605,80,80
1,73,77,76,77,74,73,1745,77,76
1,78,79,78,79,78,80,1808,79,78
-1,78,77,78,78,78,77,1824,79,76
-1,76,74,75,73,73,75,1831,73,73
1,75,76,75,73,76,75,1860,72,76
-1,77,77,78,78,78,76,1943,77,78
-1,75,73,74,72,74,75,2014,71,73
1,74,76,75,75,75,76,10029,75,77
-1,74,73,74,72,74,72,100409,72,72
1,75,77,76,75,77,76,110062,75,77
-1,75,76,77,79,75,74,110374,78,73
-1,73,73,74,74,73,73,111817,73,72
-1,72,73,74,77,74,70,111974,75,74
-1,78,78,79,80,77,78,115841,79,76
1,78,80,79,78,80,79,115845,80,81
1,77,80,79,82,82,76,115998,83,83
1,79,81,80,79,79,80,116034,81,80
1,86,86,85,85,87,86,116325,86,87
-1,77,77,78,80,78,76,116327,79,78
