competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
41,14,2,918,41,20102,27,27,34,161829,173621,61200,1523,22220,41
41,12,16,1463,41,20002,27,27,34,161829,173622,69300,417,2,41
41,5,8,298,41,2022,27,27,26,161829,173623,52200,920,1010,41
41,4,7,1757,41,20022,27,27,34,161829,173624,61200,418,22110,41
41,10,3,919,41,21100,27,27,249,161829,173625,61200,131491,2200,41
41,11,1,300,41,21222,27,27,249,161828,173626,64800,1756,12222,41
41,6,9,112199,41,1212,27,27,228,161828,173627,50400,2041,12020,41
41,15,13,113459,41,1000,27,27,34,161829,173628,61200,922,2100,41
56,11,4,433,56,20201,29,29,176,161829,173877,54000,321,10012,56
56,8,2,708,56,200,28,29,261,161829,173878,54000,700,2221,56
56,13,5,319,56,0,29,29,178,161829,173879,54000,702,20021,56
56,3,7,320,56,12221,29,29,179,161829,173880,54000,111594,20201,56
56,6,14,1870,56,21021,29,29,178,161829,173881,54000,710,2001,56
56,15,12,111705,56,21021,29,28,469,161829,173882,54000,113892,101,56
56,10,1,112072,56,22111,28,29,228,161829,173883,54000,711,22222,56
56,16,9,113458,56,2100,29,28,34,161829,173884,54000,112126,2122,56
2012,16,4,111768,2012,0,29,28,196,161842,176070,30600,114628,0,2012
2012,1,11,132305,2012,0,29,29,195,161842,176071,30600,112540,0,2012
2012,8,10,111779,2012,0,29,29,195,161842,176072,30600,131531,0,2012
2012,15,9,131488,2012,0,29,29,193,161842,176073,30600,111769,0,2012
2012,3,12,131487,2012,0,29,29,180,161842,176074,30600,116360,0,2012
2012,2,6,111774,2012,0,29,29,195,161842,176075,30600,110955,0,2012
2012,5,13,116361,2012,0,29,29,33,161842,176076,30600,111724,0,2012
2012,14,7,112163,2012,0,29,28,195,161842,176077,30600,131173,0,2012
1,5,1,271,1,1212,14,14,33,161829,176402,64800,1447,22121,1
1,6,3,269,1,2200,14,14,176,161829,176403,72000,1788,22122,1
1,10,11,15006,1,20012,14,14,34,161829,176404,50400,1443,0,1
1,9,7,272,1,10220,14,14,228,161827,176405,68400,270,1202,1
1,2,8,1786,1,21221,14,14,228,161829,176406,57600,1516,2010,1
1,4,12,822,1,21012,14,14,249,161829,176407,50400,819,10000,1
13,4,11,2,13,12120,10,10,115,161829,176550,50400,1943,22220,13
13,20,6,5,13,11000,10,10,28,161828,176551,72000,110,2202,13
13,10,9,1799,13,21202,10,10,330,161829,176552,50400,1808,20102,13
13,14,15,7,13,2,9,10,492,161828,176553,54000,144,12001,13
13,3,2,10,13,2,10,10,246,161829,176554,59400,9,22202,13
13,16,19,14,13,10020,10,10,449,161829,176555,50400,8,1,13
13,1,7,106,13,22222,9,10,326,161828,176556,63000,1,20221,13
13,8,5,18,13,2221,10,10,409,161828,176557,45000,11,12020,13
13,17,18,19,13,220,10,10,355,161828,176558,54000,1796,10002,13
13,13,12,1925,13,2020,10,10,450,161829,176559,50400,13,20220,13
14,4,11,88,14,22221,13,13,180,161824,176986,71100,97,10202,14
14,19,5,1919,14,10022,13,12,491,161824,176987,71100,3,2220,14
14,12,8,89,14,2001,13,13,26,161824,176988,71100,109,2211,14
14,22,1,1800,14,2200,13,13,497,161824,176989,72000,1794,22220,14
14,7,17,91,14,22212,13,13,249,161824,176990,71100,1952,10222,14
14,10,9,94,14,20202,12,13,350,161824,176991,71100,1795,20022,14
14,2,14,95,14,2210,13,13,335,161824,176992,71100,12,21000,14
14,3,18,1951,14,12022,13,13,228,161824,176993,71100,1806,2021,14
14,15,20,1790,14,10212,13,13,112,161825,176994,72000,1947,21000,14
14,16,6,1801,14,1021,13,13,180,161825,176995,71100,1960,20022,14
14,21,13,15,14,11000,13,13,337,161825,176996,71100,17,20200,14
14,23,24,1807,14,0,13,13,180,161825,176997,71100,1792,1,14
16,3,5,69,16,22202,11,11,33,161828,177481,75900,64,11220,16
16,9,16,217,16,22011,11,11,249,161829,177482,54000,1809,1010,16
16,8,17,68,16,12220,11,11,26,161829,177483,62100,72,22,16
16,15,12,1738,16,10200,11,11,176,161828,177484,68400,71,10221,16
16,1,6,66,16,11212,11,11,426,161829,177485,74700,73,211,16
16,13,2,219,16,11001,11,11,29,161828,177486,61200,378,22012,16
16,4,7,76,16,12202,11,11,179,161829,177487,62100,65,21020,16
16,18,14,1530,16,1000,11,11,26,161829,177488,62100,57,1210,16
16,10,11,111817,16,11012,11,11,33,161827,177489,74700,74,20012,16
17,17,13,1823,17,1010,13,12,179,161827,177805,72000,1814,10020,17
17,12,15,1815,17,2200,13,13,35,161827,177806,72000,1816,210,17
