ca_noseSupratip_NN_XXX_R_A,fa_periorbital_NR_IXX_L_M,ca_noseColumella_NN_XXX_D_U,fa_submental_NR_XXX_L_M,fa_jowl_NL_IXX_D_U,fa_preplatysmal_NL_XXX_L_M,ca_noseAla_NR_ICX_D_U,ca_noseAla_NL_ILX_N_W,fa_lip_NR_IXX_L_M,fa_neck_NL_XXP_L_M,fa_forehead_NN_XMX_L_M,fa_jowl_NL_SXX_L_M,ca_earAntihelix_NL_IXX_D_U,fa_cheeksMiddle_NL_XXX_L_M,fa_earHelix_NL_IXX_L_M,ca_noseAla_NR_IXX_N_W,fa_cheeks_NR_XMX_L_M,ca_earHelix_NL_SXP_B_F,ca_earHelix_NL_SXA_N_W,ca_noseAla_NR_IMX_B_F,fa_submandibular_NR_XXX_D_U,ca_noseAla_NL_XXA_N_W,ca_earAntihelix_NL_SXX_B_F,ca_earHelix_NR_IXX_B_F,ca_noseAla_NR_ICX_R_A,ca_earHelix_NL_SXP_N_W,fa_cheeksMiddle_NR_XXX_D_U,fa_submandibular_NR_XXX_L_M,ca_noseSupratip_NN_XXX_D_U,fa_forehead_NL_XLX_D_U,ca_noseColumella_NN_XXX_R_A,ca_noseAla_NR_XXA_R_A,ca_noseTip_NN_XXX_D_U,ca_noseColumella_NN_XXX_B_F,ca_noseAla_NL_ICX_N_W,ca_noseAla_NR_XXA_B_F,fa_lip_NR_IXX_D_U,fa_cheeks_NR_XMX_D_U,ca_noseAla_NR_ICX_B_F,fa_nasolabial_NL_IXX_D_U,fa_nose_NN_XXX_L_M,ca_earlobe_NR_XXX_D_U,ca_noseAla_NL_ICX_B_F,ca_noseAla_NL_IXX_D_U,fa_nasolabial_NR_IXX_D_U,fa_orbital_NL_IXX_D_U,ca_earHelix_NR_SXA_N_W,ca_noseAla_NR_ILX_R_A,ca_noseAla_NR_ILX_B_F,fa_forehead_NR_XLX_D_U,ca_noseAla_NL_IMX_N_W,ca_noseAla_NL_SXX_N_W,ca_noseAla_NL_XXA_R_A,ca_eartragus_NR_XXX_B_F,fa_jowl_NR_IXX_L_M,fa_periorbital_NL_IXX_D_U,fa_orbital_NR_IXX_L_M,fa_preplatysmal_NR_XXX_L_M,ca_noseAla_NR_SXX_R_A,ca_noseSupratip_NN_XXX_SL_SR,ca_noseAla_NR_IMX_N_W,ca_earHelix_NR_SXP_D_U,fa_lip_NL_SXX_D_U,ca_eartragus_NL_XXX_N_W,ca_earHelix_NR_IXX_N_W,ca_earAntihelix_NL_SXX_N_W,fa_submandibular_NL_XXX_L_M,ca_noseAla_NL_ILX_R_A,fa_orbital_NR_IXX_D_U,ca_earHelix_NL_IXX_B_F,ca_earAntihelix_NR_SXX_B_F,ca_noseAla_NR_SXX_B_F,ca_earlobe_NL_XXX_D_U,ca_noseAla_NR_ILX_N_W,ca_earHelix_NL_SXA_B_F,fa_forehead_NR_XLX_L_M,ca_earHelix_NR_SXP_B_F,ca_earHelix_NL_IXX_N_W,fa_periorbital_NL_IXX_L_M,fa_jowl_NR_IXX_D_U,ca_noseTip_NN_XXX_SL_SR,ca_earAntihelix_NR_SXX_N_W,fa_cheeks_NL_XMX_L_M,fa_earHelix_NR_IXX_L_M,fa_nasolabial_NR_IXX_L_M,ca_noseColumella_NN_XXX_SL_SR,ca_noseAla_NL_IMX_R_A,fa_orbital_NL_IXX_L_M,ca_noseAla_NL_SXX_R_A,fa_lip_NL_IXX_L_M,ca_noseAla_NR_SXX_D_U,ca_noseAla_NL_IXX_B_F,fa_temporal_NR_XLX_L_M,ca_noseAla_NR_XXA_N_W,fa_orbital_NR_XLX_D_U,fa_nasolabial_NL_IXX_L_M,fa_cheeksMiddle_NR_XXX_L_M,ca_noseAla_NR_ILX_D_U,ca_earHelix_NR_SXA_B_F,ca_earAntihelix_NR_SXX_D_U,ca_earHelix_NL_IXX_D_U,fa_forehead_NL_XLX_L_M,ca_eartragus_NL_XXX_D_U,ca_earHelix_NR_IXX_D_U,fa_mental_NN_XXX_L_M,ca_earAntihelix_NL_SXX_D_U,fa_lip_NR_SXX_L_M,ca_noseSupratip_NN_XXX_B_F,fa_earHelix_NL_SXX_L_M,fa_orbital_NL_XLX_D_U,fa_forehead_NN_XMX_D_U,fa_jowl_NL_SXX_D_U,ca_noseTip_NN_XXX_R_A,ca_noseAla_NR_XXA_D_U,fa_cheeksMiddle_NL_XXX_D_U,fa_temporal_NL_XLX_L_M,ca_earHelix_NR_SXP_N_W,fa_submental_NR_XXX_D_U,fa_jowl_NL_IXX_L_M,fa_periorbital_NR_IXX_D_U,ca_eartragus_NL_XXX_B_F,ca_noseAla_NR_SXX_N_W,ca_earHelix_NR_SXA_D_U,fa_nasolabial_NL_SXX_D_U,ca_earAntihelix_NL_IXX_B_F,fa_orbital_NL_XLX_L_M,fa_orbital_NL_SXX_D_U,fa_submental_NL_XXX_L_M,fa_temporal_NL_XLX_D_U,ca_earlobe_NL_XXX_N_W,ca_earHelix_NL_SXP_D_U,fa_mental_NN_XXX_D_U,fa_lip_NR_SXX_D_U,ca_noseAla_NR_IMX_D_U,ca_noseSupratip_NN_XXX_N_W,ca_noseTip_NN_XXX_N_W,fa_orbital_NR_SXX_L_M,ca_earHelix_NL_SXA_D_U,ca_noseAla_NR_IXX_R_A,ca_noseAla_NL_IMX_D_U,ca_noseAla_NL_SXX_D_U,fa_nasolabial_NR_SXX_D_U,ca_noseAla_NL_IXX_N_W,ca_earlobe_NR_XXX_N_W,fa_temporal_NR_XLX_D_U,fa_mental_NN_IXX_L_M,ca_earAntihelix_NL_IXX_N_W,fa_neck_NR_XXP_L_M,ca_earAntihelix_NR_IXX_B_F,fa_jowl_NR_SXX_L_M,fa_orbital_NR_XLX_L_M,ca_earlobe_NL_XXX_B_F,fa_mental_NN_IXX_D_U,fa_cheeks_NL_XMX_D_U,ca_noseAla_NL_ICX_D_U,ca_noseAla_NL_XXA_B_F,ca_noseAla_NL_ILX_D_U,fa_jowl_NR_SXX_D_U,fa_lip_NL_IXX_D_U,fa_orbital_NR_SXX_D_U,fa_nasolabial_NR_SXX_L_M,ca_eartragus_NR_XXX_D_U,ca_noseAla_NR_IXX_B_F,ca_noseAla_NL_ICX_R_A,ca_noseAla_NL_IMX_B_F,ca_earlobe_NR_XXX_B_F,fa_submandibular_NL_XXX_D_U,ca_noseAla_NL_ILX_B_F,ca_earAntihelix_NR_IXX_N_W,ca_noseAla_NL_XXA_D_U,ca_noseTip_NN_XXX_B_F,fa_earHelix_NR_SXX_L_M,ca_noseAla_NL_IXX_R_A,fa_orbital_NL_SXX_L_M,ca_noseAla_NR_IXX_D_U,fa_submental_NL_XXX_D_U,fa_lip_NL_SXX_L_M,ca_earAntihelix_NR_IXX_D_U,ca_noseColumella_NN_XXX_N_W,ca_noseAla_NR_IMX_R_A,ca_noseAla_NL_SXX_B_F,fa_nasolabial_NL_SXX_L_M,ca_eartragus_NR_XXX_N_W,ca_noseAla_NR_ICX_N_W,assetid
5,-59,-10,-16,-16,-48,0,-29,25,17,75,60,29,-27,10,13,-52,-2,-37,1,-61,57,55,74,13,-42,38,-12,-62,-7,4,38,3,21,-22,7,55,65,-58,19,-76,-63,-57,44,12,-33,-33,9,4,-14,-2,17,35,-56,52,-47,-42,-48,65,0,-5,62,-35,40,39,-35,-10,7,-25,66,57,9,-56,-36,-44,81,-1,44,-58,-16,3,-47,-51,9,23,8,0,-44,63,36,0,10,0,57,22,23,-23,83,-49,-29,-57,70,-25,-59,-52,-25,-5,1,68,22,-23,45,40,-19,54,3,-36,16,51,-37,-60,15,-92,-1,100,19,44,-14,32,55,66,28,-33,-9,-20,2,-5,-90,27,-4,1,0,14,56,30,-28,39,18,100,64,15,10,54,65,2,9,81,48,51,48,0,-23,10,14,4,22,-60,5,62,-18,-25,75,24,-4,47,15,-1,25,-33,0,9,5,40,-24,69964
12,21,33,-38,29,-39,-83,34,-5,16,-63,43,12,-41,-3,41,-46,29,61,-10,31,63,52,67,43,40,26,-34,-33,15,-13,39,53,30,-21,11,0,37,3,28,-80,17,17,98,10,90,67,31,73,37,4,53,34,-50,-46,54,-58,-38,38,9,4,-31,-20,15,-56,-34,-32,34,89,64,48,26,11,23,-23,-100,24,-42,13,38,26,-45,-27,-5,-2,19,31,-57,31,-22,7,88,-30,62,-2,11,-46,51,-34,-28,-80,-100,-16,-72,-22,-23,-73,-9,73,-3,14,52,-18,-25,36,-19,39,48,-42,33,-51,40,-85,64,62,-10,34,-38,81,-74,-22,6,-21,45,14,16,33,-92,27,36,6,65,39,-76,83,-76,60,16,62,48,-23,-34,57,38,-94,18,44,54,0,21,-41,-16,78,48,1,-31,30,80,47,-25,-46,71,27,53,100,49,-66,4,19,30,36,-34,10,-22,70786
37,63,57,-12,14,5,11,-16,0,-1,26,55,48,-35,52,22,7,4,-41,-7,4,67,78,44,7,7,26,-25,-52,-80,-28,46,46,9,-34,28,28,99,-14,52,-39,-35,-7,82,42,-2,-44,18,92,-82,-1,64,34,-86,39,-41,-16,4,33,-12,-8,-95,44,3,-63,34,-25,16,-1,47,73,49,-17,-27,17,64,-3,-52,41,13,-4,23,8,48,86,-15,31,-12,33,5,19,-12,-20,57,8,86,-18,18,14,32,-73,63,-22,-69,-8,35,-32,30,100,4,-87,71,-24,2,32,-16,-1,7,55,-23,-82,57,-50,47,24,-40,8,-12,91,-11,-85,36,46,65,-1,35,-23,-58,18,61,21,54,25,-14,92,-40,-56,-1,19,58,-34,-20,46,90,10,36,15,74,23,4,-40,-22,-15,7,-1,-26,6,93,-50,4,-27,100,17,-28,87,8,-23,52,8,33,54,-37,3,-46,71910
17,42,41,-16,6,-24,-23,10,4,-13,47,39,35,14,58,14,22,-4,8,-4,2,36,35,19,20,19,-2,-29,-64,4,3,29,55,19,-74,15,25,37,-13,19,-72,-8,20,72,10,64,21,29,61,-1,-5,100,28,-72,2,4,20,-23,37,31,4,-33,12,39,-12,39,-29,31,35,21,30,11,-10,-24,-25,9,-6,-2,-21,2,51,43,47,57,5,43,56,11,14,12,6,50,-14,58,38,-6,3,27,-27,-2,-54,18,-29,-55,6,3,8,15,72,41,-3,36,47,-24,-4,-12,25,38,17,-16,-73,75,-57,28,1,25,82,-15,78,-17,-29,7,25,65,15,20,-26,-54,26,56,-7,23,22,-27,76,-52,52,-12,1,25,19,-13,41,26,-30,25,19,47,20,77,17,-28,24,30,23,-13,7,81,40,-36,-26,72,29,-18,77,38,27,33,-15,49,31,13,22,-73,72081
18,-33,40,-39,-10,-41,-52,-40,14,0,22,47,24,-69,61,28,-23,-28,-38,-7,-13,69,30,21,24,-2,26,-35,-65,-39,-5,28,28,43,-75,21,-11,34,-18,-23,-52,-28,-21,90,-37,55,-47,41,67,-34,1,80,26,-99,-6,58,9,-39,22,-1,1,6,5,79,21,40,-31,37,58,26,33,5,-25,-32,-30,49,-27,32,-44,-19,-1,16,-33,52,-2,4,19,15,29,0,22,34,-35,67,56,-3,-63,46,-32,-9,-42,35,-46,-34,-2,-11,-7,11,100,58,-64,47,34,-24,29,-43,-12,26,-5,66,-94,91,-90,19,-19,-48,60,-39,81,14,4,34,-1,60,-14,15,-28,-89,27,66,24,26,27,12,81,-74,83,0,-18,60,-41,-52,32,31,-46,22,49,36,-4,61,17,-51,37,22,-12,-64,-11,64,83,-23,-25,96,25,-32,89,27,-8,31,15,22,2,16,73,-74,72557
18,-3,58,-17,-29,-12,-21,-1,0,-11,-55,38,71,-14,-4,35,-5,7,-48,-37,-1,42,51,16,0,30,-1,-21,-38,-6,-9,46,79,49,-78,-1,-30,62,-28,-4,-46,-55,-21,97,-15,64,-33,17,69,-8,-38,58,39,-87,-10,-73,8,-9,24,3,-38,-13,67,-29,-68,12,-18,17,39,11,37,13,-55,-6,-2,-67,-3,-52,4,-44,9,5,13,-11,61,13,29,5,21,6,-18,30,-40,41,66,67,-14,-4,-15,34,-39,-67,4,-72,-29,45,-30,14,36,71,-68,51,20,-18,12,-46,41,41,-7,-72,-87,54,0,52,-15,-37,77,-16,77,-49,7,58,66,49,-8,22,-8,2,24,51,-22,58,38,-89,73,-73,39,-9,-10,38,-35,-84,54,70,-18,3,-9,49,-28,74,16,5,28,5,-32,-77,0,76,12,-16,-37,24,26,-6,97,42,-31,58,19,29,22,13,-49,-74,72706
22,42,79,-21,-13,-12,-24,46,-47,18,22,43,-44,-22,65,21,-10,46,-64,5,-22,83,78,68,52,26,13,-19,-62,-75,8,10,6,21,-52,36,26,44,-36,16,-100,-57,-34,99,29,-13,-52,36,79,-64,5,63,0,-76,8,-43,-48,-14,15,-13,0,44,-43,70,37,52,-19,33,5,71,75,25,-61,38,-17,58,40,35,28,-10,-3,47,0,62,29,1,70,-44,11,-44,32,-2,0,70,0,28,-20,29,-23,51,-7,40,-48,-18,12,58,-66,33,61,-1,-58,-8,-21,-27,23,-9,29,4,23,-4,-79,58,-10,39,84,-27,-14,-21,76,89,46,32,-41,100,52,-16,-32,4,10,99,32,44,26,87,74,-66,5,18,78,50,-18,-42,37,37,-35,43,24,-3,16,-17,-5,-45,-1,54,11,-34,-22,81,25,-24,-40,64,11,-30,100,4,-58,-40,-37,72,30,-6,69,-57,72971
19,14,68,5,-16,3,-30,-37,-20,-9,15,11,72,-25,32,23,-52,-1,30,-41,7,62,52,48,13,44,-15,-31,-47,-17,-11,45,13,13,-73,23,-61,93,-11,3,-30,-34,-8,91,-1,29,22,34,75,-13,-32,74,41,-94,-30,-9,-7,3,35,0,-36,-22,45,-37,-38,70,-32,36,34,52,48,37,-26,-38,-40,18,-8,-32,9,-20,3,57,-45,32,77,4,32,-20,28,-14,25,-15,-32,58,22,60,-18,-8,-45,33,-88,15,-8,-81,-12,44,-95,10,72,24,-36,91,9,-1,-12,-28,28,23,-44,0,-100,69,-49,62,-32,-75,8,4,96,-58,-20,29,44,83,-43,3,-2,-28,22,82,24,66,22,-52,96,-87,-44,-9,-45,12,-71,-69,33,88,-28,27,-11,93,-61,-2,-38,-11,-16,17,-37,-62,5,79,-25,0,-56,68,22,-2,93,23,-92,67,35,29,41,-41,-42,-73,73215
24,-40,40,-28,-33,-8,-24,-10,16,28,7,79,-28,-23,2,23,-12,-78,-18,-15,-5,38,22,25,4,-34,-41,-16,-41,-3,-10,25,56,34,-60,10,15,9,-19,-25,-77,1,-14,87,-34,63,-10,18,73,-3,-17,44,24,-65,22,34,-43,-7,32,0,-15,-50,-4,52,-16,37,-15,14,58,25,20,12,2,-15,-37,36,-81,-6,-55,-38,9,34,-17,-2,13,11,24,-40,30,13,14,17,-25,41,19,11,-29,11,-45,-23,-90,8,-36,-98,-5,-15,-42,21,100,23,8,30,-2,-9,-36,-27,-43,9,19,37,-70,44,-94,20,-9,-10,34,-27,54,-64,-41,-26,-3,43,-9,18,0,-84,9,39,11,26,24,-79,52,-28,50,29,-3,81,-10,9,19,17,-31,12,9,30,14,29,6,-38,13,4,-11,12,-6,75,62,-10,-26,100,10,4,91,9,-39,-33,-3,25,14,1,51,-58,73389
43,-7,32,-1,-33,12,-78,-15,37,-24,42,73,84,-11,-15,44,-18,-10,15,52,-42,43,86,4,46,-43,-32,5,1,-11,-28,24,58,52,65,33,38,14,29,-24,-80,-9,27,88,-41,27,31,1,48,-17,26,3,18,-58,-15,-68,-71,13,25,2,25,11,-5,13,-57,-33,8,-9,41,8,80,-7,-15,-12,12,67,-19,-46,-1,-43,0,-42,-16,-10,-18,-2,68,-62,31,15,-36,45,11,39,-1,1,-14,-14,2,18,-12,32,-38,-14,-1,30,24,70,87,0,-61,67,20,-22,-18,6,-22,39,-6,-49,-58,20,-83,17,18,-40,-6,0,43,-44,26,28,-18,8,0,22,-21,-75,14,20,-30,27,50,-56,41,-17,88,-24,11,92,-48,-30,17,19,-68,31,-8,52,47,7,-29,-40,50,44,49,-28,-39,50,81,-15,54,80,13,-18,84,39,22,75,-50,74,-10,-23,7,69,73390
