fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
-48,-21,-7,0,-14,-10,0,20,0,49,-12,70,35,26,25,1,-20,12,-65,-43,51,-31,-20,61,-18,-77,26,14,30,-6,1,63,-63,-25,27,14,16,-22,-51,23,-51,-84,12,19,22,-4,0,23,10,17,-41,-21,-12,-42,-59,65,-31,13,22,24,59,-51,56,48,18,0,29,-2,14,-38,0,13,41,42,-36,45,1,11,17,-3,-13,-7,14,-5,20,-45,-49,-67,-53,-34,51,29,93,-36,-27,-55,28,-14,11,-67,-2,58,-10,-9,-21,-33,-29,0,16,19,0,38,7,69,40,-73,-61,-21,0,-33,24,-4,0,30,-51,-9,-30,-50,-9,-5,-7,-6,25,-6,35,0,24,34,-54,-36,41,17,-53,39,-5,-2,35,20,13,21,-54,-9,11,0,0,23,8,46,53,21,-1,0,-6,-21,78,-20,-31,-12,-60,-61,-25,-66,55,10,-53,0,47,-3,-10,3,52,73,13,-7,0,-43,75,-14,60,0,-17,-23,-8,45,17,13,43,90,-23,-15,39,-69,-22,0,30,-33,33,17,14,40,27,-48,20,13,-39,13,5,-1,25,-49,-24,6,-21,30,-6,51,14,3,-42,-6,-34,0,69964
-12,-36,36,0,-8,-57,30,3,0,29,-58,68,-42,45,17,-3,21,4,10,-58,32,-70,28,56,19,47,49,-1,7,37,28,2,-67,62,52,2,77,-20,-33,30,-9,30,12,46,-19,-24,0,1,-69,6,23,56,-59,-3,-71,0,-9,10,25,35,61,0,25,76,29,0,-26,63,43,24,0,22,-18,82,33,27,11,-55,17,16,-72,-56,-37,82,36,23,-16,-8,14,-5,31,15,96,-17,0,-30,48,-70,13,-23,14,37,-7,-44,39,53,-48,0,52,71,0,28,34,70,-7,-47,-26,-29,0,-16,44,41,0,41,-25,-36,-17,-45,-12,-19,-21,38,-25,4,43,0,47,15,100,-36,60,75,52,-30,60,-1,32,17,5,3,-11,-36,16,0,14,29,-33,34,38,0,6,10,-12,40,79,-45,-2,-44,27,4,-14,96,32,-32,12,0,20,2,-35,15,80,66,3,37,0,-100,76,-40,42,0,-13,-33,-41,45,52,-4,-21,92,14,-32,77,-46,5,0,40,-54,28,18,51,-28,19,-55,0,33,-34,19,6,-22,16,-68,15,15,-28,-37,3,73,35,45,-21,11,-10,80,70786
-17,5,42,0,-15,-58,-38,60,0,7,-55,46,-2,77,13,-27,-9,48,4,6,23,-63,7,62,0,75,26,18,-28,48,-35,6,-85,47,26,-24,34,-20,-37,57,-47,79,6,40,-34,-39,0,1,-36,-22,6,52,-54,-2,-84,9,-25,25,45,100,65,-44,-44,65,58,0,-56,-42,58,-29,0,25,-45,46,93,5,-13,27,-9,-37,-85,-58,3,83,69,5,-34,-46,-44,-63,21,15,49,-18,-24,-41,35,-86,-11,-49,10,49,41,-4,100,22,1,0,57,30,0,13,32,87,0,-50,-41,52,0,-13,19,22,0,0,-38,10,-60,-22,-9,-15,-43,23,-18,-54,4,0,44,70,21,-74,71,14,21,-83,-44,-4,40,-22,-19,60,-20,-15,100,0,7,4,-32,69,61,71,-52,5,-9,19,84,-71,-3,-70,-41,-20,-51,13,62,-33,11,0,52,-28,-14,16,44,49,-16,20,0,-74,87,-8,45,0,-16,0,12,67,10,15,3,47,-16,48,43,-31,-25,0,44,-2,44,-35,61,-79,12,15,2,24,-74,-17,44,-30,10,-27,-7,-15,-45,-6,7,65,55,46,-30,12,-21,85,71910
-36,-39,12,0,-3,-15,27,24,0,0,-23,56,19,27,18,-9,-42,10,-21,-9,16,1,3,34,14,-25,-20,2,51,24,31,25,-23,28,44,-8,42,-1,-23,69,-47,-38,29,-3,-36,5,0,6,-18,3,-2,40,-24,-8,-19,23,-24,-28,34,38,32,-36,66,64,67,0,-12,33,-17,12,0,-4,-16,50,17,-2,21,-42,15,10,-40,-29,-22,78,29,-1,-30,-39,11,-37,16,30,52,-36,-6,-69,24,-42,13,-20,14,52,8,-25,34,80,-22,0,11,65,0,5,13,52,-18,-66,-28,-5,0,-25,-24,-16,0,44,-55,-4,-33,-58,0,-8,-4,0,-40,-1,46,0,-2,-12,29,16,32,33,83,-6,28,-24,31,-15,-15,22,-43,-23,38,0,-23,39,-19,52,29,-19,-5,11,3,54,84,-28,-21,-25,9,-16,-36,16,44,-20,-1,0,8,-10,-26,-2,52,64,-12,0,0,-63,74,-27,48,0,-1,-51,-4,47,14,0,-39,33,10,20,34,-58,-28,0,11,-27,31,-8,18,0,23,-12,7,-1,12,30,0,10,18,-56,3,26,5,3,24,67,-20,-14,-17,1,-7,74,72081
-16,14,-1,0,-8,-11,80,12,0,40,-4,58,16,-13,19,-14,4,5,-23,2,13,-9,-21,46,-8,-4,11,-3,69,-5,77,33,-38,25,41,2,63,-22,-26,46,1,0,-5,21,-35,-9,0,20,11,-2,23,23,-4,6,-40,39,31,-19,7,4,48,-12,78,50,47,0,0,20,-4,5,0,-17,-8,31,-18,36,-6,-20,16,16,-14,-7,5,50,-9,23,-57,-43,5,-32,13,21,72,-41,15,-71,31,-16,5,-40,-14,46,-3,9,-13,-19,-49,0,17,51,0,38,15,69,25,-33,-43,49,0,-43,11,0,0,40,-72,-5,-24,-29,-5,-7,-5,7,-35,12,37,0,20,34,-1,-15,35,26,-11,20,20,-9,34,0,8,16,-20,-1,2,0,-26,1,-9,40,39,27,14,23,-4,19,41,-41,15,-41,10,-39,18,-6,32,-9,-19,0,4,-12,1,-19,25,58,6,7,0,-49,43,6,37,0,-12,10,-4,36,41,-6,27,69,-8,38,73,-22,25,0,41,-45,31,1,13,19,24,3,20,14,-14,-1,12,24,18,-46,5,-3,10,24,17,46,-8,24,-66,-3,26,50,72557
-19,-18,35,0,-4,-71,21,3,0,-22,-41,26,-37,70,4,-25,7,36,21,11,23,-73,-18,62,-25,49,24,-8,11,29,26,-18,-75,50,12,-22,64,-6,-12,44,4,62,12,39,-28,-40,0,1,0,-22,32,52,-41,7,-72,-8,-14,-33,42,43,66,-6,20,54,46,0,25,-11,18,-32,0,-8,16,56,25,-25,0,-24,7,0,-58,-74,-19,83,32,31,-51,-30,4,-66,24,19,52,-22,-54,-54,40,-62,1,-32,2,18,65,-25,32,41,-31,0,52,57,0,42,41,91,-34,-47,-36,5,0,-20,28,19,0,-10,-44,-20,-60,-21,-18,-15,-43,-33,-6,-60,-11,0,41,-3,47,-82,75,39,34,-24,-25,-23,3,20,5,5,-23,-23,37,0,-46,20,-44,72,52,-4,-61,14,-19,13,77,-69,9,-71,6,38,-56,39,55,-47,18,0,15,-25,-19,-12,54,29,2,-30,0,-77,77,-29,-1,0,-5,-15,-23,68,11,-14,-25,44,-17,22,55,-42,-52,0,52,-27,4,3,57,-13,20,-6,0,36,-84,0,39,-27,4,-23,-12,3,-48,-39,4,52,27,43,-56,9,-13,74,72706
1,-71,49,0,-9,-44,9,6,0,46,-65,58,-8,8,12,-19,19,-40,12,-35,0,-70,8,31,-41,36,34,7,-28,51,13,-2,-31,17,16,1,70,-26,-4,0,-31,16,-6,-1,3,-11,0,3,-34,1,26,24,-64,-19,-30,0,-9,21,-1,17,32,-37,-15,63,9,0,-27,12,71,-61,0,-11,-17,57,42,45,-5,-34,9,37,-70,-47,-16,58,1,23,-31,25,10,-16,-4,17,100,-26,8,-27,23,-70,7,-62,0,25,-15,-45,42,14,-2,0,-29,67,0,43,1,42,-3,-40,-60,-14,0,-23,27,-24,0,32,-23,-17,-21,-8,-1,-14,-16,24,3,-39,39,0,3,75,49,-34,46,16,29,-37,14,-22,36,-38,-12,6,-4,-49,18,0,21,0,-49,31,31,78,-37,-4,0,-40,63,-25,-11,-20,-6,7,-8,42,33,-48,13,0,25,-23,-55,-13,67,61,-2,23,0,-71,60,-41,23,0,-11,-70,-21,36,46,7,0,100,-50,-24,73,-26,7,0,11,-6,40,-38,-16,-48,11,-33,6,-10,-37,-13,-50,-11,10,-14,5,-14,1,-9,4,65,57,1,-34,-1,-13,69,72971
-10,49,78,0,-12,-85,20,15,0,-42,-26,11,-52,43,14,-12,-9,52,28,-42,35,-90,-7,75,-39,71,26,3,45,76,23,9,-87,68,3,-37,33,-31,-24,52,-39,77,17,47,27,-32,0,11,-4,-34,3,75,-25,-19,-82,13,-27,-42,65,32,79,-47,56,29,50,0,-17,-58,25,-47,0,-16,4,47,81,-43,2,2,-2,-11,-57,-90,-30,47,38,1,26,-25,0,-62,32,11,63,-32,-33,-46,42,-61,0,-58,3,81,32,14,92,55,7,0,13,35,0,47,30,83,42,-73,-52,14,0,-27,24,14,0,-18,-44,13,-49,-51,-28,-10,-36,29,31,-88,-15,0,51,9,23,-89,83,27,58,25,-56,-15,34,-26,-18,17,-18,11,29,0,-49,24,-38,78,46,3,-87,19,-25,4,27,-90,-12,-85,-3,9,-74,14,51,-41,31,0,29,-14,13,-17,50,15,-18,27,0,-89,29,9,73,0,-10,46,12,67,27,1,46,57,-42,20,63,-71,-32,0,45,8,37,-35,16,17,7,-52,11,37,-93,3,49,-39,13,-55,-18,9,-67,-56,17,29,29,22,28,8,-29,45,73215
-31,-26,42,0,-16,-35,13,20,0,13,-56,46,6,20,1,-24,-11,36,1,6,28,-21,-3,50,-69,21,14,7,15,41,19,-10,-52,7,39,-18,58,-22,-24,10,-45,26,10,19,8,-1,0,-9,-24,-17,4,16,-55,-8,-47,-10,-7,-19,2,20,51,-42,24,46,18,0,6,-5,45,-11,0,-14,10,30,13,9,8,-16,-1,-12,-73,-37,2,57,16,0,-34,-40,-3,-15,24,10,43,-23,-3,-36,20,-72,-1,-58,2,22,18,-12,23,33,-26,0,13,58,0,16,21,71,3,-62,-52,13,0,-19,14,-28,0,29,-32,-13,-12,-26,-9,-4,-7,14,3,-26,30,0,23,32,45,-12,33,24,28,-19,-1,-14,35,-27,-17,22,-34,-13,15,0,-23,19,-45,21,46,31,-28,1,-8,3,39,-65,-1,-62,0,-10,-11,33,51,-48,6,0,26,-28,-16,-16,35,50,-14,14,0,-58,38,-14,18,0,-17,-28,-15,19,19,5,-1,35,-70,11,46,-54,-3,0,-16,-25,33,-32,21,-28,8,-3,-8,-14,-15,7,29,-12,1,-37,-11,5,1,0,6,46,37,-37,-31,-4,-7,57,73389
-24,-35,23,0,-12,-12,9,78,0,66,-60,65,47,33,12,16,5,4,-34,3,33,3,-7,58,-25,-21,16,26,-6,16,15,26,-64,-26,39,-4,28,-55,-19,17,-17,-18,17,39,12,-8,0,2,-18,-14,-17,-44,-60,3,-57,23,-12,9,60,30,60,-49,19,43,12,0,-7,-51,51,-7,0,-15,-13,9,31,58,0,36,-4,-39,-78,-8,56,69,17,-19,-34,-46,-81,-39,28,-3,54,-16,-34,-51,21,-71,-20,-66,3,13,-7,-35,23,-43,-22,0,42,21,0,14,31,94,-17,-85,-63,-39,0,-19,16,-9,0,15,-34,7,-27,-40,12,-19,-8,3,37,15,16,0,44,1,-34,0,25,-16,-24,-49,-51,0,36,-37,-5,83,-26,3,29,0,0,20,-26,34,10,-18,21,-4,13,-19,80,-29,23,-25,-63,-62,-15,-52,8,-25,-38,0,54,11,-6,-28,26,65,-4,1,0,-36,83,-35,31,0,-18,-30,1,30,7,20,-19,60,-27,-51,19,-82,-24,0,22,-12,40,-54,45,-78,-1,-7,0,30,0,5,10,0,10,-51,7,5,-27,54,-1,43,52,-3,-63,0,-24,66,73390
