fl_lipUpper_NR_SCX_R_A,fl_eyelids_NR_ICX_R_A,fl_lipUpper_NL_SCX_D_U,fl_buccomandibularGroove_NR_XXX_L,mu_platysma_NR_ILX_N_W,fl_lipUpper_NL_SXX_B_F,mu_masseter_NR_XXX_L_M,fl_lipLower_NR_ICX_B_F,mu_platysma_NR_ILX_D,fl_lipLower_NL_IXX_R_A,fl_eyelids_NR_SLX_R_A,fl_lipUpper_NR_SLX_B_F,fl_lipLower_NL_IXX_B_F,fl_epicanthic_NL_XCX_D_U,fl_lipUpper_NL_SXX_R_A,fl_lipLower_NR_ILX_R_A,fl_lipUpper_NN_SMX_N_W,fl_lipLower_NR_ILX_D_U,fl_lipUpper_NL_SXX_D_U,mu_temporalis_NR_XXX_L_M,fl_lipLower_NR_ICX_D_U,fl_lip_NN_XMX_B_F,mu_trapezius_NN_SXX_L_M,fl_eyelids_NL_SLX_N_W,fl_eyelids_NR_ICX_D_U,fl_nasojugalGroove_NR_XXX_L_M,fl_lip_NR_XCX_D_U,mu_sternomastoid_NL_XXX_R_A,fl_eyelids_NL_XLX_D_U,fl_lipUpper_NR_SCX_D_U,mu_masseter_NL_XXX_L_M,fl_eyelids_NR_SMX_R_A,fl_lipLower_NR_SLX_B_F,fl_lip_NL_XLX_D_U,fl_lip_NN_XMX_R_A,fl_lipUpper_NR_ILX_R_A,fl_eyelids_NR_SCX_N_W,mu_platysma_NN_SMX_D_U,fl_lipUpper_NN_IMX_D_U,fl_eyelids_NR_ILX_D_U,fl_lipLower_NR_IXX_N_W,fl_nasojugalGroove_NL_XXX_L_M,fl_lipLower_NN_IMX_SL_SR,fl_lipLower_NL_SLX_R_A,fl_epicanthic_NR_XMX_D_U,fl_lipUpper_NL_ILX_B_F,mu_platysma_NL_SLX_D,fl_lipUpper_NR_SXX_N_W,mu_procerus_NN_XXX_D_U,fl_lipUpper_NL_ILX_R_A,fl_lipLower_NR_SLX_N_W,fl_lip_NR_XLX_D_U,fl_eyelids_NL_SLX_R_A,fl_lip_NL_XCX_N_W,fl_lipLower_NL_SLX_B_F,fl_eyelids_NL_SMX_R_A,fl_lipUpper_NR_ILX_N_W,fl_epicanthic_NR_XCX_B_F,fl_lipLower_NN_IMX_D_U,fl_eyelids_NL_SCX_D_U,fl_eyelids_NR_SLX_N_W,fl_lipLower_NL_IXX_N_W,fl_eyelids_NR_XLX_D_U,fl_eyelids_NR_SMX_N_W,fl_eyelids_NL_ILX_D_U,fl_oromentalGroove_NR_XXX_L,fl_epicanthic_NR_XLX_D_U,fl_nasolabialGroove_NL_SXX_L_M,fl_eyelids_NR_XMX_D_U,fl_lipUpper_NN_SMX_B_F,mu_platysma_NR_SLX_D,fl_buccalRecess_NL_XXX_D_U,fl_epicanthic_NL_XLX_D_U,fl_epicanthic_NR_XLX_R_A,fl_nasojugalGroove_NL_XXX_D_U,fl_lipLower_NR_IXX_R_A,fl_lipLower_NN_SMX_SL_SR,mu_procerus_NN_XXX_L_M,mu_platysma_NL_SLX_N_W,fl_lipLower_NN_IMX_R_A,fl_eyelids_NL_SCX_R_A,fl_lipUpper_NR_SXX_B_F,fl_lipLower_NN_IMX_B_F,fl_eyelids_NL_IMX_D_U,fl_epicanthic_NR_XCX_D_U,fl_lipLower_NL_SLX_N_W,fl_lipUpper_NL_SLX_D_U,fl_lipUpper_NN_SMX_R_A,fl_epicanthic_NL_XMX_N_W,fl_lip_NR_XLX_B_F,fl_lipLower_NL_ICX_D_U,fl_eyelids_NL_IMX_N_W,fl_buccalRecess_NR_XXX_L_M,fl_lipLower_NL_SLX_D_U,fl_lipUpper_NL_SLX_N_W,fl_epicanthic_NR_XMX_R_A,fl_lip_NN_XMX_N_W,fl_eyelids_NR_SCX_R_A,mu_platysma_NR_SLX_N_W,fl_epicanthic_NL_XLX_N_W,mu_trapezius_NN_SXX_D_U,fl_orbitalGroove_NL_IXX_L_M,fl_philtrum_NN_XXX_D_U,fl_eyelids_NR_ILX_R_A,fl_nasojugalGroove_NR_XXX_D_U,mu_corrugator_NR_XXX_D_U,fl_lipUpper_NR_ILX_D_U,mu_platysma_NN_IMX_D,fl_lip_NL_XLX_R_A,fl_eyelids_NL_SCX_N_W,fl_oromentalGroove_NL_XXX_L,fl_lip_NN_XMX_D_U,fl_lipLower_NN_IMX_N_W,fl_philtrum_NN_XXX_N_W,fl_eyelids_NR_SMX_D_U,fl_epicanthic_NL_XMX_B_F,fl_epicanthic_NR_XLX_N_W,fl_eyelids_NR_XMX_N_W,fl_eyelids_NL_SCX_F,fl_lipLower_NR_SLX_D_U,fl_lip_NL_XCX_D_U,fl_lipLower_NL_ICX_N_W,fl_mandibularGroove_NR_XXX_L,fl_lip_NR_XCX_R_A,fl_epicanthic_NL_XMX_R_A,fl_eyelids_NL_XLX_R_A,fl_lip_NL_XLX_B_F,fl_epicanthic_NR_XCX_N_W,fl_lipLower_NR_ICX_R_A,fl_chinCleft_NN_XXX_SL_SR,fl_lipUpper_NR_ILX_B_F,mu_sternomastoid_NL_XXX_L_M,fl_epicanthic_NL_XMX_D_U,fl_lipUpper_NR_SCX_B_F,fl_lip_NL_XCX_R_A,fl_nasolabialGroove_NL_IXX_L,fl_lipLower_NR_SLX_R_A,mu_corrugator_NL_XXX_L_M,fl_epicanthic_NL_XCX_R_A,fl_lip_NL_XCX_B_F,fl_lipUpper_NN_IMX_N_W,fl_chinCleft_NN_XXX_D_U,mu_corrugator_NL_XXX_D_U,fl_eyelids_NR_SLX_D_U,fl_nasolabialGroove_NR_SXX_L_M,fl_philtrum_NN_XXX_R_A,fl_epicanthic_NL_XLX_B_F,fl_eyelids_NR_XLX_N_W,fl_lipLower_NL_IXX_D_U,fl_lipLower_NL_ICX_B_F,fl_lipUpper_NL_SCX_R_A,fl_eyelids_NL_ILX_N_W,fl_eyelids_NR_SCX_D_U,fl_mandibularGroove_NL_XXX_L,fl_epicanthic_NL_XCX_B_F,fl_lipUpper_NN_IMX_SL_SR,fl_eyelids_NR_IMX_R_A,fl_lip_NR_XLX_N_W,fl_lipLower_NR_ILX_B_F,mu_corrugator_NR_XXX_L_M,fl_lipUpper_NL_SCX_B_F,fl_eyelids_NR_ICX_N_W,fl_lipLower_NL_ICX_R_A,fl_philtrum_NN_XXX_B_F,fl_eyelids_NL_XMX_R_A,fl_lipUpper_NR_SLX_R_A,fl_lip_NR_XCX_N_W,fl_lipUpper_NL_SLX_R_A,fl_epicanthic_NR_XMX_N_W,fl_lipUpper_NN_SMX_D_U,fl_lipLower_NR_ILX_N_W,fl_epicanthic_NR_XCX_R_A,fl_lipLower_NL_ILX_B_F,fl_eyelids_NL_IMX_R_A,fl_lipUpper_NR_SXX_D_U,fl_eyelids_NR_SCX_F,mu_platysma_NN_SMX_N_W,fl_lipLower_NL_ILX_R_A,fl_eyelids_NR_ILX_N_W,fl_buccalRecess_NR_XXX_D_U,fl_epicanthic_NL_XLX_R_A,fl_lipUpper_NL_SLX_B_F,fl_lipLower_NR_IXX_D_U,mu_sternomastoid_NR_XXX_L_M,mu_platysma_NL_ILX_D,fl_lipUpper_NN_IMX_B_F,fl_eyelids_NR_XMX_R_A,fl_eyelids_NL_ILX_R_A,fl_orbitalGroove_NR_IXX_L_M,fl_buccomandibularGroove_NL_XXX_L,mu_platysma_NL_ILX_N_W,fl_eyelids_NL_ICX_R_A,fl_eyelids_NR_XLX_R_A,fl_lip_NL_XLX_N_W,fl_lipLower_NN_SMX_R_A,mu_sternomastoid_NR_XXX_R_A,fl_eyelids_NL_SMX_D_U,fl_buccalRecess_NL_XXX_L_M,fl_eyelids_NL_ICX_D_U,fl_eyelids_NL_XMX_N_W,fl_lipLower_NN_SMX_D_U,fl_epicanthic_NR_XMX_B_F,fl_lipUpper_NR_SLX_N_W,fl_nasolabialGroove_NR_IXX_L,fl_lipUpper_NR_SCX_N_W,fl_lipUpper_NL_ILX_D_U,fl_epicanthic_NR_XLX_B_F,fl_eyelids_NL_XLX_N_W,fl_lip_NR_XLX_R_A,fl_eyelids_NL_SLX_D_U,fl_eyelids_NR_IMX_N_W,mu_temporalis_NL_XXX_L_M,fl_lipUpper_NL_SXX_N_W,fl_lipLower_NR_ICX_N_W,fl_lip_NR_XCX_B_F,fl_lipUpper_NN_SMX_SL_SR,fl_lipLower_NL_ILX_D_U,fl_lipLower_NN_SMX_B_F,fl_lipUpper_NR_SXX_R_A,fl_epicanthic_NL_XCX_N_W,fl_lipUpper_NN_IMX_R_A,fl_philtrum_NN_XXX_SL_SR,fl_lipLower_NL_ILX_N_W,fl_lipLower_NR_IXX_B_F,fl_eyelids_NL_ICX_N_W,fl_eyelids_NL_SMX_N_W,fl_eyelids_NL_XMX_D_U,fl_lipUpper_NL_SCX_N_W,fl_lipUpper_NR_SLX_D_U,fl_lipLower_NN_SMX_N_W,fl_lipUpper_NL_ILX_N_W,fl_eyelids_NR_IMX_D_U,assetid
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26720
-48,-21,-7,0,-14,-10,0,20,0,49,-12,70,35,26,25,1,-20,12,-65,-43,51,-31,-20,61,-18,-77,26,14,30,-6,1,63,-63,-25,27,14,16,-22,-51,23,-51,-84,12,19,22,-4,0,23,10,17,-41,-21,-12,-42,-59,65,-31,13,22,24,59,-51,56,48,18,0,29,-2,14,-38,0,13,41,42,-36,45,1,11,17,-3,-13,-7,14,-5,20,-45,-49,-67,-53,-34,51,29,93,-36,-27,-55,28,-14,11,-67,-2,58,-10,-9,-21,-33,-29,0,16,19,0,38,7,69,40,-73,-61,-21,0,-33,24,-4,0,30,-51,-9,-30,-50,-9,-5,-7,-6,25,-6,35,0,24,34,-54,-36,41,17,-53,39,-5,-2,35,20,13,21,-54,-9,11,0,0,23,8,46,53,21,-1,0,-6,-21,78,-20,-31,-12,-60,-61,-25,-66,55,10,-53,0,47,-3,-10,3,52,73,13,-7,0,-43,75,-14,60,0,-17,-23,-8,45,17,13,43,90,-23,-15,39,-69,-22,0,30,-33,33,17,14,40,27,-48,20,13,-39,13,5,-1,25,-49,-24,6,-21,30,-6,51,14,3,-42,-6,-34,0,69964
-12,-36,36,0,-8,-57,30,3,0,29,-58,68,-42,45,17,-3,21,4,10,-58,32,-70,28,56,19,47,49,-1,7,37,28,2,-67,62,52,2,77,-20,-33,30,-9,30,12,46,-19,-24,0,1,-69,6,23,56,-59,-3,-71,0,-9,10,25,35,61,0,25,76,29,0,-26,63,43,24,0,22,-18,82,33,27,11,-55,17,16,-72,-56,-37,82,36,23,-16,-8,14,-5,31,15,96,-17,0,-30,48,-70,13,-23,14,37,-7,-44,39,53,-48,0,52,71,0,28,34,70,-7,-47,-26,-29,0,-16,44,41,0,41,-25,-36,-17,-45,-12,-19,-21,38,-25,4,43,0,47,15,100,-36,60,75,52,-30,60,-1,32,17,5,3,-11,-36,16,0,14,29,-33,34,38,0,6,10,-12,40,79,-45,-2,-44,27,4,-14,96,32,-32,12,0,20,2,-35,15,80,66,3,37,0,-100,76,-40,42,0,-13,-33,-41,45,52,-4,-21,92,14,-32,77,-46,5,0,40,-54,28,18,51,-28,19,-55,0,33,-34,19,6,-22,16,-68,15,15,-28,-37,3,73,35,45,-21,11,-10,80,70786
-17,5,42,0,-15,-58,-38,60,0,7,-55,46,-2,77,13,-27,-9,48,4,6,23,-63,7,62,0,75,26,18,-28,48,-35,6,-85,47,26,-24,34,-20,-37,57,-47,79,6,40,-34,-39,0,1,-36,-22,6,52,-54,-2,-84,9,-25,25,45,100,65,-44,-44,65,58,0,-56,-42,58,-29,0,25,-45,46,93,5,-13,27,-9,-37,-85,-58,3,83,69,5,-34,-46,-44,-63,21,15,49,-18,-24,-41,35,-86,-11,-49,10,49,41,-4,100,22,1,0,57,30,0,13,32,87,0,-50,-41,52,0,-13,19,22,0,0,-38,10,-60,-22,-9,-15,-43,23,-18,-54,4,0,44,70,21,-74,71,14,21,-83,-44,-4,40,-22,-19,60,-20,-15,100,0,7,4,-32,69,61,71,-52,5,-9,19,84,-71,-3,-70,-41,-20,-51,13,62,-33,11,0,52,-28,-14,16,44,49,-16,20,0,-74,87,-8,45,0,-16,0,12,67,10,15,3,47,-16,48,43,-31,-25,0,44,-2,44,-35,61,-79,12,15,2,24,-74,-17,44,-30,10,-27,-7,-15,-45,-6,7,65,55,46,-30,12,-21,85,71910
-17,10,56,0,-7,-21,7,10,0,-27,-11,20,-22,31,9,0,-16,29,-4,15,12,-41,-5,20,1,39,-51,6,10,52,7,1,-48,52,6,-11,22,0,33,6,-22,33,9,22,14,-17,0,13,15,-11,-13,51,-11,-26,-46,1,-25,-11,92,31,18,-26,18,20,11,0,-14,3,14,3,0,12,-10,16,8,-26,3,-5,-3,-2,-14,-22,-24,13,27,-14,10,-29,0,-21,11,0,29,-20,-36,-3,30,-14,-4,-34,0,54,20,0,17,1,-57,0,27,20,0,58,7,47,20,-27,-37,43,0,-22,-49,7,0,-3,-4,6,-17,-5,-5,-10,-17,5,6,4,-5,0,24,51,25,-45,45,5,3,-20,0,0,27,-19,-69,11,-18,8,35,0,-13,11,-8,41,20,44,5,10,-6,17,6,-34,-22,-31,-3,-48,-64,24,22,-7,-1,0,38,-1,10,11,13,21,-70,4,0,-25,8,-3,42,0,-8,8,8,41,-4,6,19,34,14,36,79,-24,-35,0,18,-54,29,-18,23,-11,3,17,12,14,-45,5,30,-6,8,-6,-24,3,-65,-22,7,17,11,11,10,-3,-27,10,72006
-36,-39,12,0,-3,-15,27,24,0,0,-23,56,19,27,18,-9,-42,10,-21,-9,16,1,3,34,14,-25,-20,2,51,24,31,25,-23,28,44,-8,42,-1,-23,69,-47,-38,29,-3,-36,5,0,6,-18,3,-2,40,-24,-8,-19,23,-24,-28,34,38,32,-36,66,64,67,0,-12,33,-17,12,0,-4,-16,50,17,-2,21,-42,15,10,-40,-29,-22,78,29,-1,-30,-39,11,-37,16,30,52,-36,-6,-69,24,-42,13,-20,14,52,8,-25,34,80,-22,0,11,65,0,5,13,52,-18,-66,-28,-5,0,-25,-24,-16,0,44,-55,-4,-33,-58,0,-8,-4,0,-40,-1,46,0,-2,-12,29,16,32,33,83,-6,28,-24,31,-15,-15,22,-43,-23,38,0,-23,39,-19,52,29,-19,-5,11,3,54,84,-28,-21,-25,9,-16,-36,16,44,-20,-1,0,8,-10,-26,-2,52,64,-12,0,0,-63,74,-27,48,0,-1,-51,-4,47,14,0,-39,33,10,20,34,-58,-28,0,11,-27,31,-8,18,0,23,-12,7,-1,12,30,0,10,18,-56,3,26,5,3,24,67,-20,-14,-17,1,-7,74,72081
-16,14,-1,0,-8,-11,80,12,0,40,-4,58,16,-13,19,-14,4,5,-23,2,13,-9,-21,46,-8,-4,11,-3,69,-5,77,33,-38,25,41,2,63,-22,-26,46,1,0,-5,21,-35,-9,0,20,11,-2,23,23,-4,6,-40,39,31,-19,7,4,48,-12,78,50,47,0,0,20,-4,5,0,-17,-8,31,-18,36,-6,-20,16,16,-14,-7,5,50,-9,23,-57,-43,5,-32,13,21,72,-41,15,-71,31,-16,5,-40,-14,46,-3,9,-13,-19,-49,0,17,51,0,38,15,69,25,-33,-43,49,0,-43,11,0,0,40,-72,-5,-24,-29,-5,-7,-5,7,-35,12,37,0,20,34,-1,-15,35,26,-11,20,20,-9,34,0,8,16,-20,-1,2,0,-26,1,-9,40,39,27,14,23,-4,19,41,-41,15,-41,10,-39,18,-6,32,-9,-19,0,4,-12,1,-19,25,58,6,7,0,-49,43,6,37,0,-12,10,-4,36,41,-6,27,69,-8,38,73,-22,25,0,41,-45,31,1,13,19,24,3,20,14,-14,-1,12,24,18,-46,5,-3,10,24,17,46,-8,24,-66,-3,26,50,72557
-22,-43,12,0,-11,-22,30,16,-32,32,-27,50,8,11,11,-5,-15,10,7,-11,26,-29,33,40,8,-7,22,11,-25,12,40,17,-48,29,23,-18,79,-2,-5,20,-40,-5,0,23,-29,-12,-30,4,-41,-17,-2,19,-27,-8,-42,22,-10,0,22,28,51,-35,4,57,22,-8,-18,38,31,-9,-29,2,-28,43,26,27,-7,-19,12,4,-42,-25,-2,61,-7,-1,-39,-20,3,-9,22,18,75,-27,1,-72,22,-44,4,-9,21,47,13,1,33,81,-25,-34,37,57,-10,41,21,45,-3,-65,-1,7,57,-25,21,-6,-17,21,-71,-2,-18,1,-6,-9,-19,39,-14,-17,23,0,30,49,41,-28,42,15,90,-49,33,-9,27,16,7,14,-19,-15,18,-13,-14,3,-25,25,37,41,-15,28,-4,1,56,-36,-15,-35,9,11,-25,24,41,-28,0,62,24,-9,-16,0,45,51,11,37,-32,-46,63,-2,39,0,-14,-43,-11,34,41,3,-6,73,23,3,60,-36,-6,0,7,-20,23,-10,48,-72,19,-24,4,-3,-33,-7,9,0,11,-35,-8,-13,-6,0,19,52,24,11,-49,4,-5,55,72603
-19,-18,35,0,-4,-71,21,3,0,-22,-41,26,-37,70,4,-25,7,36,21,11,23,-73,-18,62,-25,49,24,-8,11,29,26,-18,-75,50,12,-22,64,-6,-12,44,4,62,12,39,-28,-40,0,1,0,-22,32,52,-41,7,-72,-8,-14,-33,42,43,66,-6,20,54,46,0,25,-11,18,-32,0,-8,16,56,25,-25,0,-24,7,0,-58,-74,-19,83,32,31,-51,-30,4,-66,24,19,52,-22,-54,-54,40,-62,1,-32,2,18,65,-25,32,41,-31,0,52,57,0,42,41,91,-34,-47,-36,5,0,-20,28,19,0,-10,-44,-20,-60,-21,-18,-15,-43,-33,-6,-60,-11,0,41,-3,47,-82,75,39,34,-24,-25,-23,3,20,5,5,-23,-23,37,0,-46,20,-44,72,52,-4,-61,14,-19,13,77,-69,9,-71,6,38,-56,39,55,-47,18,0,15,-25,-19,-12,54,29,2,-30,0,-77,77,-29,-1,0,-5,-15,-23,68,11,-14,-25,44,-17,22,55,-42,-52,0,52,-27,4,3,57,-13,20,-6,0,36,-84,0,39,-27,4,-23,-12,3,-48,-39,4,52,27,43,-56,9,-13,74,72706
1,-71,49,0,-9,-44,9,6,0,46,-65,58,-8,8,12,-19,19,-40,12,-35,0,-70,8,31,-41,36,34,7,-28,51,13,-2,-31,17,16,1,70,-26,-4,0,-31,16,-6,-1,3,-11,0,3,-34,1,26,24,-64,-19,-30,0,-9,21,-1,17,32,-37,-15,63,9,0,-27,12,71,-61,0,-11,-17,57,42,45,-5,-34,9,37,-70,-47,-16,58,1,23,-31,25,10,-16,-4,17,100,-26,8,-27,23,-70,7,-62,0,25,-15,-45,42,14,-2,0,-29,67,0,43,1,42,-3,-40,-60,-14,0,-23,27,-24,0,32,-23,-17,-21,-8,-1,-14,-16,24,3,-39,39,0,3,75,49,-34,46,16,29,-37,14,-22,36,-38,-12,6,-4,-49,18,0,21,0,-49,31,31,78,-37,-4,0,-40,63,-25,-11,-20,-6,7,-8,42,33,-48,13,0,25,-23,-55,-13,67,61,-2,23,0,-71,60,-41,23,0,-11,-70,-21,36,46,7,0,100,-50,-24,73,-26,7,0,11,-6,40,-38,-16,-48,11,-33,6,-10,-37,-13,-50,-11,10,-14,5,-14,1,-9,4,65,57,1,-34,-1,-13,69,72971
