competitionid,awayteamleaguepos,hometeamleaguepos,hometeamid,homeleagueid,awayteamform,hometeammatchesplayed,awayteammatchesplayed,stadiumid,fixturedate,fixtureid,fixturetime,awayteamid,hometeamform,awayleagueid
41,11,14,1523,41,20200,28,28,35,161843,173629,52200,112199,1020,41
41,1,5,2041,41,22222,28,28,178,161843,173630,69300,300,12122,41
41,16,12,1756,41,20,28,28,178,161843,173631,52200,1463,12220,41
41,3,9,417,41,22001,28,28,178,161842,173632,64800,919,22,41
41,6,15,922,41,21102,28,28,228,161842,173633,64800,1757,10000,41
41,8,4,418,41,10102,28,28,34,161842,173634,50400,298,220,41
41,13,7,920,41,21002,28,28,180,161842,173635,57600,113459,20220,41
41,2,10,131491,41,22202,28,28,34,161841,173636,68400,918,11001,41
2012,16,4,111768,2012,0,29,28,196,161842,176070,30600,114628,0,2012
2012,1,11,132305,2012,0,29,29,195,161842,176071,30600,112540,0,2012
2012,8,10,111779,2012,0,29,29,195,161842,176072,30600,131531,0,2012
2012,15,9,131488,2012,0,29,29,193,161842,176073,30600,111769,0,2012
2012,3,12,131487,2012,0,29,29,180,161842,176074,30600,116360,0,2012
2012,2,6,111774,2012,0,29,29,195,161842,176075,30600,110955,0,2012
2012,5,13,116361,2012,0,29,29,33,161842,176076,30600,111724,0,2012
2012,14,7,112163,2012,0,29,28,195,161842,176077,30600,131173,0,2012
1,11,9,1788,1,0,15,15,178,161843,176408,57600,15006,22000,1
1,2,4,819,1,21222,15,15,194,161843,176409,43200,269,10120,1
1,1,5,1447,1,12212,15,15,34,161843,176410,64800,1516,12122,1
1,7,10,1786,1,12021,15,15,228,161844,176411,68400,272,20100,1
1,3,8,270,1,21210,15,15,228,161841,176412,68400,271,2201,1
1,12,6,1443,1,2,15,15,228,161843,176413,50400,822,122,1
13,5,1,1,13,20201,11,11,156,161843,176560,59400,18,22221,13
13,18,9,1943,13,22,11,11,348,161842,176561,54000,19,21200,13
13,12,11,1808,13,2202,11,11,340,161842,176562,54000,1925,12021,13
13,3,17,1796,13,22022,11,11,336,161842,176563,45000,5,2200,13
13,4,15,144,13,2211,11,11,328,161842,176564,54000,106,20,13
13,6,16,8,13,22202,11,11,432,161843,176565,50400,2,200,13
13,19,8,9,13,12,11,11,13,161842,176566,54000,14,20,13
13,13,7,11,13,20012,11,11,1,161844,176567,72000,7,22211,13
13,2,14,13,13,22022,11,11,100,161842,176568,63000,10,20200,13
13,10,20,110,13,1021,11,11,415,161842,176569,54000,1799,10000,13
14,23,11,88,14,10,15,15,180,161842,177010,54000,1792,20220,14
14,18,8,1919,14,2100,15,15,491,161842,177011,45000,1960,22001,14
14,17,9,89,14,22,15,15,26,161842,177012,45000,17,21120,14
14,14,1,1800,14,102,15,15,497,161842,177013,45000,109,22022,14
14,15,10,91,14,20211,15,15,249,161842,177014,54000,1795,22222,14
14,13,7,94,14,21212,14,15,350,161842,177015,54000,1947,2212,14
14,3,12,95,14,2220,15,15,335,161842,177016,54000,1806,12,14
14,2,21,1951,14,21012,15,15,228,161842,177017,54000,12,2100,14
14,6,20,1790,14,22101,15,15,112,161842,177018,54000,97,10,14
14,19,4,1801,14,2220,15,14,180,161841,177019,72000,3,2221,14
14,5,16,15,14,21202,15,15,337,161842,177020,54000,1952,20001,14
14,22,24,1807,14,20001,15,15,180,161843,177021,43200,1794,110,14
16,7,18,57,16,2110,12,12,26,161843,177490,54000,66,10000,16
16,17,16,71,16,10101,12,12,512,161843,177491,62100,217,2001,16
16,11,5,65,16,120,12,12,477,161843,177492,74700,111817,22020,16
16,2,9,72,16,20122,12,12,176,161841,177493,74700,219,22200,16
16,12,1,73,16,2211,12,12,14,161842,177494,75900,1738,12122,16
16,4,3,64,16,10202,12,12,488,161842,177495,61200,76,22022,16
16,14,15,378,16,222,12,12,32,161843,177496,62100,68,10010,16
16,6,8,74,16,12200,12,12,179,161842,177497,68400,69,10122,16
16,13,10,1809,16,12102,12,12,147,161843,177498,62100,1530,20111,16
17,10,17,132680,17,10122,14,14,35,161841,177814,72000,1805,10011,17
17,9,14,1816,17,10121,14,14,178,161842,177815,50400,62,22000,17
17,15,3,1819,17,200,14,14,180,161842,177816,72000,1823,202,17
17,4,6,379,17,22122,14,14,179,161844,177817,74700,70,11202,17
17,1,16,1814,17,21210,13,14,34,161841,177818,72000,294,10102,17
17,7,5,110321,17,22121,14,14,469,161841,177819,72000,1739,10011,17
17,11,2,111273,17,2102,14,14,182,161842,177820,50400,1815,22021,17
