homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
11,5,18,2,11,4,86,0,0,0,0,0,1,1,0,21222,10,5,0,15,269,10,5,0,31,0,2,0,0,0,2,0,1,63
11,9,10,8,12,18,46,0,0,0,0,0,1,1,0,2201,3,3,1,15,270,4,2,0,18,0,3,0,1,0,4,2,1,40
7,3,13,3,17,10,53,0,0,0,0,0,1,1,0,21210,10,5,2,15,271,0,4,0,31,0,2,0,2,1,0,3,1,76
18,8,14,7,12,18,53,0,0,0,0,0,1,1,0,12021,3,3,3,15,272,5,2,0,19,0,3,0,1,0,3,2,2,40
10,1,12,4,17,12,33,0,0,0,0,1,1,1,0,10120,10,2,4,15,819,10,5,0,25,0,1,0,2,0,3,0,4,43
12,11,11,12,5,14,20,0,0,0,0,0,1,1,10,2,4,2,5,15,822,4,0,0,10,0,4,0,0,0,5,2,2,20
13,4,12,6,9,9,46,0,0,0,0,0,1,1,0,122,8,3,6,15,1443,3,3,0,19,0,4,0,0,0,4,1,0,43
7,12,12,5,12,15,73,0,0,0,0,0,1,1,0,12122,8,4,7,15,1447,3,2,0,22,0,2,0,0,0,3,3,1,60
13,7,26,1,12,3,73,0,0,0,0,0,1,1,0,12212,0,5,8,15,1516,10,4,0,32,0,0,1,0,0,1,2,3,76
10,6,7,10,9,12,26,0,0,0,0,0,1,1,0,20100,5,3,9,15,1786,8,2,0,17,0,3,0,2,0,5,1,1,33
10,2,7,9,12,16,40,0,0,0,0,0,1,1,0,22000,5,3,10,15,1788,8,3,0,18,0,4,0,2,0,5,0,0,50
17,13,7,11,11,18,0,0,0,0,0,0,1,1,0,0,4,2,11,15,15006,5,1,0,11,0,5,0,2,0,5,1,1,13
7,11,14,3,7,6,66,0,0,0,0,0,4,4,0,21022,10,5,12,14,229,10,2,0,25,0,1,0,0,0,2,2,2,53
8,3,11,14,2,8,26,0,0,0,0,1,4,4,0,10002,5,3,13,14,230,5,0,0,14,0,2,0,0,0,4,3,2,26
7,4,14,2,7,6,80,0,0,0,0,0,4,4,0,22220,10,5,14,14,231,10,4,0,29,0,0,1,2,0,3,1,1,66
9,6,9,10,4,10,40,0,0,0,0,0,4,4,0,2020,3,3,15,14,232,3,2,0,17,0,2,0,2,0,5,0,2,33
9,1,3,16,5,14,13,0,1,0,0,0,4,4,0,101,4,0,16,14,537,4,0,0,5,0,4,0,1,0,5,2,3,10
7,9,9,9,9,13,40,0,0,0,0,0,4,4,0,202,3,3,17,14,670,3,2,0,18,0,2,0,0,0,4,1,2,50
8,1,8,7,11,10,60,0,0,0,0,0,4,4,0,21121,8,2,18,14,673,8,3,0,20,0,2,0,1,0,2,3,2,53
6,5,14,5,9,16,46,0,0,0,0,0,4,4,0,20201,10,4,19,14,674,10,2,0,21,0,1,0,1,0,4,1,2,56
9,12,12,4,7,7,66,0,0,0,0,0,4,4,0,21022,10,5,20,14,680,10,2,0,24,0,2,0,0,0,2,2,1,46
6,7,8,12,11,18,33,0,0,0,0,0,4,4,0,21100,3,3,21,14,681,3,1,0,15,0,3,0,2,0,4,2,1,40
16,8,13,15,5,5,20,0,0,0,0,0,4,4,0,11100,4,1,22,14,1750,4,1,0,12,0,4,0,2,0,2,3,3,26
1,2,17,1,12,7,66,0,0,0,0,0,4,4,0,2221,0,6,23,14,2014,0,4,0,33,0,0,1,1,0,1,3,0,76
9,1,10,8,11,12,40,0,0,0,0,0,4,4,0,12101,8,3,24,14,15005,8,2,0,19,0,3,0,1,0,2,3,1,50
8,10,10,13,5,14,46,0,0,0,0,0,4,4,0,122,5,2,25,14,100087,5,2,0,15,0,3,0,0,0,4,1,2,46
9,13,9,6,10,8,33,0,0,0,0,0,4,4,0,2101,10,2,26,14,110724,10,3,0,21,0,1,0,1,0,2,2,4,43
3,1,4,11,7,11,40,0,0,0,0,0,4,4,0,11120,3,3,27,14,132231,3,1,0,17,0,1,0,2,0,4,2,3,46
5,3,10,4,12,12,33,0,0,0,0,0,10,10,0,10210,10,4,28,12,245,10,1,0,20,0,1,0,2,0,1,4,1,53
6,1,13,2,18,6,60,0,0,0,0,1,10,10,0,22020,10,5,29,12,246,0,4,0,28,0,1,0,2,0,1,1,0,73
10,2,19,1,21,7,100,0,0,0,0,0,10,10,0,22222,0,4,30,12,247,10,6,0,31,0,1,0,0,1,0,0,1,83
6,13,10,10,8,14,40,0,0,0,0,0,10,10,0,20002,3,4,31,12,634,8,1,0,16,0,1,0,0,0,5,0,1,50
7,14,11,13,5,13,40,0,0,0,0,0,10,10,0,202,3,3,32,12,645,5,0,0,13,0,1,0,0,0,4,2,2,36
6,7,16,5,6,10,60,0,0,0,0,0,10,10,0,2022,8,5,33,12,1903,8,1,0,19,0,1,0,0,0,4,0,1,53
7,18,8,14,7,14,33,0,0,0,0,0,10,10,0,1120,3,3,34,12,1904,3,0,0,12,0,2,0,2,0,4,2,1,30
13,4,16,3,9,5,80,0,0,0,0,0,10,10,0,22220,10,3,35,12,1906,8,4,0,24,0,1,0,2,0,1,1,2,66
10,5,9,8,11,8,40,0,0,0,0,0,10,10,0,21011,8,2,36,12,1908,3,2,0,16,0,2,0,1,0,2,2,2,53
9,12,18,7,11,11,40,0,0,0,0,0,10,10,0,11102,8,4,37,12,1910,8,1,0,18,0,1,0,0,0,3,2,1,40
11,8,12,12,7,10,53,0,0,0,0,0,10,10,0,22110,3,2,38,12,1913,3,1,0,14,0,1,0,2,0,3,2,3,43
10,17,4,15,10,17,33,0,0,0,0,0,10,10,0,1102,3,2,39,12,1914,3,1,0,12,0,3,0,0,0,3,2,1,20
5,12,9,6,8,12,46,0,0,0,0,0,10,10,0,20210,8,3,40,12,1915,10,3,0,19,0,2,0,2,0,3,0,1,53
7,15,5,16,6,16,26,0,0,0,0,0,10,10,0,2010,5,2,41,12,1971,3,1,0,10,0,4,0,2,0,4,1,0,33
7,11,10,9,9,11,46,0,0,0,0,0,10,10,0,10202,3,3,42,12,100632,3,1,0,16,0,1,0,0,0,3,2,2,46
15,16,13,18,4,18,40,0,0,0,0,0,10,10,0,22,4,2,43,12,100634,4,1,0,9,0,3,0,0,0,6,0,0,30
14,19,11,17,3,7,13,0,0,0,0,0,10,10,0,11,4,1,44,12,100638,4,1,0,9,0,3,0,1,0,4,1,2,30
14,6,7,11,7,10,46,0,0,0,0,0,10,10,0,12200,3,2,45,12,100646,3,3,0,16,0,3,0,2,0,3,0,1,43
1,2,12,1,8,4,86,0,0,0,0,0,13,13,0,22221,0,4,46,11,1,0,4,0,26,0,0,1,1,0,1,1,1,76
5,7,10,6,3,5,80,0,0,0,0,0,13,13,0,22202,3,4,47,11,2,3,1,0,18,0,1,0,0,0,2,2,1,56
6,12,9,3,12,5,80,0,0,0,0,0,13,13,0,22022,1,3,48,11,5,1,3,0,20,0,2,0,0,0,1,1,1,63
5,17,7,13,5,8,46,0,0,0,0,0,13,13,0,20012,3,3,49,11,7,3,1,0,15,0,1,0,0,0,3,1,2,50
5,18,6,16,4,15,20,0,0,0,0,1,13,14,0,200,5,2,50,11,8,5,1,0,11,0,1,0,2,0,5,0,2,26
