overallratingdiff,newoverallrating,oldoverallrating,teamid,playerid
-3,71,74,242,260463
3,80,77,456,243792
-2,72,74,472,266160
4,81,77,1861,258923
-2,72,74,1867,277554
-2,71,73,100852,73317
2,92,90,116325,227102
1,90,89,116325,241846
1,84,83,116325,267530
2,86,84,116325,269404
2,84,82,116325,271446
2,88,86,116326,245879
2,85,83,116326,259372
1,82,81,116326,263964
3,84,81,116326,264725
2,84,82,116326,271944
2,87,85,116326,273153
-2,79,81,116327,227204
-2,75,77,116327,227369
-1,76,77,116327,271742
-2,75,77,116327,272053
-1,78,79,116327,272112
-3,74,77,116328,272008
3,80,77,116328,272135
-2,77,79,116328,272203
-2,78,80,116328,272212
-3,74,77,116331,72705
3,82,79,116332,272224
-2,75,77,116333,272020
-3,72,75,116334,73850
-1,77,78,116334,272005
-3,71,74,116334,272013
-2,74,76,116334,272101
-4,73,77,116334,272204
-2,72,74,116334,277544
3,83,80,116336,256302
3,85,82,116336,261843
4,80,76,116336,268993
3,79,76,116336,271443
3,84,81,116336,272007
2,80,78,116337,241182
2,83,81,116337,262460
-2,71,73,116337,272146
3,79,76,131125,272064
1,82,81,131125,272163
-2,76,78,131391,275787
-3,73,76,131391,277048
-3,72,75,131720,275587
4,79,75,131733,269921
-3,72,75,131733,273150
